,clean,perturbed,legibility_score,predicted,batch
5,uzbekistan,usbbecistan,,USB,14
6,proven,ProVeN,-1.1677476,proven,14
7,linux,lainquecksed,,linked,14
8,accordance,accordances,,accordance,14
9,hull,Hull,1.2869068,hull,14
10,boring,BOOOORRRRRRIIINNNNNGGGG,-0.63123167,boring,14
11,distinction,distinction',,distinction,14
12,alarm,alarm,5.070116,alarm,14
13,actress,actress',,actress,14
14,firewire,FireWire,0.29223654,firewire,14
15,driven,drivewn,,driven,14
16,aquarium,acquarium',,aquarium,14
17,high,high,,high,14
18,leone,leon,,leon,14
19,sullivan,sullivan,4.9199715,sullivan,14
0,idea,idia,,idea,15
1,constantly,consteonttly,,constantly,15
2,tags,TAGS,-2.673197,tags,15
3,informational,informationale,,informative,15
4,delivery,delivari,,deliver,15
5,financing,Financing,3.626792,financing,15
6,sublime,sublime,4.939637,sublime,15
7,theft,theft,4.6377444,theft,15
8,throat,throaghtl,,through,15
9,communicate,ComMuNIcaTE,-1.874888,communicate,15
10,strain,straing,,string,15
11,manufacturers,Manufacturers,3.2710364,manufacturers,15
12,heating,heating,,heating,15
13,slope,slope,4.7577677,slope,15
14,lounge,lounque'se,,loose,15
15,modular,modulars,,modular,15
16,turbo,tuwrbo,,turbo,15
17,tools,TOOLS,-1.1501381,tools,15
18,partially,portialy,,potentially,15
19,registration,registration,4.838233,registration,15
0,decline,declline'sl,,decline's,16
1,hearing,hearing,4.9405727,hearing,16
2,computation,Computation,3.599133,computation,16
3,strongly,stranggly,,strangely,16
4,spanish,spahnish,,Spanish,16
5,river,river,4.8623023,river,16
6,affects,affexedt,,affected,16
7,personality,Personality,3.0303383,personality,16
8,temperatures,Temperatures,3.6830108,temperatures,16
9,kennedy,Kennidy,,Kennedy,16
10,priorities,prioreedies,,priorities,16
11,thru,theru,,there,16
12,investigated,investigatedb,,investigated,16
13,credits,CREDITS,-1.9724706,credits,16
14,graham,Grah'm,,grammar,16
15,tablet,tablett,,tablet,16
16,cave,chave,,cave,16
17,workforce,worrcforce,,workforce,16
18,telephony,telephone'sp,,telephone's,16
19,canon,canonn,,canon,16
0,const,Const,2.459649,construction,17
1,woods,wooeds,,woods,17
2,indexes,indquescest,,inquest,17
3,strictly,strictlys,,strictly,17
4,high,HIgh,0.106810175,high,17
5,council,chouncil,,council,17
6,afghanistan,affhanistinglyc,,affluent,17
7,provide,pruvide,,provide,17
8,multi,multti,,multitude,17
9,oklahoma,okllehoma,,Oklahoma,17
10,proc,proc,,process,17
11,liability,liabileitey,,liability,17
12,influences,infulances,,influence,17
13,facilitate,FACILITATE,-2.224508,facilitate,17
14,arlington,arlington,5.0471797,Arlington,17
15,toward,ToWaRD,-2.2480721,toward,17
16,chosen,chastenn,,chasten,17
17,nonprofit,ntonprofat,,intent,17
18,anne,annes,,anns,17
19,pichunter,pizchanterr,,pitcher,17
0,findings,finndins,,find,18
1,stone,setone,,set,18
2,jamaica,jomaica,,Jamaica,18
3,parts,partss,,parts,18
4,opening,oponing,,opening,18
5,featuring,featturin,,featuring,18
6,upset,uopset,,upset,18
7,francis,francis',,Francis,18
8,sellers,seller'sl,,sellers,18
9,desert,daisert,,dessert,18
10,accordance,accoreddance,,accordance,18
11,beverage,beverage,4.7877393,beverage,18
12,logical,logicall,,logical,18
13,amended,amended',,amended,18
14,discourage,descourige,,desk,18
15,roommate,roomate,,roommate,18
16,firewire,firewier,,firewire,18
17,later,laters,,later,18
18,branches,brahntches,,branches,18
19,drama,drame,,drama,18
0,photographer,Photographier,2.859798,photograph,19
1,shannon,shanon,,shannon,19
2,occurring,ooccurring,,occurring,19
3,participating,participatingly,,participating,19
4,efforts,ehfforts,,efforts,19
5,spanish,SPANISH,-2.52097,Spanish,19
6,obesity,obesity',,obesity,19
7,caring,carin,,carin,19
8,mate,maite',,maite,19
9,sweden,sweeineds,,swine,19
10,suited,sewted,,seated,19
11,textbooks,textbooks,4.8430214,textbook,19
12,streams,STREAMS,-1.7306969,streams,19
13,sterling,steerlling,,steering,19
14,applies,apply's,,applies,19
15,bill,bil,2.4181623,bill,19
16,publisher,peupblisher,,publisher,19
17,roommate,roommatet,,roommate,19
18,vérité,vérité,,verité,19
19,sleep,ssleep,,sleep,19
0,slave,slaveeeee,4.324759,slavery,20
1,similarly,simmelirylyl,,similarly,20
2,relations,relations,4.996325,relationship,20
3,impressive,imprressiv,,impressive,20
4,alternatives,alternatives',,alternatives,20
5,marijuana,merajuana,,marijuana,20
6,portsmouth,portsmouth'ss,,Portsmouth's,20
7,trial,triable,,trial,20
8,figured,figgured',,figured,20
9,staying,staying,4.7645426,stay,20
10,situations,situatns,4.956999,situations,20
11,deer,deerf,,deer,20
12,trusts,trustts,,trusts,20
13,society,soaciity,,society,20
14,reliance,reliancee,,reliance,20
15,marvel,marevel,,marvel,20
16,banned,banned,4.99073,banned,20
17,magnificent,Magnificient,1.8896582,magnificent,20
18,relate,relate',,relate,20
19,year,yearied's,,years,20
0,actress,Actress,1.1030655,actress,21
1,later,lawter,,lawyer,21
2,regions,regions,,regions,21
3,chamber,tiamber,,timber,21
4,weapon,wEaPoN,-1.766879,weapon,21
5,contrast,contrasked,,contracted,21
6,utilization,utiliszation,4.286212,utilization,21
7,karl,karl,4.935115,karl,21
8,penguin,pengwen,,penguin,21
9,flow,flow,4.8108335,flow,21
10,silence,silencee,,silence,21
11,analyses,aunalycees,,analysis,21
12,flavor,flavper,,flavor,21
13,substitute,substitutees,,substitute,21
14,update,updat,,update,21
15,persistent,persistantu,,persistent,21
16,chassis,chiassis,,chassis,21
17,heating,hiting,,hitting,21
18,speaks,speyks,,speaks,21
19,bold,Bold,0.2416233,bold,21
0,previews,prevyewx,,preview,22
1,wave,wav,,wave,22
2,roughly,roughly,4.8546443,rough,22
3,lindsay,lindzay,,Lindsay,22
4,shipment,shipmounet,,shipment,22
5,narrative,narative,4.284873,narrative,22
6,barbados,bearbbados,,Barbados,22
7,lynn,linn,,line,22
8,narrative,narrrative,4.813467,narrative,22
9,bridges,bridges,4.5752277,bridges,22
10,threatening,threatningingt,,threatening,22
11,spank,spankedk,,spanked,22
12,knock,KNOCK,-0.3854528,knock,22
13,bios,bioc,,bio,22
14,circumstances,CirCuMsTaNceS,-0.3865038,circumstances,22
15,participate,particypate,,participate,22
16,hotel,hotwel,,hotel,22
17,equipment,EQUIPMENT,-2.5356414,equipment,22
18,likely,likley,4.5734754,likely,22
19,alien,alien'sh,,alien's,22
0,cleveland,cleavelened's',,cleavage,23
1,exposé,epscawese,,escape,23
2,football,fotoball,4.5671897,football,23
3,continent,continent',,continent,23
4,jeremy,egremy,,grammar,23
5,atom,agtom,,tomato,23
6,pack,pac',,pack,23
7,finder,findear,,find,23
8,indefatigable,indefatigable,4.740338,indefatigate,23
9,chen,chun,,chunk,23
10,flow,flough,,rough,23
11,podcast,podqastt,,podcast,23
12,jones,JONS,-2.115008,jons,23
13,music,musec,,muse,23
14,sake,sakee,,sake,23
15,privacy,preivecy,,privacy,23
16,listings,listingsm,,listings,23
17,physiology,physiologry,,physiology,23
18,karl,karl,4.935115,karl,23
19,continues,conetinous,,continuous,23
0,islamic,elsamick,,elastic,24
1,society,societiy,4.781815,society,24
2,moderators,maederadors,,leaders,24
3,informational,INFORMATIONAL,-2.2370727,informational,24
4,picture,pictuyre,4.420852,picture,24
5,pichunter,pichunter,,hunter,24
6,turbo,turbo,4.693933,turbo,24
7,exports,exportsh,,exports,24
8,promise,promise',,promise,24
9,dash,dahsh,,dash,24
10,upset,upsit,,sit,24
11,tablet,Tablet,2.044163,tablet,24
12,carlo,carlo,4.450913,car,24
13,slides,slide'ss,,slides,24
14,work,woRk,3.3414059,work,24
15,versus,versus,4.8803635,versus,24
16,hung,HUNG,-2.2517529,hung,24
17,scenic,senic,,sense,24
18,directory,directorylye,,directory,24
19,bottle,bottle,3.692908,bottle,24
0,sandy,Sandi,0.5515107,Sandy,25
1,sudden,suddden,4.8077145,sudden,25
2,chargers,chargert's,,charger's,25
3,investigations,investigations,4.8748612,investigation,25
4,challenging,challenging,4.7583437,challenging,25
5,welfare,WElFaRe,-0.30507687,welfare,25
6,cells,cels,4.8886147,cells,25
7,preparation,preparantai,,preparatory,25
8,ohio,OhIO,0.19946235,Ohio,25
9,throat,throaed,,throat,25
10,streams,streamz,,streams,25
11,tribes,Tribs,1.7143549,tribes,25
12,ought,aughteds,,aught,25
13,bacon,backan,,back,25
14,laugh,LAUGH,-2.7853584,laugh,25
15,major,majer,,major,25
16,circuits,ceircots,,circuits,25
17,gravity,ggravite,,gravity,25
18,cuts,cuts,4.9623604,cut,25
19,solo,soolow,,slow,25
0,replication,reppllecation,,replication,26
1,similarly,simmeliryly,,similarly,26
2,proxy,proxsy,,proxy,26
3,secret,secwret,,secret,26
4,blank,blankf,,blank,26
5,drop,drrop,,drop,26
6,austin,austtin,,Austin,26
7,tier,tir,4.8269796,tire,26
8,merely,mirely,,merely,26
9,tactics,teagctics,,techniques,26
10,kinase,kinase,,kinase,26
11,xerox,Xerox,4.0246067,Xerox,26
12,batch,beatch,,beach,26
13,scan,scahn,,scan,26
14,consistently,Consistently,3.535868,consistently,26
15,risk,rick,,rick,26
16,computation,Computation,3.599133,computation,26
17,risk,riskedch'sl,,risked chalk,26
18,neural,Neural,1.0792716,neural,26
19,wave,wavel,,wave,26
0,costs,chosts,,hosts,27
1,self,Selllf,1.392424,self,27
2,headlines,heaedlleines,,headlines,27
3,intervals,Intervals,4.401956,intervals,27
4,taxation,taxiations,,taxations,27
5,celebrities,Celebrities,3.4948947,celebrities,27
6,expressions,ecpreassionz,,expressions,27
7,examples,examnples,4.684854,examples,27
8,miracle,Miracle,0.9825606,miracle,27
9,creations,creation's',,creation's,27
10,bubbles,bubles,4.6865544,bubbles,27
11,seven,Seven,2.835929,seven,27
12,hunt,hugnt,,hunt,27
13,jelsoft,jelsoft,4.6799574,jellyfish,27
14,linking,linking'sm,,linking's,27
15,distinction,DISTINCTION,-1.9793928,distinction,27
16,retro,RETRO,-0.4760522,retro,27
17,introduced,intraduceds,,introduced,27
18,trailers,trailorrs,,trailers,27
19,corresponding,correspondingl,,corresponding,27
0,residents,Residents,3.6418276,Residents,28
1,logitech,logitech,3.7357888,Logitech,28
2,lopez,lopeaz,,Loop,28
3,telecom,talecomm,,Tale,28
4,exposé,Exposé,2.441863,Expose,28
5,meta,metu,,Met,28
6,leads,Leads,1.2514025,Lead,28
7,settle,schettle,,Shuttle,28
8,control,ckantrol,,Control,28
9,aids,AiDs,-2.4321458,Aids,28
10,accounts,accuent'st,,Accent,28
11,anybody,enebogeedl,,Boggle,28
12,manuals,manula'sl,,Manual,28
13,colombia,ckolombie,,Colombia,28
14,relative,relletive,,Relative,28
15,namespace,Namespace,2.2617476,Namespace,28
16,cosmetics,cosmeticts,,Cosmetics,28
17,funds,fonds,,Funds,28
18,fujitsu,fugiest,,Fugitive,28
19,generous,generous'sl,,Generous,28
0,situation,situation',,situation,29
1,module,modulew,,module,29
2,proven,proveen,,prove,29
3,headquarters,headqwoarters,,headquarters,29
4,athletes,athleets,4.9309344,athletes,29
5,manufacturers,manufacturers,4.8311896,manufacturers,29
6,requiring,Requiring,3.4046526,requiring,29
7,toned,Toned,2.949932,tone,29
8,varies,vary'sy,,variety,29
9,length,lengcth,,length,29
10,remedy,rremedy,,remedy,29
11,anyway,annyway,,anyway,29
12,iowa,ioa,,ion,29
13,fioricet,fioricet,,fioricet,29
14,coding,colding,,coding,29
15,function,funcction,4.235533,function,29
16,prepare,prupare,,prepare,29
17,extent,exsant,,excess,29
18,mambo,mamboe,,mambo,29
19,length,length's',,length's,29
0,unless,unlosss,,loss,30
1,semester,Semester,4.922676,semester,30
2,viewer,vuerer,,river,30
3,vitamin,viktamen,,victim,30
4,marie,Marre,-0.09139126,marry,30
5,moscow,Moscow,0.4106751,mosquito,30
6,commons,common'sl,,common sense,30
7,wishing,WISHING,-2.386747,wishing,30
8,timer,Pitherma,,perma,30
9,possibilities,posebiliteis,,possibilities,30
10,jersey,JERSEY,-1.2433133,jersey,30
11,learned,LEARNED,-2.4373343,learned,30
12,deutsche,deutsh,,German,30
13,viking,VIking,3.2986422,Viking,30
14,jersey,jursey,,jersey,30
15,trans,tran'sl,,transl,30
16,concern,concern,4.863932,concert,30
17,manufactured,MANUFACTURED,-2.0106378,manufactured,30
18,movie,moove,2.3691165,move,30
19,arising,arsing,4.7898154,rise,30
0,impressive,impressev,,impress,31
1,infrastructure,ientfrastructtur,,infrastructure,31
2,moscow,mosckow,,Moscow,31
3,publication,pebleicaschon,,plebeian,31
4,funds,ffunds,,funds,31
5,homes,HOMIES,-2.3031795,homies,31
6,hosting,Hosting,1.791427,hosting,31
7,washing,washing',,washing,31
8,commands,command'sm,,command's,31
9,jersey,Jersey',,Jersey,31
10,cdna,Gand,,grand,31
11,solar,soller',,soller,31
12,frequencies,frycuoncies,,fries,31
13,barbara,bborbara,,Barbara,31
14,reasons,reasans,,reasons,31
15,type,teype,,type,31
16,lifestyle,Lifestyle,2.5588303,lifestyle,31
17,investigated,ienvestigattede,,investigated,31
18,multi,Jumlitl,,jumbo,31
19,demonstrates,Demonstrates,3.2922618,demonstrates,31
0,alternatives,altarneteves,,alternatives,32
1,already,elarrieded,,elated,32
2,cities,CITIES,-0.89955354,cities,32
3,provinces,provinces,4.9999866,provincial,32
4,cayman,caymon,,cameo,32
5,streets,streats,,streets,32
6,combines,combine'st,,combine,32
7,thumbs,thumb'ss,,thumbs,32
8,sensitivity,sehnsattivity,,sensitivity,32
9,throughout,Throught,3.3153038,through,32
10,hungarian,hungryAn,-0.57476884,hungry,32
11,contractor,contteracteore,,contract,32
12,function,fincktion,,function,32
13,reproductive,reeprodeucteve,,reproduce,32
14,roommate,rhommate,,romantic,32
15,efficient,eficitne,,efficient,32
16,setting,setting,4.9717684,setting,32
17,staffing,Staffing,4.6906667,staff,32
18,wordpress,wordpress,,wordpress,32
19,input,Input,1.9192537,input,32
0,composite,commposote,,compost,33
1,estimates,Estimates,3.9849038,estimates,33
2,calgary,Calgary,4.1134396,Calgary,33
3,extent,extdnet,,extended,33
4,intent,intentc,,intent,33
5,jeremy,Xeremy,,x-ray,33
6,advised,adiveced,,dived,33
7,evening,Evening,3.5710366,evening,33
8,shelf,shelfedh,,shelf,33
9,parts,parts,4.933315,parts,33
10,sudden,suden,4.057406,sudden,33
11,scheduled,schaeduled,,scheduled,33
12,projectors,Projectors,2.9961066,projectors,33
13,photoshop,phowtoshoppe,,photoshop,33
14,education,educatione,,education,33
15,treating,treating'st,,treat,33
16,banned,BAND,-2.8743103,band,33
17,replication,replication'sl,,replication,33
18,band,banced,,banned,33
19,delaware,dealawere,,deal,33
0,count,counted'ss,,counted,34
1,dedicated,dedikateed,,dedicated,34
2,transportation,transportatener,,transportation,34
3,graphics,gRaPhIcS,0.122050405,graphics,34
4,temperatures,tempereateurs,,temperatures,34
5,screens,sscreens,,screens,34
6,worlds,worrlds,,worlds,34
7,packed,paked,,packed,34
8,silk,silked',,silk,34
9,efficiency,Efficiency,3.8053396,efficient,34
10,relocation,rrelokation,,relocation,34
11,dispatched,DISPATCHED,-2.338157,dispatched,34
12,edges,edgez,,edges,34
13,exterior,EXTERIOR,-0.043174166,exterior,34
14,graham,graem,,game,34
15,completed,ckompletted,,completed,34
16,phones,phoness,,phone,34
17,productivity,produxteviti,,productivity,34
18,nursing,ngursing,,nursing,34
19,mutually,mutually,4.723682,mutual,34
0,silence,silence',,silence,35
1,examples,examplesm,,example,35
2,scanning,scanneng,,scanning,35
3,prompt,promppt,,prompt,35
4,authorized,Authorized,2.300221,authorize,35
5,corner,corner,4.9948564,corner,35
6,unnecessary,unnecesswaryly's,,unnecessarily,35
7,women,womon,,woman,35
8,katrina,Katrina,4.4351916,Katrina,35
9,update,update,3.529374,update,35
10,davidson,davidonce,,David,35
11,walter,walter,5.0642924,Walter,35
12,africa,africo,,Africa,35
13,hacker,hackwer,,hack,35
14,refers,refpers,,referee,35
15,chicken,chickeng,,chicken,35
16,approximately,approximatelybly',,approximately,35
17,typical,tYpIcAl,-0.58538586,typical,35
18,nearby,neearby,,nearby,35
19,metallic,metallich,,metallic,35
0,amount,amounet,,amount,36
1,supreme,sourpeme',,sour cream,36
2,mariah,mmariah,,Mariah,36
3,semester,semmestor,,semester,36
4,biography,byography,,biography,36
5,credits,Credits,4.134527,credits,36
6,anxiety,angxieti,,anxiety,36
7,effect,effect,4.8705373,effect,36
8,authorized,authoreeized,,authorized,36
9,market,MaRkeT,-0.64992106,market,36
10,albuquerque,albequerrque,,Albuquerque,36
11,convention,conventn,4.8698926,convent,36
12,decide,DECIDE,-2.6881955,decide,36
13,lamb,lamb'st,,lamb's,36
14,menu,munet,,mune,36
15,python,python's',,python's,36
16,mail,mal1,3.0624864,mail,36
17,ones,ons,,ons,36
18,everyone,eVeRyOnE,0.86864716,everyone,36
19,emerald,emeralded,,emerald,36
0,judgment,judgument,,judgment,37
1,ones,owne'sl,,owners,37
