clean,perturbed,legible,legibility_score
forwarding,forwaƞᾑin६,False,-1.8290277
forwarding,forwᏰrdiɼg,True,2.1832895
like,⟧ⅼke,False,1.4952284
like,ıȋĶe,True,2.1230628
rally,ᶉālᒧᥡ,True,2.1222868
rally,ᴦa11ჸ,False,-1.0981647
against,aӡaḹnәt,False,-1.9181881
against,agaīnэt,True,3.1831338
tend,ƭeηԀ,True,3.6730976
tend,⨥Ɛn¢,False,-3.123453
orchestra,orches⨦rǎ,False,1.0946085
orchestra,orcɴeƷ☦րᾼ,False,-2.9424722
inquiry,inquiry,True,4.8451357
inquiry,inqԛiǹẖ,False,-0.43456322
nudist,ȵuȡïṥţ,False,2.2565997
nudist,nụdist,True,4.4228945
scripts,scripts,True,4.9634557
scripts,scripts,True,4.9634557
impacts,ĩɸƀậ໐ᶂs,False,-2.7337103
impacts,impạcts,True,4.921642
lasting,Іasճinƹ,False,-0.85657257
lasting,iâstỉng,False,2.309394
bucks,bucks,True,4.7485538
bucks,bu໐Ƙs,False,0.8612967
samoa,ᵴamoa,True,2.5908597
samoa,samסa,True,2.1868215
notes,ղoߙɛṡ,True,0.93055016
notes,ṋoƒěs,False,-0.24332859
changelog,chənԑelog,False,1.611652
changelog,6ηạᕬ₂eᶩᲂ₂,False,-2.9755657
newer,neЧer,False,-0.6134155
newer,neԝer,True,4.593647
buildings,buḹlɖiᥒℇs,False,2.2672799
buildings,buɨ⥕dɨngᵴ,True,1.4743571
holder,holder,True,4.7466974
holder,hᴖ⁊ᾱ⫆Ⱓ,False,-2.9629676
semester,semeӟteᴦ,True,2.136647
semester,sвmester,True,3.317932
each,εãch,True,1.6753603
each,eaօṇ,False,-2.4971516
suggesting,ʚύჸgӗʚճɬћჸ,False,-2.5792043
suggesting,suggesting,True,4.6317677
thomson,ǂhΟᥖᏚΟņ,True,0.69698423
thomson,ȶhọmson,True,4.0413523
produce,prᏝduດʚ,False,-0.13286984
produce,proпuϙ໐,False,-1.9530495
proportion,ƃr൦port⥠൦h,False,-1.5746605
proportion,ԛroportŀՕn,False,-0.1197156
connected,c□ըըectвd,True,-0.2354855
connected,connêćʈed,True,3.1709657
salvation,5ὲl٨aⰀᥧoɼ,False,-2.787683
salvation,ᶊaıvaţⅰᴏռ,True,3.733398
transparent,ὶrͽpsŋͽпοpt,False,-2.3909266
transparent,⸠ⁿӕnŞpӕⁿent,False,-0.600938
area,area,True,5.0200663
area,area,True,5.0200663
title,titlⲉ,True,4.63268
title,title,True,4.718311
donald,dᎾຕaӀϽ,False,-2.6852343
donald,ດoћằlດ,False,-2.837522
ecommerce,ecommerce,True,4.9772296
ecommerce,ḙԍὀmϕḙrԍḙ,False,-2.3469393
capability,ōẫпẫŉIïIt໘,False,-2.84237
capability,⊡ǡʛǡbľ⟘ity,False,-2.0535975
islam,iӠlam,False,1.8492715
islam,islam,True,4.9883494
concrete,ҫიσҫ᥅æŁe,False,-3.125817
concrete,ɒonɒ↖eƒɐ,False,-2.5898573
balanced,balanced,True,4.8791466
balanced,balanced,True,4.8791466
spanking,ᶢpankiეß,False,-1.680652
spanking,šφӓnkעng,False,-0.292433
anyone,aȠĳՕȠē,False,-1.2572069
anyone,anyone,True,4.797986
readily,րeădȉ།⊔,False,-2.2600899
readily,readily,True,4.9012713
router,rou┼êr,True,1.9599872
router,rouⵑer,False,-0.27877077
pope,pȱɼḗ,True,0.36783037
pope,p□ҫǤ,False,-2.926062
shakespeare,ҙђaKêҙpêaոê,False,-0.93540424
shakespeare,sḣөKвspвөne,False,-0.7677962
jacket,ɺacket,True,0.91675377
jacket,⎦acket,False,2.3302267
passwords,paəə⩅ɢrdə,False,-1.3916533
passwords,ɡạδδшᲂrϸs,False,-1.7653886
shapes,shapɛs,True,3.5022242
shapes,shapes,True,4.5859365
arnold,ắrno↨ט,False,-2.4193776
arnold,arnoỺວ,False,-1.924676
references,references,True,5.028798
references,ƞႲғႲƞeᶯçႲs,False,-2.1639812
vatican,ᴠƋticaդ,False,1.6556668
vatican,vatįċän,True,3.1859105
continuing,ɒ᱐ᥖƒ˩nuinᦳ,False,-2.3830988
continuing,ʗoրtịրᴜịրƐ,False,-0.5626632
passive,passive,True,4.797473
passive,pasşive,True,4.7706094
nails,nɘi⊥s,False,-2.1639366
nails,naiⲒ᥉,False,-0.96871203
euro,ᴟuᶯΘ,False,-2.4878316
euro,eurŪ,False,0.105649054
ethiopia,ethiopia,True,4.7512136
ethiopia,ethiopia,True,4.7512136
persian,ṗėṙṡịaṅ,True,3.845513
persian,ӧeрəỈᏼɧ,False,-3.169021
reduce,reduce,True,4.8296046
reduce,reduce,True,4.8296046
substantially,ҙubҙᵮᦧ⌂t1ᦧllຝ,False,-2.7528174
substantially,subs⍅ᗲntiaӀӀy,False,1.1607339
throws,throws,True,4.986539
throws,ῑhrows,False,2.3838348
races,raᴏes,True,-0.7661869
races,ȓaces,False,2.4325924
deutsche,ᾱeu⸠ℰԁhe,False,-1.7564883
deutsche,deutscⱮe,False,1.0500906
remain,rоmain,True,2.3851466
remain,рemaỈɧ,False,-2.5715468
local,loƆal,False,-0.04637323
local,lƟcӕl,True,-0.42636767
disclose,disϹlՕƨē,False,0.8032079
disclose,disclᴅse,True,4.3426166
survivor,Ꮥurvivoʎ,True,0.35486034
survivor,Ӡur⋀i⋀⩍ᶰ,True,-1.7360644
kids,kidš,True,3.797633
kids,Ķids,True,3.8618746
decided,deԸỈdвⰚ,False,-2.0778298
decided,decldєᶁ,True,2.3060942
thee,thee,True,4.746837
thee,ᶵhee,False,2.3421564
firewall,ᛂⅰrвᴔэlì,False,-2.25247
firewall,fiÞewɜịị,True,-0.17802943
strikes,ŚḟᏺiԞᏼŚ,False,-1.2099999
strikes,striќ⋸ᵴ,True,3.382904
knows,kὴỏwӟ,False,0.5097592
knows,knows,True,4.893178
moved,♍oveṗ,False,-2.4787884
moved,⍵oved,False,-0.44689512
conclusion,ɢoḥɢīusîϙḥ,False,-2.8230937
conclusion,ҁᴅᑎc།uэiᴅᑎ,False,-2.803535
towns,tow໗₃,False,-0.95801806
towns,┼ᱛwns,True,0.88090676
widescreen,wiᶁescreёր,True,1.812531
widescreen,ⲱidescreeȠ,True,2.5006216
jpeg,jpeg,True,4.372071
jpeg,jpeg,True,4.372071
admissions,admiͽͽiᴐns,False,-0.111507006
admissions,adm⍸ᏕᏕions,False,1.3924801
holds,holDs,True,1.4244629
holds,hôlds,False,2.5703745
deployment,dḂp།ᎠႳⅯḂɱẝ,False,-2.6359627
deployment,deըɭcyǋềẖẜ,False,-2.648759
freelance,Ӻrèèlancè,True,2.464526
freelance,fhḛḛӀaħỏḛ,False,-0.90077376
singapore,ᏚiƞǵaþоՒϱ,True,2.1306603
singapore,ۆiṙgaႷⴘre,False,-0.4233747
inventory,ⳙῃƳentory,False,1.2024007
inventory,in៴en₶oᒦy,True,2.467704
rico,ricⅮ,False,0.9865578
rico,rico,True,4.7031207
enforcement,⋾ᒕ┧ṉr⸦⋾ⴜeᒕᎿ,False,-2.8586118
enforcement,eറfoϚcǤment,False,-1.9251149
blair,blʚḭᴦ,True,0.18793978
blair,Ъ⏌aiᖌ,False,-1.0808486
asking,ɕકkĭņƹ,False,-2.4534013
asking,aəსỈn▅,False,-1.8805408
eddie,έՍdḹέ,False,-2.649441
eddie,⊇þd⥠⊇,False,-3.1334865
economic,ɛȯōńōm⥕ȯ,False,-2.864096
economic,economic,True,4.174586
translations,translàtions,True,3.7523665
translations,⒈ὴeĥcⅠe⒈ḽͻĥs,False,-2.6813326
conduct,Сϲիducł,False,-0.5577012
conduct,coɷdu⒍t,False,-1.2053068
mens,mѳɿ⊴,False,-2.5218577
mens,ɸeňɜ,False,-2.6527014
take,ťàke,True,3.8580337
take,tὲke,False,1.6424567
stranger,ອᵗɽǝ∩geɽ,True,0.87479216
stranger,Ṣɫץanɛʙץ,False,-2.262127
choir,եӈŪ༏r,False,-2.6573193
choir,chօir,True,4.7568245
princeton,pήiñcɞton,False,0.47984415
princeton,þɚiẖԵeᵗ႐n,False,-0.9211644
granted,ҁŉẫbtօȕ,False,-2.8427353
granted,gŗảրtёᶁ,True,3.3962076
accommodation,accommodation,True,4.820375
accommodation,accommodation,True,4.820375
trap,tᒕab,False,-1.8634742
trap,߁ŉaп,False,-3.0580964
screening,ś⸦իeenỉng,True,-0.59904337
screening,sëňeḗniἣզ,False,-1.5958601
utils,ᥧt≀⎫౩,False,-2.8863285
utils,uťᶖľs,False,3.0578291
renewal,re♄ewal,True,1.0190259
renewal,ṋeрewεí,False,-2.5467196
librarian,lïԽṝᶏrian,False,-0.9521804
librarian,˨ibrმriმղ,False,0.1629394
tile,t1l8,False,-0.4256118
tile,tiⱡe,True,3.9821389
flux,fluẓ,False,-0.0662294
flux,f⦋ᥙx,True,1.7497345
reducing,ɼeducinḡ,True,4.0176554
reducing,ŉօȕuōinҁ,False,-3.0425515
joint,j⍴in᱾,False,-1.5625722
joint,ຳŏІ⩀t,False,-2.4172864
reads,reads,True,5.0091324
reads,reads,True,5.0091324
surfaces,ᧉur╈aƈәᧉ,False,-1.9108536
surfaces,sṳrƭacẹs,True,4.568958
leaves,ȴeaΛɐȘ,False,1.2929547
leaves,Įệaⱌệᶚ,False,-0.85355836
operational,Ɔperatioกal,True,2.6006036
operational,□ҫǤrSⴕÏ□റSՂ,False,-3.0931873
implemented,im⍴le₥өnted,True,2.757523
implemented,impleաεnted,False,2.273142
anywhere,ᏼnⳮ⩅ήeрὲ,False,-3.201937
anywhere,aภǇᥙh€ᚿ€,False,-2.3712068
pixels,Ɒixels,False,-0.28779668
pixels,pⲓxԐls,True,0.98236114
soup,s□up,False,1.1660509
soup,soup,True,4.3787045
confidence,cօnfidence,True,4.9325614
confidence,confidɛncɛ,False,4.8470006
dimension,dimenЅion,True,4.756849
dimension,dimοpsɫon,False,-0.34730235
genome,genome,True,4.648469
genome,genome,True,4.648469
booth,boоth,True,4.4187107
booth,Ḏρoth,False,-1.3856722
solomon,sϲlomon,False,2.0389543
solomon,ӡo⏚omon,False,-1.0583196
traveling,travelỉng,True,4.0762024
traveling,ἰrӫᏌḕliըg,False,-1.4855384
verified,౦ệrifieο,False,-1.1992168
verified,verifieþ,True,0.782241
vessel,ѴeᏚᏚeⅠ,False,2.066674
vessel,ⱴessel,True,3.5554218
subjects,sᥚbjecᎿs,True,2.8308148
subjects,subüécts,False,1.0548682
powder,pᲂwdϱr,True,4.5763855
powder,powder,True,4.875901
lets,lḙts,True,3.8991497
lets,l⋷tⳅ,False,0.019567495
filed,filed,True,4.816115
filed,filed,True,4.816115
joined,joineɑ,False,-0.36553288
joined,joїned,True,3.634626
tunnel,tunnel,True,5.0986686
tunnel,tunnel,True,5.0986686
cookie,cookie,True,4.4987345
cookie,⌑ơơkⳙᥱ,False,-2.300688
hard,ɴᾼrⱊ,False,-2.8810363
hard,Խàrd,False,-1.2528706
sets,sets,True,4.95607
sets,sḂts,False,-1.1732851
outlets,oUȶlȩts,True,2.5564468
outlets,οuƫḷetş,True,4.585055
entity,ĕḧtĭ⩲⒴,False,-2.8950665
entity,ӗnճity,False,-0.42727262
helena,Пé[éna,False,-0.14811526
helena,hⲉlⲉռa,True,3.8337562
answer,ɜῂϲὡer,False,-2.811406
answer,a⊓ᵴwʚ๙,True,-1.2404068
appeal,aþþeჴᅴ,False,-2.7590368
appeal,ėöö໐ėl,False,-2.9200518
kong,Ꭱᴄћg,False,-0.0007541743
kong,kong,True,4.8093905
albert,albԐrt,True,1.7078245
albert,a↨bɞήῑ,False,-2.3709214
policy,poliọӌ,False,0.28778964
policy,pօliϲy,True,4.6688824
computational,ȼс⊡pնῑắt↥сñắ↨,False,-2.3385181
computational,ҁᴅпdỤᶂѐᶂīᴅᑎa།,False,-2.7967737
masters,masϊὲрə,False,-2.558781
masters,maʂႵeᒕʂ,True,1.5573031
nancy,nancy,True,4.783792
nancy,ɽՑn⊆մ,False,-3.0644727
possibility,ɒᴏssibiliţy,False,0.77965194
possibility,pОssibility,True,3.880885
thanks,߁hẫnhs,False,1.7314383
thanks,thӭ⊓kᵴ,True,-0.19396257
mazda,љazda,True,0.16412136
mazda,mǎzᾑa,True,-0.8343827
gave,ǥạᶌe,True,3.344369
gave,ġą⋁e,True,3.6924548
nurse,nurse,True,4.6210237
nurse,ຕuᒋsⲂ,False,-1.8869321
healthcare,heȃlfhᴐȃre,False,1.0932602
healthcare,healthcare,True,4.8329544
advancement,àϕvaמce⫪өnt,False,-1.4570707
advancement,ȃḍ⚺ȃncᏮႶeຖf,False,-1.8218033
disk,disͰ,False,2.3786862
disk,disk,True,4.737945
verzeichnis,ᒈeɽzɵįcħηįș,False,-0.34673452
verzeichnis,ᒘerɀēiԵhὴis,False,-0.05211518
humans,ῆṹὼėns,False,-2.6547081
humans,hᥕ⺵ąṇs,True,-0.053789146
stuff,stᥧff,False,-0.82946897
stuff,stນf⸠,True,1.615919
george,ᮻëoṞgë,False,-2.241441
george,Ɛęorge,False,-0.6087184
initiatives,iniί⌋εί⌋ⰱeᴐ,False,-2.5874145
initiatives,ȉᕄȉ֏ȉatȉves,False,-1.2658955
announcements,anᒋouncementϛ,False,2.112316
announcements,annoᑌncements,True,1.6189761
energy,eɱergy,False,2.1429837
energy,enέrgy,True,2.7009988
surgical,ៜu⊓g⍊cal,False,-0.72000134
surgical,śurgỉcᗳן,False,-0.6706401
mouth,moufṇ,False,0.22705545
mouth,mоṳtḧ,True,3.5176117
reflection,reflection,True,4.917342
reflection,reflectᵢon,True,2.3090153
excitement,excitemen₶,False,3.5880473
excitement,excitement,True,4.816893
mary,mary,True,4.7558045
mary,ṇaᛚᖙ,False,-2.2945788
lanka,lℊᑨķℊ,False,-2.5387309
lanka,lanka,True,4.8426924
plaintiff,pIaļἠɩļᥣf,False,-1.7466695
plaintiff,pla˨ɽ⨥i℄℄,False,-1.9294891
adding,გ♃♃ₗຕg,False,-2.614276
adding,adding,True,4.8195734
bond,ẖoຕϽ,False,-2.8061204
bond,ņↃnↃ,False,-2.9304507
restriction,restɼıction,True,3.8548925
restriction,restriction,True,4.8668838
tested,ṱeᵴṱęq,False,-0.12412139
tested,tɘsẗɘԛ,False,-2.5126202
aggressive,ຣḡḡrɞЅsịƔe,False,0.8766413
aggressive,ᶔgᮻṞeЭЭղvë,False,-2.960682
rebecca,Իebeϲϲa,True,4.818146
rebecca,ŕeḵϐqqὲ,False,-2.6889095
finishing,finishing,True,4.8172197
finishing,finishing,True,4.8172197
achievements,éϽңῚeve∩ɛᖹ┟s,False,-1.6528093
achievements,acħiθჄeṄθ♄t౩,False,-1.8640811
acres,ტcᚿ€s,False,-2.0292742
acres,åcƿeέ,False,-2.203214
designed,dḙsignḙd,True,4.4945693
designed,ϸℊδigᕬℊd,False,-2.2584777
cloud,ċlᱛud,True,1.9024912
cloud,cᶅouⱊ,True,0.2878702
necklace,necklace,True,4.3615785
necklace,necklace,True,4.3615785
vids,vids,True,4.9297667
vids,vidϩ,False,0.70794284
colored,Ҁ⎕ІoԦȇḓ,False,-2.8256958
colored,colored,True,4.9459734
filtering,ẜïƚţѳɾïȵg,False,0.8163102
filtering,filterḭng,True,3.8694005
collaborative,cסliaoorâ߅ive,False,2.3268425
collaborative,collaborative,True,4.463527
campaign,ḉaɯοăȉჳή,False,-2.6408656
campaign,oaᥖᶈaiⲂņ,False,-2.755778
pendant,pendant,True,4.871004
pendant,⍺æσdϴσŁ,False,-3.1530685
producing,ḇṇō໐uȯinฉ,False,-2.8018196
producing,ԛrᴄdɰიiɲε,False,-1.1356394
largely,largely,True,4.782105
largely,ɫaոƺêɫԿ,False,-2.7154284
brooklyn,brooklyn,True,4.601242
brooklyn,brooklᎩn,True,2.732202
piece,piece,True,4.7065005
piece,ŋiece,False,0.027782857
playlist,ցìℊซìℹs⨍,False,-2.8271375
playlist,⍴ⱡẚŷlǐзƫ,True,1.2278497
launched,laԝnched,True,2.6993752
launched,launcոed,False,2.8529632
speaker,sɋӕѲkӕᴻ,False,-2.6038415
speaker,ҙp8ᦧḫ8r,False,-3.1025646
donors,ԃoḥᱛʳs,False,-0.6194493
donors,dסṛסᥒⳄ,False,-2.9054003
roman,roman,True,4.9415493
roman,romaǹ,False,2.1186562
gates,ԅǟtes,False,-2.0318816
gates,ⱄэtes,False,-1.8258214
peeing,ḇeeińg,False,-1.3265722
peeing,peeⱡng,False,1.1647426
truly,↥r⊔ⵊᓑ,False,-2.2796164
truly,truly,True,4.6695275
purchases,purchase⫇,False,1.5239842
purchases,ṗu↖chases,True,1.9481685
inquire,inɒuᵢրe,False,-0.45704773
inquire,inquire,True,5.005114
offices,offⱡǫeɔ,False,-2.5511532
offices,oⲒfĺcềs,False,-2.29716
tool,to□Ɩ,True,0.95315826
tool,ⱦoỏ1,True,0.0628469
fibre,fibre,True,4.905459
fibre,⟊ibre,False,1.2792648
hygiene,hygᒧѳẖѳ,False,-1.2347311
hygiene,Ւⱹg⫾ḙnḙ,False,-1.2805566
various,Ƴarⳙouз,False,-0.18631881
various,varióuɛ,True,1.9630303
equally,ͼqǘaɬly,True,-0.028857095
equally,equອlỺy,False,-1.0530779
cornwall,ᴄornɯaḷl,True,4.017165
cornwall,ɵρrnwͽΊl,False,-2.5024889
signals,siᥠnals,True,1.2486999
signals,signaɪs,False,2.2862253
prayer,prՑմƐr,False,-1.760989
prayer,prayⲉɾ,True,4.4499154
investment,inveɜtment,True,2.69301
investment,ìրธeşȶɱёրȶ,False,0.5368088
performed,perfoᚪṉed,False,-0.084850915
performed,perforոed,True,4.551977
shop,Ʒhqჸ,False,-2.3603804
shop,ᵴɦǫp,True,0.67490107
focused,ƚoc⋃ᧈeù,False,-2.3652437
focused,fсⅭused,True,3.1908047
bringing,brinǧing,True,3.6873434
bringing,bʱ༏໗౽༏໗౽,False,-2.9259322
appeared,aჸpeᾼրɵⱊ,False,-2.504449
appeared,ǎḃḃęǎṝęd,False,-1.8966833
incidence,incїԛence,False,0.79081964
incidence,inɕidenɕe,True,4.246683
families,fḂmi⎫ie౩,False,-1.697155
families,famiΊɫee,False,0.54991716
chat,čĥaṯ,False,1.9785982
chat,chat,True,4.902776
programs,ຍroᢻrams,False,-2.5741153
programs,prԸgrḂms,False,0.99928397
reporter,ԻëþortëԻ,True,1.0009779
reporter,ᒓᏮpoᒓtᏮᒓ,False,-2.8137255
offerings,oʄfehiħgs,False,-0.13232298
offerings,of╋ʙrᵢɾgs,False,0.38454184
material,шâtᶒŕւâĺ,True,0.53978115
material,ʍຣṫɞᒋiຣḻ,False,-1.037654
reserve,բesȢբʷȢ,False,-2.7221553
reserve,reserve,True,5.029756
issue,ⅰᶊsuⲉ,True,4.4671946
issue,ìssᥙ⋴,True,0.4233743
innovations,innϽყɘ┤iϽמឧ,False,-2.3836405
innovations,ḷᥒnoʊɐtḷoᥒs,False,0.08591176
resorts,ᚴeᴣḎrḟᴣ,False,-1.7172999
resorts,re᥉ʗηᶂ᥉,False,-1.8515688
tribal,tribẫl,True,3.1967473
tribal,ƫrᶅbal,True,3.1697845
draft,ⰚrөŦṱ,False,-1.6737957
draft,dɾaʈt,True,4.998224
apparel,ặḅḅặηel,False,-1.6683282
apparel,ѐdpѐrв།,False,-2.8097057
falling,ߟәlḷїիģ,False,-0.7727611
falling,falling,True,4.9302874
flowers,flowers,True,4.9607253
flowers,flowers,True,4.9607253
syntax,sᒲמtɘ⸟,False,-2.3729067
syntax,౩y♄≮aẋ,False,-2.6804698
windows,w⫾իďoⲱs,False,-0.10394008
windows,wi໗d០ws,True,2.3136196
whose,wп០se,False,-1.0036323
whose,whose,False,4.763349
shorter,Ӡh⩍ᶰᵼèᶰ,False,-2.7666159
shorter,Ʒhoր☦ɵր,False,-2.2475715
modes,modeϲ,True,2.8907387
modes,m໐dės,False,2.689869
text,tḙxḟ,True,2.129056
text,˕e⁰˕,False,-2.554518
trainer,ƫⲅẚiņөⲅ,True,0.599693
trainer,ⴕrSiറǤϚ,False,-2.95127
have,have,True,4.967017
have,have,False,4.967017
dell,d⋷lị,True,-0.17144737
dell,dḕİİ,False,-0.69481844
favourite,favourite,True,4.7350616
favourite,fa፱ouǹiᲆɇ,False,-1.9570174
encoding,encoⅾᒨng,True,2.7738311
encoding,encodinჷ,False,0.8752743
charger,ᢗhᙦrશʙԧ,False,-3.2238443
charger,charger,True,5.012655
wing,Ṳᒧnᢄ,False,-2.710967
wing,⋃iṛɃ,False,-2.263315
alfred,alfred,True,4.9881577
alfred,a˨ᶠṙɛⅾ,False,0.17646468
harvey,hѲᴻᶌӕᎫ,False,-3.0362475
harvey,harvey,True,4.833198
motorcycles,mṉᎿorcycl⋾s,False,0.19156104
motorcycles,∏ϽtϽrԵyԵleឧ,False,-0.019101392
geometry,gєOṇєtᛚᖙ,False,-2.0789905
geometry,ᦳǝ๐mǝtᒔy,False,-0.66822237
boating,ᶇoεtᎥȵ࿂,False,-2.2355964
boating,Ѣoaᵮi⌂ϵ,False,-2.9714963
same,same,True,4.973028
same,₃ame,False,-0.7207384
tariff,߅ariɈɈ,False,-0.4722469
tariff,tarȋff,True,3.160641
fake,┽ak⋥,False,-1.4600642
fake,fტke,True,1.0488112
nigeria,nigeria,True,4.0385666
nigeria,ⱨigệria,False,-0.17505062
curriculum,cẉrᖌⲒᏟu⏌ẉդ,False,-0.6155901
curriculum,cuṛṛicuḷuṁ,False,3.3881786
britannica,ḣᴦḭtʚὴnḭԵa,False,-0.78644526
britannica,brįtäηηįċä,True,2.623928
stat,sta⨨,False,0.16177544
stat,sſăſ,False,-1.8604822
milk,milk,True,4.474767
milk,ᐢilᚴ,False,-1.9160548
helicopter,hѳlïᴏoҏţѳɾ,False,1.2072527
helicopter,he℩ḻϚ០ᲂͰԐṛ,True,-2.5300038
monitored,monitored,True,4.8402295
monitored,ṃ໐nịṭ໐ṙėd,True,4.417412
stud,stɰd,False,2.06641
stud,ȿṯuԁ,True,3.3747187
uploaded,uploảᶁed,True,3.7852302
uploaded,upl□aⰚвd,False,-0.6365071
team,teɕm,False,0.32669556
team,tᴏam,False,-0.20119448
amendments,ẹώᴏῆ⌂ώeῆtᶔ,False,-3.0276341
amendments,ᶔmë๓ņmë๓ᵼЭ,False,-3.0031292
harbor,harbʘr,True,3.5630243
harbor,⊎arbor,False,1.2604241
time,tƚmʚ,False,-0.9604478
time,⟊Ӏmᴏ,False,-1.0008721
materials,ผaǀerialᶓ,False,-1.5981296
materials,դƌႵeᖌⲒƌlⱾ,True,-0.9560254
social,so⸦ỉᗳן,True,-2.8314521
social,Ꮥ⩂ci∂l,False,-0.9917857
historical,hÎs┤orÎcɘ⊥,True,-0.8873971
historical,hīstᴅricѐl,False,1.9044883
campus,ca໙puȘ,False,0.3264034
campus,⫐aⅯ☾யƼ,False,-3.163208
round,round,True,4.9102488
round,roUnd,False,2.0149326
satisfy,ჽөṱỈsf᪇,False,-1.9410732
satisfy,Ʒatisfy,True,2.7976673
acne,ắcñe,True,1.7955381
acne,ᗳ⸦ne,False,-2.628483
orange,oranße,False,-0.47548854
orange,օԻange,True,2.7420578
soviet,sovįet,True,4.295454
soviet,sovℹet,True,2.6198695
cheaper,cheapɛr,True,4.1200786
cheaper,cheapѐr,False,2.526136
enhanced,enՈanced,True,2.7680445
enhanced,ệᶇȵaᶇöệο,False,-2.6072536
edmonton,ɘdᲅᴏիẗᴏի,False,-1.837189
edmonton,edmohtӧn,False,2.480625
program,ơʳᱛgram,False,-1.0211661
program,գrogץam,False,-0.16154772
required,requiŕed,True,3.3796856
required,required,True,4.4583225
printable,pȓinͱèb⟧⋸,False,-0.670378
printable,priἠɩablȅ,False,-0.047805563
probably,ҫϚobSວՂᑌ,False,-3.011378
probably,⍴ⲅȯḇẚḇlŷ,True,1.8760748
authors,authors,True,4.9843507
authors,ԑ⋃ᶵ⑁oṟᧈ,False,-2.0798218
allowed,allowed,True,4.8857536
allowed,ᦧ⦌lວᕫ8ń,False,-3.1071243
single,sɪḣƺɫê,True,-1.3336027
single,ṡᒨղ↋lɛ,False,-0.8516423
interviews,īnțëԻ⬯īëɯṩ,True,1.0506852
interviews,ⵊמ⤈eⲙ⟇ⵊeև♋,False,-0.36617002
denver,déȵṿéⁿ,False,1.5299227
denver,denver,True,5.0858335
european,eurϽↄ⫕ɘn,False,-2.5102212
european,ѐЏᲄѳԚѐɛn,False,-3.0614598
hold,hᴄld,False,0.6536327
hold,ὴɔlø,False,-2.7197025
whether,wheᶂᒈвr,False,-1.302261
