,clean,perturbed,source,group,class,predicted,batch
1,meetup,meetup,anthro_typo,0,typo,meeting,15
2,spring,Sping,zeroe_typo,0,typo,spring,15
3,oldest,oldtext,anthro_typo,0,typo,old text,15
4,café,cfaé,zeroe_noise,0,typo,cafe,15
0,climbing,climing,zeroe_typo,0,typo,climbing,16
1,seasons,segons,anthro_typo,0,typo,seconds,16
2,church,chuch,zeroe_typo,0,typo,church,16
3,sanford,sanrord,zeroe_typo,0,typo,sandstorm,16
4,menu,manu,zeroe_typo,0,typo,manual,16
0,supplemental,supplimental,anthro_typo,0,typo,supplemental,17
1,cincinnati,x9ncinnati,zeroe_typo,0,typo,Cincinnati,17
2,loaded,loaed,zeroe_noise,0,typo,loaded,17
3,associate,aocsitase,zeroe_noise,0,typo,acoustics,17
4,chamber,chamfer,anthro_typo,0,typo,chamber,17
0,aurora,aurora,anthro_typo,0,typo,aura,18
1,garcia,gatcia,zeroe_typo,0,typo,garcia,18
2,lifestyle,lifestyle,anthro_typo,0,typo,lifestyle,18
3,artwork,arteork,zeroe_typo,0,typo,artwork,18
4,opening,openg,zeroe_typo,0,typo,open,18
0,adequate,adaquate,anthro_typo,0,typo,adequate,19
1,scheduled,scheaduled,zeroe_typo,0,typo,scheduled,19
2,roommate,rommate,zeroe_typo,0,typo,roommate,19
3,murray,Murrey,anthro_typo,0,typo,Murray,19
4,latinas,katibas,zeroe_typo,0,typo,kitabas,19
0,subscriber,subscrib@e&r,zeroe_noise,0,typo,subscribe,20
1,bikes,bkeis,zeroe_noise,0,typo,beaks,20
2,delivery,DelEvery,anthro_typo,0,typo,delete,20
3,mutually,mltuauly,zeroe_noise,0,typo,multiply,20
4,publication,patiocubiln,zeroe_noise,0,typo,patio,20
0,boots,_boo:ts,zeroe_noise,0,typo,boots,21
1,capable,capabale,anthro_typo,0,typo,capable,21
2,perfume,perbene,anthro_typo,0,typo,permanent,21
3,weapon,wpaeon,zeroe_noise,0,typo,weapon,21
4,burns,nurns,zeroe_typo,0,typo,burns,21
0,dealers,dellURSS,anthro_typo,0,typo,dell,22
1,achievement,acheivement,anthro_typo,0,typo,achievement,22
2,evaluated,etuelvaad,zeroe_noise,0,typo,ethereal,22
3,discourage,Discrace,anthro_typo,0,typo,disgrace,22
4,adams,Adonis,anthro_typo,0,typo,Adonis,22
0,croats,croatz,zeroe_typo,0,typo,cross,23
1,minority,mino?r@i{ty,zeroe_noise,0,typo,minority,23
2,atomic,a5omif,zeroe_typo,0,typo,automobile,23
3,year,uear,zeroe_typo,0,typo,year,23
4,repository,rpository,zeroe_noise,0,typo,repository,23
0,corporations,corpotations,zeroe_typo,0,typo,corporations,24
1,clinic,cnliic,zeroe_noise,0,typo,clinic,24
2,located,laetocd,zeroe_noise,0,typo,latitude,24
3,databases,"databa,se$s",zeroe_noise,0,typo,databases,24
4,python,Pyton,anthro_typo,0,typo,Python,24
0,others,>o;t(her.s,zeroe_noise,0,typo,others,25
1,scan,svan,zeroe_typo,0,typo,swan,25
2,aims,Ains,anthro_typo,0,typo,ains,25
3,enemies,`enemi;es,zeroe_noise,0,typo,enemies,25
4,taxi,axi,zeroe_noise,0,typo,axis,25
0,setup,steup,zeroe_noise,0,typo,step,26
1,input,nput,zeroe_noise,0,typo,input,26
2,desert,desset,zeroe_typo,0,typo,dessert,26
3,deserve,desereve,anthro_typo,0,typo,deserve,26
4,scholarship,scolarship,zeroe_typo,0,typo,scholarship,26
0,make,Maxe,anthro_typo,0,typo,Max,27
1,self,slf,zeroe_noise,0,typo,self,27
2,throughout,thrughtout,zeroe_typo,0,typo,throughout,27
3,apparatus,apartThis,anthro_typo,0,typo,apart,27
4,hungarian,hungaria,zeroe_noise,0,typo,Hungary,27
0,shannon,Shannan,anthro_typo,0,typo,Shannon,28
1,know,KNIW,anthro_typo,0,typo,KNOW,28
2,hidden,hdden,zeroe_noise,0,typo,hidden,28
3,global,globa,zeroe_noise,0,typo,global,28
4,hazard,haward,anthro_typo,0,typo,Harvard,28
0,homes,omes,zeroe_noise,0,typo,homes,29
1,favor,faovr,zeroe_noise,0,typo,favor,29
2,attending,atteding,zeroe_typo,0,typo,attending,29
3,plane,Plame,anthro_typo,0,typo,Plame,29
4,delaware,Delawer,zeroe_typo,0,typo,Delaware,29
0,sexuality,sexuali-t|y,zeroe_noise,0,typo,sexuality,30
1,unique,uqunie,zeroe_noise,0,typo,unique,30
2,wednesday,wendesday,zeroe_typo,0,typo,Wednesday,30
3,directive,d9revyive,zeroe_typo,0,typo,devour,30
4,mate,mte,zeroe_noise,0,typo,mate,30
0,males,Malus,anthro_typo,0,typo,Malus,31
1,trustees,trusts,zeroe_noise,0,typo,trusts,31
2,approach,a=p<proach,zeroe_noise,0,typo,approach,31
3,purpose,propouse,zeroe_typo,0,typo,propose,31
4,boots,noots,zeroe_typo,1,typo,notes,31
0,joshua,joschka,anthro_typo,1,typo,Joschka,32
1,processing,progessing,anthro_typo,1,typo,progressing,32
2,corporations,corporategifts,anthro_typo,1,typo,corporate gifts,32
3,sand,sznd,zeroe_typo,1,typo,sand,32
4,handle,hldnae,zeroe_noise,1,typo,holden,32
0,loaded,;0aved,zeroe_typo,1,typo,saved,33
1,iowa,"i""owa",zeroe_noise,1,typo,Iowa,33
2,boss,bsos,zeroe_noise,1,typo,boss,33
3,rocks,}rocks,zeroe_noise,1,typo,rocks,33
4,published,publishd,zeroe_noise,1,typo,published,33
0,shelf,shef,zeroe_noise,1,typo,chef,34
1,favor,fwclg,zeroe_typo,1,typo,following,34
2,sterling,"s+te""rling",zeroe_noise,1,typo,sterling,34
3,latex,late~x,zeroe_noise,1,typo,latest,34
4,scenic,scenic,anthro_typo,1,typo,scenic,34
0,brain,Brien,anthro_typo,1,typo,Brian,35
1,publication,puvlicayion,zeroe_typo,1,typo,publication,35
2,hidden,hidding,zeroe_typo,1,typo,hiding,35
3,ordering,"or,dering",zeroe_noise,1,typo,ordering,35
4,speaks,spaks,zeroe_noise,1,typo,speaks,35
0,balance,balace,zeroe_typo,1,typo,balance,36
1,reproduce,repr;duce,zeroe_typo,1,typo,reduce,36
2,setup,setu-,zeroe_typo,1,typo,setup,36
3,purpose,puropose,anthro_typo,1,typo,purpose,36
4,roommate,romaThe,anthro_typo,1,typo,romantic,36
0,featuring,eaturing,zeroe_noise,1,typo,featuring,37
1,highlights,hhlgigtihs,zeroe_noise,1,typo,highlights,37
2,continent,!con.tinent,zeroe_noise,1,typo,continent,37
3,global,Gobal,zeroe_typo,1,typo,global,37
4,scan,scen,anthro_typo,1,typo,scene,37
0,directive,directpipeline,anthro_typo,1,typo,pipeline,38
1,cliché,cl[iché,zeroe_noise,1,typo,cliché,38
2,cells,cel[ls,zeroe_noise,1,typo,cells,38
3,whiskey,whyskey,zeroe_typo,1,typo,whiskey,38
4,subscriber,subscgiber,zeroe_typo,1,typo,subscriber,38
0,steps,st(e)ps,zeroe_noise,1,typo,steps,39
1,opening,opoining,anthro_typo,1,typo,opening,39
2,oracle,orakele,anthro_typo,1,typo,oracle,39
3,menu,meNeu,anthro_typo,1,typo,meneu,39
4,jenny,Jnny,zeroe_typo,1,typo,Johnny,39
0,mate,mste,zeroe_typo,1,typo,must,40
1,attending,attenting,anthro_typo,1,typo,attending,40
2,mystery,msrytey,zeroe_noise,1,typo,mysterious,40
3,placement,pnmaceelt,zeroe_noise,1,typo,phenomenal,40
4,cancelled,camcelled,anthro_typo,1,typo,canceled,40
0,bikes,bikec,zeroe_typo,1,typo,bike,41
1,conditioning,conditionin,zeroe_noise,1,typo,conditioning,41
2,croats,Croatus,anthro_typo,1,typo,Croatia,41
3,population,:p%op)u:l+atio}n,zeroe_noise,1,typo,population,41
4,unique,unic,zeroe_typo,1,typo,unique,41
0,killer,kllier,zeroe_noise,1,typo,killer,42
1,tobacco,tcoacbo,zeroe_noise,1,typo,taco,42
2,mutually,mututally,zeroe_typo,1,typo,mutually,42
3,hungarian,hungaroab,zeroe_typo,1,typo,Hungarian,42
4,tankōbon,takōbon,zeroe_noise,1,typo,Tokyo,42
0,delaware,delawere,anthro_typo,1,typo,Delaware,43
1,thirty,}thir'ty,zeroe_noise,1,typo,thirty,43
2,friendly,flnriedy,zeroe_noise,1,typo,flurry,43
3,exterior,exterieur,anthro_typo,1,typo,exterior,43
4,jewellery,jewellery,anthro_typo,1,typo,jewelry,43
0,wednesday,Wedenesday,anthro_typo,1,typo,Wednesday,44
1,viewpicture,viewicture,zeroe_noise,1,typo,viewpoint,44
2,livecam,lvaiecm,zeroe_noise,1,typo,lavish,44
3,approach,approuch,zeroe_typo,1,typo,approach,44
4,organisation,organ9sagion,zeroe_typo,1,typo,organization,44
0,heel,hekel,anthro_typo,1,typo,heckle,45
1,enemies,ennemies,zeroe_typo,1,typo,enemies,45
2,header,"]hea""der",zeroe_noise,1,typo,header,45
3,portal,ortal,zeroe_noise,1,typo,ortal,45
4,pricing,pincirg,zeroe_noise,1,typo,pinching,45
0,maintaining,maintening,anthro_typo,1,typo,maintaining,46
1,located,Lacated,zeroe_typo,1,typo,located,46
2,bridges,briges,zeroe_noise,1,typo,bridges,46
3,scholarship,scolarship,anthro_typo,1,typo,scholarship,46
4,others,otheres,zeroe_typo,1,typo,others,46
0,duke,duse,anthro_typo,1,typo,use,47
1,arctic,ArIsTiC,anthro_typo,1,typo,arctic,47
2,treated,treatet,zeroe_typo,1,typo,treated,47
3,irrigation,iriitagron,zeroe_noise,1,typo,irrigation,47
4,zdnet,zd)ne't,zeroe_noise,1,typo,zoned,47
0,antiques,antiquies,zeroe_typo,1,typo,antiques,48
1,clinic,clinnic,zeroe_typo,1,typo,clinic,48
2,mixture,micture,anthro_typo,1,typo,mixture,48
3,writings,writtings,zeroe_typo,1,typo,writings,48
4,stick,scitk,zeroe_noise,1,typo,stick,48
0,cornell,cornwall,anthro_typo,1,typo,Cornwall,49
1,economy,ecomomy,anthro_typo,1,typo,economy,49
2,lindsay,LINDSEY,anthro_typo,1,typo,Lindsey,49
3,artwork,artarak,anthro_typo,1,typo,artifact,49
4,katrina,")katr*i,n^a",zeroe_noise,1,typo,Katrina,49
0,hdtv,hdt$v,zeroe_noise,1,typo,had to,50
1,garcia,garcha,anthro_typo,1,typo,garage,50
2,quotations,Quatations,anthro_typo,1,typo,quotations,50
3,flow,f.ow,zeroe_typo,1,typo,flow,50
4,atomic,atonic,anthro_typo,1,typo,atonic,50
0,logitech,Lostech,anthro_typo,1,typo,technology,51
1,climbing,climbimg,anthro_typo,1,typo,climbing,51
2,desert,Descreet,anthro_typo,1,typo,discreet,51
3,spring,sprong,anthro_typo,1,typo,spring,51
4,cincinnati,cincinatti,anthro_typo,1,typo,Cincinnati,51
0,missouri,issouri,zeroe_noise,1,typo,Missouri,52
1,parks,Parris,anthro_typo,1,typo,Paris,52
2,bill,biel,anthro_typo,1,typo,beil,52
3,streams,strfams,zeroe_typo,1,typo,streams,52
4,interval,iterval,zeroe_noise,1,typo,interval,52
0,peoples,pe|opl*es,zeroe_noise,1,typo,people,53
1,secure,seruce,zeroe_noise,1,typo,service,53
2,repository,re;ositorg,zeroe_typo,1,typo,repository,53
3,taxi,texi,zeroe_typo,1,typo,text,53
4,persecuted,persecjfed,zeroe_typo,1,typo,persecuted,53
0,nepal,nepol,anthro_typo,1,typo,nepal,54
1,cleveland,cleealnvd,zeroe_noise,1,typo,cleaned,54
2,loans,lOMS,anthro_typo,1,typo,LOMS,54
3,isbn,ibsn,zeroe_noise,1,typo,ISBN,54
4,deutsche,Deutch,zeroe_typo,1,typo,Deutsch,54
0,scheduled,schedulewed,anthro_typo,1,typo,scheduled,55
1,secret,secrtet,zeroe_typo,1,typo,secret,55
2,conf,cnf,zeroe_noise,1,typo,conf,55
3,usps,upss,zeroe_noise,1,typo,ups,55
4,stops,stopis,anthro_typo,1,typo,stops,55
0,slightly,sligtly,anthro_typo,1,typo,slightly,56
1,gnome,gnome,anthro_typo,1,typo,gnome,56
2,david,diavd,zeroe_noise,1,typo,divide,56
3,self,sefl,zeroe_typo,1,typo,self,56
4,imagination,iimiatngaon,zeroe_noise,1,typo,imagination,56
0,minority,mihority,zeroe_typo,1,typo,majority,57
1,crest,crost,anthro_typo,1,typo,cross,57
2,televisions,télévisions,zeroe_typo,1,typo,televisions,57
3,porter,[orter,zeroe_typo,1,typo,porter,57
4,appeals,aeplpas,zeroe_noise,1,typo,apples,57
0,corner,cornr,zeroe_noise,1,typo,corner,58
1,signatures,ignatures,zeroe_noise,1,typo,signatures,58
2,weapon,veapon,zeroe_typo,1,typo,weapon,58
3,defence,Devence,zeroe_typo,1,typo,defense,58
4,kinase,inase,zeroe_noise,1,typo,in case,58
0,sulfide,sulfise,zeroe_typo,1,typo,sulfide,59
1,café,cwfé,zeroe_typo,1,typo,coffee,59
2,sanford,Samford,anthro_typo,1,typo,Samford,59
3,input,imput,zeroe_typo,1,typo,impute,59
4,burns,buirns,anthro_typo,1,typo,burns,59
0,podcast,podcasg,zeroe_typo,1,typo,podcast,60
1,latinas,LATINUS,anthro_typo,1,typo,Latinus,60
2,throughout,throughIt,anthro_typo,1,typo,throughout,60
3,homes,h9mrs,zeroe_typo,1,typo,homers,60
4,platinum,Platinuim,anthro_typo,1,typo,platinum,60
0,year,yeer,anthro_typo,1,typo,year,61
1,laugh,laught,zeroe_typo,1,typo,laugh,61
2,evaluated,evalhated,zeroe_typo,1,typo,evaluated,61
3,responses,r|e$spons-es,zeroe_noise,1,typo,responses,61
4,associate,assosiate,zeroe_typo,1,typo,associate,61
0,databases,databawes,zeroe_typo,1,typo,databases,62
1,directed,eifecyed,zeroe_typo,1,typo,effected,62
2,printed,ptnerid,zeroe_noise,1,typo,partnered,62
3,sexuality,sexuaoity,zeroe_typo,1,typo,sexuality,62
4,servicemen,wergicekfh,zeroe_typo,1,typo,weighing,62
0,earrings,^e.ar&ri$ng~s,zeroe_noise,1,typo,earrings,63
1,driven,droven,zeroe_typo,1,typo,driven,63
2,church,chorych,anthro_typo,1,typo,choroid,63
3,municipality,munic>ipal^ity,zeroe_noise,2,typo,municipality,63
4,somewhere,srehmewoe,zeroe_noise,2,typo,shrewdly,63
0,highlights,highlightes,zeroe_typo,2,typo,highlights,64
1,speaks,skeaks,zeroe_typo,2,typo,squeaks,64
2,others,otherws,anthro_typo,2,typo,others,64
3,deutsche,deutche,anthro_typo,2,typo,German,64
4,input,inbut,anthro_typo,2,typo,input,64
0,stick,bick,zeroe_typo,2,typo,pick,65
1,killer,kikler,zeroe_typo,2,typo,clicker,65
2,postal,p!o?stal,zeroe_noise,2,typo,postal,65
3,ordering,ord3ring,zeroe_typo,2,typo,ordering,65
4,cdna,cnda,zeroe_noise,2,typo,conda,65
0,café,café,anthro_typo,2,typo,coffee,66
1,secret,secreat,anthro_typo,2,typo,secret,66
2,inherited,inheritd,zeroe_noise,2,typo,inherited,66
3,imagination,imagetion,zeroe_typo,2,typo,imagination,66
4,kingston,kinston,zeroe_noise,2,typo,Kingston,66
0,server,se+rv*e!r,zeroe_noise,2,typo,server,67
1,loaded,Loudodd,anthro_typo,2,typo,loud,67
2,mystery,mysterie,zeroe_typo,2,typo,mysterious,67
3,antiques,antiguos,anthro_typo,2,typo,antique,67
4,ferry,fe&rry,zeroe_noise,2,typo,ferry,67
0,located,LOSTed,anthro_typo,2,typo,lost,68
1,tankōbon,tankōbon,zeroe_typo,2,typo,tankobon,68
2,sexuality,secuality,anthro_typo,2,typo,sexuality,68
3,printed,printe,zeroe_typo,2,typo,print,68
4,approach,approuch,anthro_typo,2,typo,approach,68
0,taxi,taki,anthro_typo,2,typo,take,69
1,corner,corter,zeroe_typo,2,typo,coroner,69
2,cliché,coifhé,zeroe_typo,2,typo,coiffure,69
3,katrina,Katarina,zeroe_typo,2,typo,Katrina,69
4,steps,stepls,zeroe_typo,2,typo,steps,69
0,self,Seewolf,anthro_typo,2,typo,Sea Wolf,70
1,strict,stric.t,zeroe_noise,2,typo,strict,70
2,blackberry,backberry,zeroe_noise,2,typo,blackberry,70
3,examples,xamples,zeroe_noise,2,typo,examples,70
4,evaluated,evoluated,anthro_typo,2,typo,evolved,70
0,conf,vonf,zeroe_typo,2,typo,von,71
1,unique,unoque,anthro_typo,2,typo,unique,71
2,rocks,rockx,zeroe_typo,2,typo,rocks,71
3,ware,wre,zeroe_noise,2,typo,were,71
4,hungarian,Hungern,anthro_typo,2,typo,Hunger,71
0,irrigation,irrigarion,zeroe_typo,2,typo,irrigation,72
1,grâce,grâe,zeroe_noise,2,typo,gray,72
2,writings,Writtens,anthro_typo,2,typo,written,72
3,livecam,livecxm,zeroe_typo,2,typo,livecam,72
4,jenny,Jeany,anthro_typo,2,typo,Jane,72
0,earrings,earings,zeroe_typo,2,typo,earrings,73
1,typical,&ty\pical,zeroe_noise,2,typo,typical,73
2,appeals,appeala,zeroe_typo,2,typo,appeal,73
3,draws,_draws,zeroe_noise,2,typo,draws,73
4,reproduce,reproducable,anthro_typo,2,typo,reproducible,73
0,whiskey,Whiney,anthro_typo,2,typo,whiny,74
1,bikes,bises,anthro_typo,2,typo,biceps,74
2,minority,minoirty,anthro_typo,2,typo,minority,74
3,published,pubished,zeroe_typo,2,typo,published,74
4,hdtv,hrtv,zeroe_typo,2,typo,hrtv,74
0,cleveland,clegeland,zeroe_typo,2,typo,cleveland,75
1,televisions,Televisiones,anthro_typo,2,typo,televisions,75
2,subscriber,SUBCRIBER,anthro_typo,2,typo,subscriber,75
3,associate,assuste,anthro_typo,2,typo,astute,75
4,playing,"p=l`a=y&i,n-g",zeroe_noise,2,typo,,75
0,servicemen,Servisin,anthro_typo,2,typo,service,76
1,peoples,peeples,zeroe_typo,2,typo,people,76
2,kinase,jinase,zeroe_typo,2,typo,jasmine,76
3,relate,raltee,zeroe_noise,2,typo,reality,76
4,encryption,encryptin,zeroe_noise,2,typo,encryption,76
0,usps,uzps,zeroe_typo,2,typo,ups,77
1,university,un.iv?e?rsity,zeroe_noise,2,typo,university,77
2,header,headfr,zeroe_typo,2,typo,headphone,77
3,repository,repositiry,anthro_typo,2,typo,repository,77
4,driven,drivein,anthro_typo,2,typo,drive-in,77
0,treated,trodded,anthro_typo,2,typo,trodden,78
1,sterling,sterlinv,zeroe_typo,2,typo,sterling,78
2,viewpicture,biewpictire,zeroe_typo,2,typo,view picture,78
3,homes,houes,anthro_typo,2,typo,houses,78
4,directed,Direct3D,anthro_typo,2,typo,Direct3D,78
0,latex,la6ex,zeroe_typo,2,typo,lax,79
1,clinic,clinic,anthro_typo,2,typo,clinic,79
2,enemies,enimes,anthro_typo,2,typo,enemies,79
3,disposition,isposition,zeroe_noise,2,typo,disposition,79
4,sand,samd,anthro_typo,2,typo,sand,79
0,mate,mathe,anthro_typo,2,typo,math,80
1,conditioning,condicioning,zeroe_typo,2,typo,conditioning,80
2,sulfide,Sulphide,anthro_typo,2,typo,sulfide,80
3,participate,piitptaacre,zeroe_noise,2,typo,pituitary,80
4,surprised,surpris:ed,zeroe_noise,2,typo,surprised,80
0,secure,mecure,zeroe_typo,2,typo,secure,81
1,responses,res;kmses,zeroe_typo,2,typo,reserves,81
2,laugh,laigh,anthro_typo,2,typo,lay,81
3,society,siectoy,zeroe_noise,2,typo,section,81
4,iowa,jowa,zeroe_typo,2,typo,jowls,81
0,merely,mere(ly,zeroe_noise,2,typo,merely,82
1,placement,plasment,zeroe_typo,2,typo,placement,82
2,databases,databosses,anthro_typo,2,typo,data bosses,82
3,boss,bos,zeroe_typo,2,typo,boss,82
4,mutually,Muttley,anthro_typo,2,typo,Muttley,82
0,speak,sapek,zeroe_noise,2,typo,speak,83
1,galleries,galleris,zeroe_noise,2,typo,galleries,83
2,jamaica,jmaacia,zeroe_noise,2,typo,jamacia,83
3,modified,mod}if)ied,zeroe_noise,2,typo,modified,83
4,boots,bodas,anthro_typo,2,typo,bodas,83
0,hidden,hijyen,anthro_typo,2,typo,hygienic,84
1,needle,eedle,zeroe_noise,2,typo,needle,84
2,nasty,nast,zeroe_noise,2,typo,nasty,84
3,friendly,friendlly,zeroe_typo,2,typo,friendly,84
4,called,~c!a{ll~ed,zeroe_noise,2,typo,called,84
0,fielded,^fi)elded,zeroe_noise,2,typo,fielded,85
1,minnesota,mosennita,zeroe_noise,2,typo,mossennita,85
2,generous,gnerous,zeroe_noise,2,typo,generous,85
3,missouri,misskuri,zeroe_typo,2,typo,missouri,85
4,balance,balanse,anthro_typo,2,typo,balance,85
0,shelter,shelt&er,zeroe_noise,2,typo,shelter,86
1,portal,podtal,zeroe_typo,2,typo,portal,86
2,continent,contiment,zeroe_typo,2,typo,contentment,86
3,whilst,~whi<l+s%t,zeroe_noise,2,typo,whilst,86
4,somewhat,seowmhat,zeroe_noise,2,typo,somewhat,86
0,jill,jil,zeroe_noise,2,typo,jail,87
1,tobacco,tobavco,zeroe_typo,2,typo,tobacco,87
2,organisation,orginazation,anthro_typo,2,typo,organization,87
3,pricing,pr8cibg,zeroe_typo,2,typo,prohibiting,87
4,wellington,wglnlioetn,zeroe_noise,2,typo,willingly,87
0,humanity,"$hum""anity",zeroe_noise,2,typo,humanity,88
1,beam,baem,zeroe_noise,2,typo,beam,88
2,bridges,bridgs,zeroe_typo,2,typo,bridges,88
3,plumbing,[plum(b{i>ng,zeroe_noise,2,typo,plumbing,88
4,population,popolation,zeroe_typo,2,typo,population,88
0,rough,rugoh,zeroe_noise,2,typo,rough,89
1,interval,in6erval,zeroe_typo,2,typo,interval,89
2,handle,handl,zeroe_typo,2,typo,handle,89
3,podcast,podkast,anthro_typo,2,typo,podcast,89
4,signatures,sifnagures,zeroe_typo,2,typo,figures,89
0,venture,";ven$t?u^r""e",zeroe_noise,2,typo,eventually,90
1,weapon,weapin,anthro_typo,2,typo,weapon,90
2,publication,publicatoin,anthro_typo,2,typo,publication,90
3,global,Glibal,anthro_typo,2,typo,global,90
4,favor,Favour,anthro_typo,2,typo,favor,90
0,shelf,xhelf,zeroe_typo,2,typo,shelf,91
1,lincoln,linc$ol%n,zeroe_noise,2,typo,Lincoln,91
2,graham,gaharm,zeroe_noise,2,typo,harm,91
3,zdnet,svnef,zeroe_typo,2,typo,sniff,91
4,high,hgih,zeroe_noise,2,typo,high,91
0,tongue,to:n;gue,zeroe_noise,2,typo,tongue,92
1,defence,defince,anthro_typo,2,typo,defense,92
2,prototype,rototype,zeroe_noise,2,typo,prototype,92
3,thirty,Thidty,zeroe_typo,2,typo,thirty,92
4,trial,tr+i+a-l,zeroe_noise,2,typo,trial,92
0,work,wrok,zeroe_noise,2,typo,work,93
1,yield,]yi*el{d,zeroe_noise,2,typo,yield,93
2,cells,cellw,zeroe_typo,2,typo,cell,93
3,isbn,lxbn,zeroe_typo,2,typo,lux,93
4,david,Daivd,zeroe_typo,2,typo,David,93
0,flow,FluWow,anthro_typo,2,typo,flu,94
1,streams,Streems,anthro_typo,2,typo,streams,94
2,featuring,feathring,zeroe_typo,2,typo,feathering,94
3,porter,portar,anthro_typo,2,typo,porter,94
4,setup,setiap,anthro_typo,2,typo,every,94
0,telecom,teceolm,zeroe_noise,2,typo,technology,95
1,persecuted,persucted,anthro_typo,2,typo,persecuted,95
2,david,Davud,anthro_typo,3,typo,David,95
3,merely,merel6,zeroe_typo,3,typo,merely,95
4,ordering,orturing,anthro_typo,3,typo,touring,95
0,typical,tipical,zeroe_typo,3,typo,typical,96
