,clean,perturbed,source,group,class,predicted,batch
5,encryption,ǝnᴄɍyₚtion,dces,0,visual,encryption,3
6,conditioning,conditƚɛɓing,ices,0,visual,conditioning,3
7,printed,pѓiɾted,ices,0,visual,printed,3
8,society,ṣǫciȅty,dces,0,visual,society,3
9,bridges,bridgєs,ices,0,visual,bridges,3
10,humanity,ₕumaniţy,dces,0,visual,humanity,3
11,blackberry,bᶫaℂkbérɾȳ,dces,0,visual,blackberry,3
12,signatures,зΊgnätȢɦeɵ,ices,0,visual,signate,3
13,broadcasting,bṟoaďcaȿtinႽ,legit_extended,0,visual,broadcasting,3
14,greece,greece,legit_extended,0,visual,greece,3
15,high,hĩgh,dces,0,visual,high,3
16,disposition,diṥpošitіòn,dces,0,visual,disposition,3
17,occurring,oėcqńńiḩƴ,legit_extended,0,visual,oecqnnihy,3
18,corner,ɔɔñner,ices,0,visual,genus,3
19,generous,genĕɍoūṣ,dces,0,visual,genus,3
0,municipality,ₘuniƈïƥâľity,dces,0,visual,university,4
1,examples,examₚlǝs,dces,0,visual,examples,4
2,fitting,⥌ľttiῄg,legit_extended,0,visual,lifting,4
3,caribbean,cãґiիիεaῃ,legit_extended,0,visual,cagliari,4
4,sentence,ṩeṉṫЄṉ⊂e,legit_extended,0,visual,sentence,4
5,interval,їԻtebval,ices,0,visual,interval,4
6,viewpicture,vieœpïctune,ices,0,visual,videoption,4
7,limited,Іiஶĭted,legit_extended,0,visual,visited,4
8,deeply,deᏼpļy,legit_extended,0,visual,deploy,4
9,latex,lǎtex,ices,0,visual,latex,4
10,trial,ₜŕiaĺ,dces,0,visual,trial,4
11,parents,parents,legit_extended,0,visual,parents,4
12,spain,spain,legit_extended,0,visual,spain,4
13,killer,kɬǽleň,ices,0,visual,kremlin,4
14,thirty,tĥirty,ices,0,visual,thirty,4
15,irrigation,ırϧigatɪoɦ,ices,0,visual,investigation,4
16,david,daµid,ices,0,visual,david,4
17,livecam,livecam,ices,0,visual,livecam,4
18,university,univɝrsȉty,dces,0,visual,german,4
19,german,ģėrmaṅ,legit_extended,0,visual,german,4
0,rage,rage,legit_extended,0,visual,rage,5
1,plumbing,ₚlumbiñg,dces,0,visual,plumbing,5
2,usps,uspə,ices,0,visual,uspa,5
3,lincoln,lincöɭn,dces,0,visual,lincoln,5
4,surprised,surpriseđ,dces,0,visual,surprised,5
5,guestbook,ǥṳeṣẗþооḱ,legit_extended,0,visual,gestures,5
6,responses,řespօnses,ices,0,visual,droughts,5
7,authorized,ƌẉႵh០riჍeɸ,legit_extended,0,visual,somewhere,5
8,somewhere,soɯewȟere,dces,0,visual,somewhere,5
9,hdtv,hdſv,ices,0,visual,hdfv,5
10,surrey,surrey,legit_extended,0,visual,surrey,5
11,yield,ɏïe℔d,dces,0,visual,kingston,5
12,kingston,kiᴺℊₛtӫn,dces,0,visual,racks,5
13,rocks,ɍɐcks,ices,0,visual,racks,5
14,trustees,trusẛees,legit_extended,0,visual,trustees,5
15,steps,sҒeps,ices,0,visual,sceps,5
16,speaks,sпeaǅs,ices,0,visual,topics,5
17,topics,topIcs,legit_extended,0,visual,topics,5
18,tongue,ₜõngʉe,dces,0,visual,tongue,5
19,server,server,dces,0,visual,server,5
0,illustrated,⒈⟘⟘Ӌȿtᵝatᶱd,legit_extended,0,visual,standard,6
1,nail,nail,legit_extended,0,visual,nail,6
2,jill,jill,dces,0,visual,jill,6
3,neither,ňeiᶂƞӫȓ,legit_extended,0,visual,neighbor,6
4,pricing,ƞricing,ices,0,visual,pricing,6
5,ordering,orderƚng,ices,0,visual,ordering,6
6,handle,hɜndїe,ices,0,visual,handy,6
7,promoted,ƃᒦ൦Ո൦₶ed,legit_extended,0,visual,banned,6
8,corruption,ວ◧rເυḎⰉi◧n,legit_extended,0,visual,worldvision,6
9,speak,spȅak,dces,0,visual,speak,6
10,iowa,ioӝa,ices,0,visual,iowa,6
11,assets,assełs,legit_extended,0,visual,assets,6
12,work,worₖ,dces,0,visual,work,6
13,truth,tᛚuth,legit_extended,0,visual,truth,6
14,inherited,inₕȅɍitéd,dces,0,visual,indicted,6
15,postal,poₛtȁl,dces,0,visual,portal,6
16,telecom,tɇlecоₘ,dces,0,visual,telecom,6
17,addition,ɐƌdḷtḷОn,legit_extended,0,visual,adulthood,6
18,financing,fἸnອɿcἸng,legit_extended,0,visual,hardware,6
19,hardware,hardwǟre,legit_extended,0,visual,hardware,6
0,missouri,miɢƶoûrɫ,ices,0,visual,mirage,7
1,kinase,kinôsс,ices,0,visual,kinos,7
2,strict,ſtɾiͨt,dces,0,visual,street,7
3,recommend,ᴩecoɷɷend,legit_extended,0,visual,recommend,7
4,treat,trɛat,legit_extended,0,visual,treat,7
5,somewhat,sơmewɥaₜ,dces,0,visual,somewhere,7
6,rough,ɾouᵍh,dces,0,visual,rough,7
7,fielded,fielđed,dces,0,visual,fielded,7
8,jamaica,jaₘǟica,dces,0,visual,jamaica,7
9,findings,fiռdingᶊ,legit_extended,0,visual,findings,7
10,lies,lies,legit_extended,0,visual,facades,7
11,façades,⭱açades,legit_extended,0,visual,facades,7
12,imagination,imaԞination,ices,0,visual,imagination,7
13,merely,mereļy,dces,0,visual,merely,7
14,featuring,feǒτörinǧ,ices,0,visual,featuring,7
15,only,ᴑnlü,legit_extended,0,visual,ünlü,7
16,galleries,galleřies,dces,0,visual,galleries,7
17,grâce,gɽâce,dces,0,visual,grace,7
18,library,l℩ᲂƥáƥᔘ,legit_extended,0,visual,lithuania,7
19,cute,cutօ,legit_extended,0,visual,cut,7
0,typical,typiƨđí,ices,1,visual,typical,8
1,integrate,integȓåțe,dces,1,visual,integrate,8
2,urls,யr།s,legit_extended,1,visual,years,8
3,assets,asᵴetſ,dces,1,visual,assets,8
4,nail,naℑl,dces,1,visual,nail,8
5,ferry,ͳerπy,ices,1,visual,merry,8
6,merely,merƨly,ices,1,visual,merrily,8
7,cdna,cöna,ices,1,visual,cone,8
8,draws,drawė,ices,1,visual,draw,8
9,machinery,macդinery,legit_extended,1,visual,machinery,8
10,hardware,hardᷱaɍe,dces,1,visual,hardware,8
11,disposition,ǎiʛЦosition,ices,1,visual,voters,8
12,voters,votérŞ,legit_extended,1,visual,voters,8
13,crucial,cruciӕl,legit_extended,1,visual,crucial,8
14,lookup,loɢსdp,legit_extended,1,visual,logsdp,8
15,examples,ϲжamҏɫes,ices,1,visual,chambers,8
16,modules,modules,legit_extended,1,visual,modules,8
17,inner,Íɷɷeſ,legit_extended,1,visual,errors,8
18,postal,ȥɜsƫál,ices,1,visual,residual,8
19,helping,helpiǹg,legit_extended,1,visual,helping,8
0,having,havinᦧ,legit_extended,1,visual,having,9
1,telecom,ǳelecom,ices,1,visual,zellecom,9
2,confused,oὁṋțὺʂeu,legit_extended,1,visual,ombudsman,9
3,player,plჴyeɚ,legit_extended,1,visual,player,9
4,somewhat,scњeЖгat,ices,1,visual,schedule,9
5,protective,Ԛᲄo╉eⴢtive,legit_extended,1,visual,objective,9
6,guestbook,guᶓstbook,dces,1,visual,guestbook,9
7,participate,parƳɨoipate,ices,1,visual,participate,9
8,occurring,oĉcurring,dces,1,visual,occurring,9
9,whilst,wհīlsƤ,ices,1,visual,whiles,9
10,affects,àffects,legit_extended,1,visual,affects,9
11,dōjin,dōjǐn,dces,1,visual,doujin,9
12,illustrated,iļłᵘštrateɗ,dces,1,visual,illustrated,9
13,moderators,mödeɾaₜors,dces,1,visual,moderators,9
14,financing,㎌inₐncing,dces,1,visual,financing,9
15,neither,nэiₜhĕr,dces,1,visual,neither,9
16,predictions,predℑċtions,dces,1,visual,predictions,9
17,jamaica,ȷaʍaiԑa,ices,1,visual,jamaica,9
18,treat,třeɐt,dces,1,visual,treat,9
19,gravity,ʚřḂჄ≀≮⩄,legit_extended,1,visual,,9
0,harmful,ₕarmƒul,dces,1,visual,harmful,10
1,recommend,ȑecommèᶮd,dces,1,visual,recommend,10
2,sacramento,ӟʚԵra☮enⱦỏ,legit_extended,1,visual,ukrainian,10
3,venture,venճurο,ices,1,visual,venture,10
4,gamma,ḡຣmmຣ,legit_extended,1,visual,german,10
5,somewhere,soѨeփheȑб,ices,1,visual,sophie,10
6,greece,greecĕ,dces,1,visual,greek,10
7,yield,ӊǻɘ1d,ices,1,visual,andrew,10
8,work,wċrk,ices,1,visual,work,10
9,strict,strićſ,ices,1,visual,strict,10
10,wanting,wგຕɬiຕg,legit_extended,1,visual,watermelon,10
11,tomatoes,tomatòes,dces,1,visual,tomatoes,10
12,modified,modifieԀ,ices,1,visual,modified,10
13,equipment,eᥲuipmᏼnt,legit_extended,1,visual,equipment,10
14,nasty,nastɣ,ices,1,visual,nasty,10
15,beam,bօam,ices,1,visual,boom,10
16,promoted,prómoₜeđ,dces,1,visual,promoted,10
17,high,hıӎh,ices,1,visual,high,10
18,speeches,ᶢ᥆ёёc∩ёᶢ,legit_extended,1,visual,russian,10
19,patricia,pa⨍ricℹℊ,legit_extended,1,visual,paris,10
0,german,germӑn,dces,1,visual,german,11
1,papua,paṕua,legit_extended,1,visual,papua,11
2,continues,Ꮭ⩂nt⍸nƜᰀs,legit_extended,1,visual,latinamericans,11
3,authorized,authorizèd,dces,1,visual,authorized,11
4,rough,rcǖğh,ices,1,visual,right,11
5,river,ríveṅ,legit_extended,1,visual,river,11
6,standard,sſaήdard,legit_extended,1,visual,standard,11
7,encryption,ɞnċnɡption,ices,1,visual,conception,11
8,addition,addition,dces,1,visual,addition,11
9,trustees,tɾüsțĕeſ,dces,1,visual,trustees,11
10,skype,skyḅe,legit_extended,1,visual,skydive,11
11,smithsonian,smȋthsoᶇiaᶇ,legit_extended,1,visual,smithsonian,11
12,prototype,prcճotype,ices,1,visual,prototype,11
13,recognize,řθ०Ըg♄ize,legit_extended,1,visual,recognize,11
14,stayed,staŋe⩍,legit_extended,1,visual,strange,11
15,associations,aƼsociations,legit_extended,1,visual,associations,11
16,transmit,tṟans໗it,legit_extended,1,visual,transit,11
17,plumbing,pӏuփсinȵ,ices,1,visual,pollution,11
18,then,ḟhen,legit_extended,1,visual,,11
19,wellington,ӝeɨlinNǂŏʀ,ices,1,visual,,11
0,affiliate,aⱦⱦ↥l↥ate,legit_extended,1,visual,graduate,12
1,parents,ₚareņts,dces,1,visual,parents,12
2,university,universİty,ices,1,visual,university,12
3,topics,töpiͨs,dces,1,visual,topics,12
4,blended,bỉended,legit_extended,1,visual,bent,12
5,border,border,legit_extended,1,visual,border,12
6,immigrants,༐mmigraɲⵜs,legit_extended,1,visual,immigrants,12
7,fielded,քƚelȧeȫ,ices,1,visual,kettlebell,12
8,galleries,ɡallɵrieɐ,ices,1,visual,galleries,12
9,broadcasting,brǭadcasting,dces,1,visual,broadcasting,12
10,remind,reɯiňd,dces,1,visual,rewind,12
11,deer,đeeʶ,dces,1,visual,lies,12
12,instruments,ᶖnstr∪mᶒnƫs,legit_extended,1,visual,instruments,12
13,tongue,ǆonƹûë,ices,1,visual,journey,12
14,limits,limïŧs,dces,1,visual,limits,12
15,thru,ṭhru,legit_extended,1,visual,through,12
16,lies,lìes,dces,1,visual,corruption,12
17,corruption,coɾrុptℑôn,dces,1,visual,corruption,12
18,nursing,nՍᶯᏚıņⲂ,legit_extended,1,visual,russian,12
19,blackberry,ԑɫackɵέѓry,ices,1,visual,blackery,12
0,minnesota,minneáʚϯa,ices,1,visual,minnesota,13
1,graham,græham,ices,1,visual,graham,13
2,library,ŀibɍₐry,dces,1,visual,library,13
3,insider,iɴsìder,dces,1,visual,insider,13
4,update,ⵡpῸatẽ,legit_extended,1,visual,water,13
5,caribbean,caɽìƃᵇᴈǎń,dces,1,visual,caribbean,13
6,broke,brokɐ,legit_extended,1,visual,broke,13
7,needle,ʀeea;c,ices,1,visual,reach,13
8,chick,chἸcʞ,legit_extended,1,visual,chick,13
9,speak,speäk,ices,1,visual,speak,13
10,playing,piӫying,ices,1,visual,society,13
11,society,sõoîety,ices,1,visual,society,13
12,lamb,lSmb,legit_extended,1,visual,lsmb,13
13,trusts,trưₛts,dces,1,visual,trouts,13
14,retro,ɍetŕo,dces,1,visual,retro,13
15,trial,triul,ices,1,visual,trial,13
16,lincoln,lįncօlb,ices,1,visual,lincoln,13
17,surrey,ₛurrey,dces,1,visual,surrey,13
18,relate,reїɢɩe,ices,1,visual,regie,13
19,registrar,ṟegᶖȿtrar,legit_extended,1,visual,registrar,13
0,ware,ѡarë,ices,1,visual,aware,14
1,genres,Ⲃenᶯes,legit_extended,1,visual,parents,14
2,inherited,iɵńɛÞɨʈed,ices,1,visual,intended,14
3,innovation,IbnoᇴẫtIõn,legit_extended,1,visual,Ibnominatin,14
4,only,oⁿˡy,dces,1,visual,only,14
5,humanity,humaƽĺtȦ,ices,1,visual,humanitarian,14
6,guest,güest,dces,1,visual,guest,14
7,zoloft,zǫlṏfₜ,dces,1,visual,zolfo,14
8,privacy,privacƴ,dces,1,visual,privacy,14
9,strain,stṙმin,legit_extended,1,visual,streaming,14
10,shelter,shelҼėr,ices,1,visual,shelter,14
11,rage,ʴāge,dces,1,visual,rage,14
12,called,caΊleo,ices,1,visual,caleido,14
13,findings,ᶂĩndɪnℊₛ,dces,1,visual,indians,14
14,kingston,Қİngstcn,ices,1,visual,Kingston,14
15,limited,lйmiţeđ,dces,1,visual,limited,14
16,generous,genercuɜ,ices,1,visual,generous,14
17,islands,islanɖs,legit_extended,1,visual,islands,14
18,sentence,sĕntence,dces,1,visual,sentence,14
19,spain,ₛpaɪn,dces,1,visual,pain,14
0,acre,a०re,legit_extended,1,visual,are,15
1,grâce,gгâcè,ices,1,visual,grace,15
2,swiss,swisˢ,dces,1,visual,swiss,15
3,password,ρassผorԀ,legit_extended,1,visual,passport,15
4,fitting,fitₜing,dces,1,visual,fitting,15
5,acute,acuťë,dces,1,visual,acute,15
6,server,зɞnveσ,ices,1,visual,savannah,15
7,superior,ƨupēɾŀoɾ,legit_extended,1,visual,superlor,15
8,surprised,sarqńiɛed,ices,1,visual,sarnies,15
9,hostel,հօsʈeı,legit_extended,1,visual,hostie,15
10,cream,Сrḙ⊟m,legit_extended,1,visual,cream,15
11,façades,㎌aℂádēs,dces,1,visual,cascades,15
12,jill,jìll,ices,1,visual,jil,15
13,cute,cute,dces,1,visual,municipalifc,15
14,municipality,municiǿalifҸ,ices,1,visual,municipalifc,15
15,deeply,deėplẏ,dces,1,visual,deeply,15
16,truth,truᴛh,dces,1,visual,truth,15
17,industries,iⁿdustries,dces,1,visual,industries,15
18,blvd,blvd,legit_extended,1,visual,blvd,15
19,guest,¼uëst,ices,2,visual,quest,15
0,meta,տȩťà,legit_extended,2,visual,tetta,16
1,parents,ȥanents,ices,2,visual,tenants,16
2,swiss,sψiss,ices,2,visual,swiss,16
3,findings,ʈƚhdìngǝ,ices,2,visual,thirding,16
4,affects,afḟéℂtş,dces,2,visual,affects,16
5,deeply,dюeϸly,ices,2,visual,duly,16
6,inner,inñer,dces,2,visual,inner,16
7,stayed,ₛₜayeđ,dces,2,visual,stayed,16
8,islands,iₛlanḓs,dces,2,visual,islands,16
9,bibliography,bibliԸgřaphy,legit_extended,2,visual,bibliography,16
10,nobody,пoboṗy,legit_extended,2,visual,pobopy,16
11,password,pâssworᵭ,dces,2,visual,password,16
12,genres,ℊènɾeſ,dces,2,visual,genres,16
13,primary,pr༐mӘry,legit_extended,2,visual,primary,16
14,valentine,vѐlentine,legit_extended,2,visual,valentine,16
15,guestbook,gůestboöƙ,ices,2,visual,guestbook,16
16,german,geґտaό,ices,2,visual,getta,16
17,illustrated,ilļustƀaŧed,ices,2,visual,illustrated,16
18,having,having,dces,2,visual,having,16
19,limited,ĺiώͽfʙd,ices,2,visual,lid,16
0,modules,ₘodułes,dces,2,visual,modules,17
1,caribbean,oaʙībbɐan,ices,2,visual,oabibban,17
2,blvd,bľvđ,dces,2,visual,blv,17
3,insider,ɪnsidʙn,ices,2,visual,inside,17
4,predictions,prєdictıons,ices,2,visual,predictions,17
5,blended,blénđed,dces,2,visual,blended,17
6,limits,lǏmŝſə,ices,2,visual,limsfa,17
7,industries,indʚətršeŝ,ices,2,visual,indians,17
8,spain,spaչn,ices,2,visual,spain,17
9,greece,gʀeece,ices,2,visual,greece,17
10,gravity,ǥrᵃvíty,dces,2,visual,gravity,17
11,affiliate,affiliɐte,dces,2,visual,affiliate,17
12,cute,eůte,ices,2,visual,eute,17
13,ambivalent,ąmᏩivѳⵊḂɲŧ,legit_extended,2,visual,amgvivobnt,17
14,surprise,surpr⍊sნ,legit_extended,2,visual,surprise,17
15,topics,tbpìcs,ices,2,visual,topics,17
16,registry,ƞeჽiԍᥣry,legit_extended,2,visual,negilirly,17
17,math,mℊtƞ,legit_extended,2,visual,mtn,17
18,treat,ƪreǎt,ices,2,visual,immigrants,17
19,immigrants,imɯigȓants,dces,2,visual,immigrants,17
0,equipment,ēquiᶈment,dces,2,visual,equipment,18
1,cellular,ỏeӀӀuӀar,legit_extended,2,visual,cellular,18
2,border,ḃordeɾ,dces,2,visual,border,18
3,cream,creaɱ,dces,2,visual,cream,18
4,drilling,dŗilling,legit_extended,2,visual,drilling,18
5,planned,planned,legit_extended,2,visual,planned,18
6,dōjin,bōjin,ices,2,visual,boson,18
7,façades,˅ɜçadзs,ices,2,visual,deserts,18
8,broadcasting,broaõcastɬnM,ices,2,visual,broadcast,18
9,referrals,rԑᵮԑႰႰ8ןƽ,legit_extended,2,visual,,18
10,neither,nʙìtŉer,ices,2,visual,netter,18
11,skype,sᵏype,dces,2,visual,skype,18
12,assets,äsɔets,ices,2,visual,assets,18
13,blank,nɬank,legit_extended,2,visual,tank,18
14,mirror,m℩rḥor,legit_extended,2,visual,martyr,18
15,healing,healȋng,legit_extended,2,visual,Serb,18
16,superb,ŞⳐƠerb,legit_extended,2,visual,Serb,18
17,scotia,šcoŧւa,legit_extended,2,visual,scotia,18
18,hostel,hostĕŀ,dces,2,visual,hostel,18
19,drinking,urinking,legit_extended,2,visual,drinking,18
0,memo,meᥖo,legit_extended,2,visual,memo,19
1,authorized,aυthońizƶd,ices,2,visual,authorized,19
2,queens,qƜeᰀns,legit_extended,2,visual,questions,19
3,truth,ʈπuɩh,ices,2,visual,truth,19
4,voyeurweb,ƳoฏeⳘrweο,legit_extended,2,visual,Yosemite,19
5,rage,ragƨ,ices,2,visual,rag,19
6,proof,proof,legit_extended,2,visual,proof,19
7,standard,standaɹd,dces,2,visual,standard,19
8,twisted,ƒwistěu,legit_extended,2,visual,wisteu,19
9,transmit,ţransᴟiₜ,dces,2,visual,transit,19
10,voters,voțers,dces,2,visual,voters,19
11,advised,ȃ໐ℭiṧe໐,legit_extended,2,visual,anxiety,19
12,corruption,corϧϋҏъıօɵ,ices,2,visual,correlation,19
13,occurring,ǒćcurrΊnĝ,ices,2,visual,occurring,19
14,lopez,lסƥ⍷ℤ,legit_extended,2,visual,lisps,19
15,continues,còƞținūeᶊ,dces,2,visual,continue,19
16,zoloft,zolōft,ices,2,visual,zoloft,19
17,strain,ᶊtrain,dces,2,visual,strain,19
18,crucial,ƈɼuͨial,dces,2,visual,crucial,19
19,wanting,wantĭnǧ,dces,2,visual,wanting,19
0,nail,naĭl,ices,2,visual,nail,20
1,addition,âͻditiɞм,ices,2,visual,addition,20
2,lange,Ịaṇgẹ,legit_extended,2,visual,nigeria,20
3,forward,f⩍ᶰỤՅᶰῄ,legit_extended,2,visual,filipino,20
4,privacy,pŕϫvacΗ,ices,2,visual,prescription,20
5,financing,firȧĥcing,ices,2,visual,fencing,20
6,invest,inveƨṭ,legit_extended,2,visual,invest,20
7,patricia,paͭɼicià,dces,2,visual,partition,20
8,retro,netro,ices,2,visual,netto,20
9,settle,ʂeႵႵl⫔,legit_extended,2,visual,sell,20
10,protective,prótectĩᵛe,dces,2,visual,software,20
11,hardware,Ւarūware,ices,2,visual,software,20
12,indexes,⥠nþ⊇x⊇s,legit_extended,2,visual,nexus,20
13,lamb,lamb,dces,2,visual,lamb,20
14,speeches,ₛpeecȟés,dces,2,visual,speeches,20
15,trusts,ǂrǚsϊs,ices,2,visual,russia,20
16,promoted,prόmoteâ,ices,2,visual,promote,20
17,possessing,possesՏіn↋,legit_extended,2,visual,possession,20
18,innovation,iñⁿȭ㏞åₜion,dces,2,visual,innovation,20
19,sink,sink,legit_extended,2,visual,sink,20
0,urls,urls,dces,2,visual,urls,21
1,continually,c□ըṱỈըպөƖƖ᪇,legit_extended,2,visual,cyrillic,21
2,acute,acutέ,ices,2,visual,acute,21
3,française,fran⋤aỉsɛ,legit_extended,2,visual,french,21
4,confused,ℂǫnfußed,dces,2,visual,confused,21
5,frame,ƫra๗ნ,legit_extended,2,visual,train,21
6,remind,rҕψIŕd,ices,2,visual,rid,21
7,curve,ourѴe,legit_extended,2,visual,our,21
8,world,worlȕ,legit_extended,2,visual,world,21
9,recommend,ĥecʛmmɵnǚ,ices,2,visual,life,21
10,lies,lïʙэ,ices,2,visual,life,21
11,tomatoes,ͳomɹtoƶэ,ices,2,visual,motorized,21
12,deer,aeer,ices,2,visual,air,21
13,surrey,ԍuɦreý,ices,2,visual,hurry,21
14,broke,bróke,dces,2,visual,broke,21
15,trustees,tԻusҨees,ices,2,visual,tuesday,21
16,moderators,տoӓerators,ices,2,visual,operators,21
17,reed,ᴹeeṗ,legit_extended,2,visual,me,21
18,market,ՊärⱩ⊆t,legit_extended,2,visual,part,21
19,registrar,reǧistrar,dces,2,visual,register,21
0,liable,liáblⲶ,legit_extended,2,visual,liable,22
1,associations,āſₛociationₛ,dces,2,visual,associations,22
2,then,ₜₕen,dces,2,visual,then,22
3,souls,ẟ⩍עlẟ,legit_extended,2,visual,shawl,22
4,addresses,ℊdᱢresses,legit_extended,2,visual,dresses,22
5,occupation,όօօūɒāfḯόή,legit_extended,2,visual,ὅπουδήποτε,22
6,wiltshire,wĮltsƞĮre,legit_extended,2,visual,wiltshire,22
7,swingers,swiņgḛrs,legit_extended,2,visual,swingers,22
8,sacramento,šacramȇnto,dces,2,visual,sacramento,22
9,only,or1Ͷ,ices,2,visual,or1,22
10,observation,obser۸atⲓoṙ,legit_extended,2,visual,observatory,22
11,machinery,mächinerƴ,dces,2,visual,machinery,22
12,library,lǐoræry,ices,2,visual,library,22
13,nursing,nūrsìng,dces,2,visual,nursing,22
14,smithsonian,sₘȉţhsoniaⁿ,dces,2,visual,smithsonian,22
15,strongly,strϙnᶃīҹ,legit_extended,2,visual,stringent,22
16,recognize,reℂӫgńize,dces,2,visual,recognize,22
17,sentence,sentɛnėƶ,ices,2,visual,sentence,22
18,integrate,inteƘĥate,ices,2,visual,chick,22
19,chick,chicᵏ,dces,2,visual,chick,22
0,helping,helping,dces,2,visual,helping,23
1,harmful,ՒarmͲύl,ices,2,visual,armful,23
2,gamma,ℊammȁ,dces,2,visual,grandma,23
3,lookup,looᴋup,dces,2,visual,lookup,23
4,interim,ḯήfeгiⱷ,legit_extended,2,visual,intergovernmental,23
5,acre,acre,dces,2,visual,quarterback,23
6,psychiatry,qჽ᪇chiөṱr᪇,legit_extended,2,visual,quarterback,23
7,papua,paₚuä,dces,2,visual,paula,23
8,kept,kɘ⍴t,legit_extended,2,visual,kent,23
9,superior,suᶈeʵior,dces,2,visual,superior,23
10,senior,зөniȯr,legit_extended,2,visual,senior,23
11,thru,ᴛhɼu,dces,2,visual,thru,23
12,player,plaýer,dces,2,visual,player,23
13,commons,Comᲅons,legit_extended,2,visual,commons,23
14,river,rivᴈr,dces,2,visual,river,23
15,update,update,dces,2,visual,update,23
16,fitting,fittiĥӄ,ices,2,visual,fittich,23
17,instruments,instʵũᴍĕņtſ,dces,2,visual,instruments,23
18,experiments,e≠perimeṉts,legit_extended,3,visual,experiments,23
19,jelsoft,າélᶊόǂt,legit_extended,3,visual,,23
0,continually,ℂontinᵤallý,dces,3,visual,continuously,24
1,stayed,stäyed,ices,3,visual,stayed,24
2,memo,㎛emø,dces,3,visual,meme,24
3,atom,ອtom,legit_extended,3,visual,atom,24
4,instruments,ÏǹsťѓuʀenϮơ,ices,3,visual,institution,24
5,const,const,legit_extended,3,visual,constant,24
