,clean,perturbed,source,group,class,predicted,batch
12,tomatoes,ᆣɒᚣѲtɒӕᎦ,legit_extended,0,visual,toronto,2
13,cleveland,cleveɨanɺ,ices,0,visual,cleaveland,2
14,conf,ooňf,ices,0,visual,onuf,2
15,inner,Iner,zeroe_phonetic,0,phonetic,inert,2
16,murder,MURDERRRRRR,anthro_phonetic,0,phonetic,murder,2
17,maintaining,mantain,zeroe_typo,0,typo,maintain,2
18,berkeley,berkley,anthro_phonetic,0,phonetic,berkeley,2
19,having,having,zeroe_phonetic,0,phonetic,having,2
0,nostalgic,NOSTALGIC,anthro_phonetic,0,phonetic,nostalgic,3
1,anyway,anyway,repeated,0,,anyway,3
2,joshua,josyua,zeroe_typo,0,typo,joshua,3
3,privacy,privacẏ,legit_extended,0,visual,privacy,3
4,highlights,rŀgƞligѓts,ices,0,visual,regulations,3
5,portal,pбԑtal,ices,0,visual,portal,3
6,threatening,threatining,anthro_typo,0,typo,threatening,3
7,password,passwored',zeroe_phonetic,0,phonetic,passworded,3
8,freeware,freeWhere,anthro_typo,0,typo,freeware,3
9,border,border',zeroe_phonetic,0,phonetic,border,3
10,taste,taiste,anthro_typo,0,typo,taste,3
11,decide,deicide,anthro_typo,0,typo,deicide,3
12,speeches,speechis,zeroe_phonetic,0,phonetic,speeches,3
13,flow,flo,zeroe_noise,0,typo,flo,3
14,streams,strems,zeroe_noise,0,typo,streams,3
15,nobody,nobady,phonee,0,phonetic,nobody,3
16,venezuela,VENEZUELA,anthro_phonetic,0,phonetic,venezuela,3
17,crest,ftest,zeroe_typo,0,typo,test,3
18,vera,vera,repeated,0,,vera,3
19,associations,association'sm,zeroe_phonetic,0,phonetic,association's,3
0,river,rivere,zeroe_phonetic,0,phonetic,river,4
1,expressed,Expressed,anthro_phonetic,0,phonetic,express,4
2,islands,islandn's',zeroe_phonetic,0,phonetic,island,4
3,balance,b!a{lance,zeroe_noise,0,typo,balance,4
4,stick,sƭiέk,ices,0,visual,stick,4
5,patricia,patrissia,zeroe_phonetic,0,phonetic,patrisia,4
6,reed,red,phonee,0,phonetic,red,4
7,apollo,apollo,anthro_phonetic,0,phonetic,apollo,4
8,minnesota,minnesota,dces,0,visual,minnesota,4
9,interim,inttrim,phonee,0,phonetic,interim,4
10,whiskey,whisky,zeroe_noise,0,typo,whisky,4
11,nail,nail,legit_extended,0,visual,nail,4
12,scenic,svenic,zeroe_typo,0,typo,sven,4
13,venture,venturè,dces,0,visual,venture,4
14,brain,nrain,zeroe_typo,0,typo,rain,4
15,blues,blueIs,anthro_typo,0,typo,blue,4
16,walter,walter,anthro_phonetic,0,phonetic,walter,4
17,mexico,Messico,anthro_typo,0,typo,mexico,4
18,beam,bèam,dces,0,visual,beam,4
19,surprise,ssurpperise,phonee,0,phonetic,surprise,4
0,sulfide,sldifue,zeroe_noise,0,typo,sulfide,5
1,proof,pproof,phonee,0,phonetic,proof,5
2,registrar,registerer,zeroe_phonetic,0,phonetic,register,5
3,referrals,reefferrals,phonee,0,phonetic,referrals,5
4,staffing,stabiing,anthro_typo,0,typo,stabilizing,5
5,playing,playìng,dces,0,visual,playing,5
6,deer,ȡɐeɽ,legit_extended,0,visual,dealer,5
7,laugh,l?augh,zeroe_noise,0,typo,laugh,5
8,modified,moɖïfīӭd,dces,0,visual,modified,5
9,senior,seniorr,phonee,0,phonetic,senior,5
10,rendered,Rendered,anthro_phonetic,0,phonetic,rendered,5
11,swiss,ѕwiss,legit_extended,0,visual,swiss,5
12,shelter,şɦelťeȓ,dces,0,visual,shelter,5
13,market,markett,phonee,0,phonetic,market,5
14,stops,stopes,zeroe_typo,0,typo,stops,5
15,ferry,㎌eɼry,dces,0,visual,pottery,5
16,industries,indųstrie⫉,legit_extended,0,visual,industries,5
17,nebraska,nebraska,anthro_phonetic,0,phonetic,nebraska,5
18,modules,moduless,zeroe_phonetic,0,phonetic,modules,5
19,guest,guѐفt,legit_extended,0,visual,gift,5
0,update,upmate,zeroe_phonetic,0,phonetic,mate,6
1,platinum,[lxtinhm,zeroe_typo,0,typo,lxtinhm,6
2,guard,guard,anthro_typo,0,typo,guard,6
3,previews,PREVIEWS,anthro_phonetic,0,phonetic,previews,6
4,antiques,an)t^i+qu$es,zeroe_noise,0,typo,antiques,6
5,televisions,televisios,zeroe_noise,0,typo,televisions,6
6,persecuted,pertucseed,zeroe_noise,0,typo,perturbed,6
7,wellington,weƚlington,dces,0,visual,wellington,6
8,podcast,podast,zeroe_noise,0,typo,podcast,6
9,blvd,clibbedn,zeroe_phonetic,0,phonetic,clipped,6
10,rapid,rapid,repeated,0,,rapid,6
11,shelf,зhelf,ices,0,visual,shelf,6
12,nepal,ne[al,zeroe_typo,0,typo,neal,6
13,insider,iիsíօɘr,legit_extended,0,visual,isidore,6
14,anthony,ANTHONY,anthro_phonetic,0,phonetic,aNTHONY,6
15,allied,allied,repeated,0,,allied,6
16,française,française,phonee,0,phonetic,française,6
17,driven,drievn,zeroe_noise,0,typo,driven,6
18,harmful,harmẝϋɫ,legit_extended,0,visual,harmful,6
19,observation,obsarvatient,phonee,0,phonetic,observational,6
0,planned,planed,phonee,0,phonetic,planned,7
1,servicemen,scemveiern,zeroe_noise,0,typo,scemevenir,7
2,relate,re⅂atē,dces,0,visual,relate,7
3,population,pօɼϋlation,ices,0,visual,population,7
4,webster,webster,repeated,0,,webster,7
5,blank,blahnk,phonee,0,phonetic,blank,7
6,dōjin,dōjiẖ,legit_extended,0,visual,doji,7
7,reproduce,reprouce,zeroe_noise,0,typo,reproduce,7
8,wiltshire,whildtshire,phonee,0,phonetic,wiltshire,7
9,headquarters,headquartyers,anthro_phonetic,0,phonetic,headquarters,7
10,footwear,Footwear,anthro_phonetic,0,phonetic,footwear,7
11,secure,sпcure,ices,0,visual,secure,7
12,acute,acutʙ,legit_extended,0,visual,acute,7
13,increasingly,increasingly,repeated,0,,increasingly,7
14,lookup,lookup',zeroe_phonetic,0,phonetic,lookup,7
15,katrina,Ǆӭtrïεɘ,ices,0,visual,appeal,7
16,appeals,apþɘalé,ices,0,visual,appeal,7
17,cancelled,fancwl.ed,zeroe_typo,0,typo,fanciful,7
18,isbn,isԑn,ices,0,visual,isin,7
19,hearing,Hearung,anthro_typo,0,typo,hearing,7
0,dealing,deuling,anthro_typo,0,typo,dueling,8
1,depending,defendimg,anthro_typo,0,typo,defending,8
2,broke,broket,zeroe_phonetic,0,phonetic,broker,8
3,felt,feldt,anthro_typo,0,typo,felt,8
4,penalties,penalitys,anthro_typo,0,typo,penalties,8
5,published,дubliʚhêd,ices,0,visual,duplicated,8
6,referral,referrel,anthro_typo,0,typo,referral,8
7,cream,craim,zeroe_phonetic,0,phonetic,crime,8
8,suggest,suggest,repeated,0,,suggest,8
9,parts,parts,repeated,0,,parts,8
10,jelsoft,jelsoft,anthro_phonetic,0,phonetic,jelsoft,8
11,chick,chickch'sn,zeroe_phonetic,0,phonetic,chicken,8
12,influence,influence,repeated,0,,influence,8
13,whilst,whilsₜ,dces,0,visual,while,8
14,pregnant,pregnant,repeated,0,,draws,8
15,draws,dɾᵃŵˢ,dces,0,visual,draws,8
16,addresses,agddreesses,phonee,0,phonetic,addresses,8
17,valentine,valenntyne,phonee,0,phonetic,valentine,8
18,deutsche,deutsce,zeroe_noise,0,typo,deutsche,8
19,threshold,thresold,anthro_typo,0,typo,threshold,8
0,silk,silk,anthro_typo,0,typo,silk,9
1,graham,gŕaham,dces,0,visual,graham,9
2,structures,Structures,anthro_phonetic,0,phonetic,structures,9
3,courts,courts,anthro_phonetic,0,phonetic,courts,9
4,delivered,Delievered,anthro_phonetic,0,phonetic,delivered,9
5,cliché,cɫǻché,ices,0,visual,cache,9
6,loan,Lowen,anthro_typo,0,typo,lowen,9
7,sacramento,sacarment,zeroe_phonetic,0,phonetic,sacrament,9
8,affiliate,affiliatet,zeroe_phonetic,0,phonetic,affiliate,9
9,guide,guite,anthro_typo,0,typo,quite,9
10,step,Steep,anthro_phonetic,0,phonetic,steep,9
11,retro,retro,legit_extended,0,visual,retro,9
12,superior,superiar,zeroe_phonetic,0,phonetic,superior,9
13,duke,d8ke,zeroe_typo,0,typo,duke,9
14,treated,ttraeed,zeroe_noise,0,typo,trade,9
15,would,worldd,anthro_typo,0,typo,world,9
16,affects,affexeds,zeroe_phonetic,0,phonetic,affected,9
17,growing,Growing,anthro_phonetic,0,phonetic,growing,9
18,genres,Zenger'st,zeroe_phonetic,0,phonetic,Zenger's,9
19,trusts,truⱾts,legit_extended,0,visual,trouts,9
0,cave,cAvE,anthro_phonetic,0,phonetic,cave,10
1,continent,contIʀɛŕҼ,ices,0,visual,continue,10
2,zoloft,งʘΙoft,legit_extended,0,visual,google,10
3,lover,lover,repeated,0,,love,10
4,abroad,abroud,anthro_typo,0,typo,abroad,10
5,exterior,extsripr,zeroe_typo,0,typo,extract,10
6,header,heaaer,ices,0,visual,header,10
7,secret,sercet,zeroe_noise,0,typo,secret,10
8,parks,parcs,zeroe_typo,0,typo,parks,10
9,world,worldd,phonee,0,phonetic,world,10
10,earrings,ëañringʙ,ices,0,visual,earning,10
11,sterling,sȶȅrĺїοg,ices,0,visual,stereo,10
12,sand,snd,zeroe_noise,0,typo,sun,10
13,cdna,ℂdna,dces,0,visual,dna,10
14,matrix,Matrix,anthro_phonetic,0,phonetic,cornwall,10
15,cornell,cornwlp,zeroe_typo,0,typo,cornwall,10
16,friendly,Ԩrieňdly,ices,0,visual,friendly,10
17,organisation,rganisation,zeroe_noise,0,typo,organisation,10
18,called,caȴļĕd,dces,0,visual,called,10
19,nearby,nervi,anthro_typo,0,typo,nerve,10
0,cellular,cellelare,phonee,0,phonetic,cellar,11
1,tobacco,tobaɔoo,ices,0,visual,tobacco,11
2,encryption,ǝnᴄɍyₚtion,dces,0,visual,encryption,11
3,porter,ptreor,zeroe_noise,0,typo,terror,11
4,beverage,befrage,anthro_typo,0,typo,beg,11
5,defence,defecne,zeroe_noise,0,typo,defense,11
6,frame,fframe,phonee,0,phonetic,frame,11
7,conditioning,conditƚɛɓing,ices,0,visual,conditioning,11
8,printed,pѓiɾted,ices,0,visual,printed,11
9,then,then,zeroe_phonetic,0,phonetic,then,11
10,mixture,mixtire,zeroe_typo,0,typo,mixture,11
11,oracle,"orac,e",zeroe_typo,0,typo,oracle,11
12,reliance,relaince,anthro_typo,0,typo,reliance,11
13,logitech,pogitech,zeroe_typo,0,typo,politics,11
14,blended,bleundedd,zeroe_phonetic,0,phonetic,blended,11
15,society,ṣǫciȅty,dces,0,visual,society,11
16,bridges,bridgєs,ices,0,visual,bridges,11
17,humanity,ₕumaniţy,dces,0,visual,humanity,11
18,jewellery,jowellery,zeroe_typo,0,typo,confused,11
19,confused,confuseds,zeroe_phonetic,0,phonetic,confused,11
0,blackberry,bᶫaℂkbérɾȳ,dces,0,visual,backberry,12
1,surveys,surves,anthro_phonetic,0,phonetic,surveys,12
2,stayed,stayedn,zeroe_phonetic,0,phonetic,stayed,12
3,meetup,meetup,anthro_typo,0,typo,meetup,12
4,spring,Sping,zeroe_typo,0,typo,spring,12
5,signatures,зΊgnätȢɦeɵ,ices,0,visual,signateu,12
6,oldest,oldtext,anthro_typo,0,typo,oldtext,12
7,broadcasting,bṟoaďcaȿtinႽ,legit_extended,0,visual,broadcasting,12
8,greece,greece,legit_extended,0,visual,greece,12
9,café,cfaé,zeroe_noise,0,typo,cafe,12
10,climbing,climing,zeroe_typo,0,typo,climbing,12
11,seasons,segons,anthro_typo,0,typo,seconds,12
12,gravity,gravitye,zeroe_phonetic,0,phonetic,gravity,12
13,high,hĩgh,dces,0,visual,high,12
14,church,chuch,zeroe_typo,0,typo,hiking,12
15,healing,hiling,phonee,0,phonetic,hiking,12
16,sanford,sanrord,zeroe_typo,0,typo,sanford,12
17,menu,manu,zeroe_typo,0,typo,manu,12
18,thru,threwe,zeroe_phonetic,0,phonetic,threw,12
19,disposition,diṥpošitіòn,dces,0,visual,disposition,12
0,supplemental,supplimental,anthro_typo,0,typo,supplemental,13
1,occurring,oėcqńńiḩƴ,legit_extended,0,visual,,13
2,liable,liabll,phonee,0,phonetic,liable,13
3,memo,mmemo,phonee,0,phonetic,memo,13
4,corner,ɔɔñner,ices,0,visual,owner,13
5,generous,genĕɍoūṣ,dces,0,visual,genus,13
6,municipality,ₘuniƈïƥâľity,dces,0,visual,municipality,13
7,cincinnati,x9ncinnati,zeroe_typo,0,typo,cincinnati,13
8,loaded,loaed,zeroe_noise,0,typo,loaded,13
9,examples,examₚlǝs,dces,0,visual,examples,13
10,fitting,⥌ľttiῄg,legit_extended,0,visual,lifting,13
11,effort,eFFort,anthro_phonetic,0,phonetic,effort,13
12,caribbean,cãґiիիεaῃ,legit_extended,0,visual,,13
13,associate,aocsitase,zeroe_noise,0,typo,meditation,13
14,meditation,Meditation,anthro_phonetic,0,phonetic,meditation,13
15,sentence,ṩeṉṫЄṉ⊂e,legit_extended,0,visual,sentient,13
16,interval,їԻtebval,ices,0,visual,interval,13
17,viewpicture,vieœpïctune,ices,0,visual,videoption,13
18,chamber,chamfer,anthro_typo,0,typo,chamfer,13
19,math,magth,phonee,0,phonetic,,13
0,limited,Іiஶĭted,legit_extended,0,visual,visited,14
1,aurora,aurora,anthro_typo,0,typo,aurora,14
2,garcia,gatcia,zeroe_typo,0,typo,gabriela,14
3,lifestyle,lifestyle,anthro_typo,0,typo,lifestyle,14
4,deeply,deᏼpļy,legit_extended,0,visual,deploy,14
5,latex,lǎtex,ices,0,visual,latex,14
6,artwork,arteork,zeroe_typo,0,typo,artwork,14
7,alarm,ALARM,anthro_phonetic,0,phonetic,alarm,14
8,programmer,programer,anthro_phonetic,0,phonetic,programmer,14
9,trial,ₜŕiaĺ,dces,0,visual,primal,14
10,opening,openg,zeroe_typo,0,typo,open,14
11,parents,parents,legit_extended,0,visual,parents,14
12,pure,PuRe,anthro_phonetic,0,phonetic,pure,14
13,spain,spain,legit_extended,0,visual,spain,14
14,adequate,adaquate,anthro_typo,0,typo,adequate,14
15,killer,kɬǽleň,ices,0,visual,kleenex,14
16,scheduled,scheaduled,zeroe_typo,0,typo,scheduled,14
17,invest,investt,phonee,0,phonetic,thirty,14
18,thirty,tĥirty,ices,0,visual,thirty,14
19,crucial,crutial,zeroe_phonetic,0,phonetic,crucial,14
0,agreed,AGREEEEED,anthro_phonetic,0,phonetic,agreed,15
1,click,click,repeated,0,,click,15
2,roommate,rommate,zeroe_typo,0,typo,roommate,15
3,murray,Murrey,anthro_typo,0,typo,Murray,15
4,drilling,derilling,phonee,0,phonetic,drilling,15
5,exports,exports,anthro_phonetic,0,phonetic,exports,15
6,controversial,controversial,repeated,0,,controversial,15
7,superb,superbe,phonee,0,phonetic,superb,15
8,galaxy,Galaxi,anthro_phonetic,0,phonetic,galaxy,15
9,irrigation,ırϧigatɪoɦ,ices,0,visual,investigation,15
10,scared,scared,repeated,0,,scared,15
11,david,daµid,ices,0,visual,david,15
12,livecam,livecam,ices,0,visual,livecam,15
13,university,univɝrsȉty,dces,0,visual,university,15
14,scotia,skotia,phonee,0,phonetic,scotland,15
15,psychiatry,psychiaterey,phonee,0,phonetic,psychiatry,15
16,latinas,katibas,zeroe_typo,0,typo,katibas,15
17,german,ģėrmaṅ,legit_extended,0,visual,german,15
18,rage,rage,legit_extended,0,visual,rage,15
19,transmit,transmitcedl,zeroe_phonetic,0,phonetic,transmitted,15
0,plumbing,ₚlumbiñg,dces,0,visual,plumbing,16
1,machinery,massoniery,zeroe_phonetic,0,phonetic,masonry,16
2,batch,batch,repeated,0,,batch,16
3,drinking,dreinkeng,phonee,0,phonetic,drinking,16
4,shake,shake,repeated,0,,shake,16
5,usps,uspə,ices,0,visual,uspa,16
6,voyeurweb,voyeurweb,phonee,0,phonetic,voyeurweb,16
7,lincoln,lincöɭn,dces,0,visual,lincoln,16
8,subscriber,subscrib@e&r,zeroe_noise,0,typo,subscribe,16
9,surprised,surpriseđ,dces,0,visual,surprised,16
10,bikes,bkeis,zeroe_noise,0,typo,bikes,16
11,guestbook,ǥṳeṣẗþооḱ,legit_extended,0,visual,gestures,16
12,responses,řespօnses,ices,0,visual,responses,16
13,delivery,DelEvery,anthro_typo,0,typo,Delevery,16
14,registry,rajistry,phonee,0,phonetic,ƌẉႵh០riჍeɸ,16
15,authorized,ƌẉႵh០riჍeɸ,legit_extended,0,visual,ƌẉႵh០riჍeɸ,16
16,somewhere,soɯewȟere,dces,0,visual,somewhere,16
17,mutually,mltuauly,zeroe_noise,0,typo,mutually,16
18,hdtv,hdſv,ices,0,visual,hdfv,16
19,publication,patiocubiln,zeroe_noise,0,typo,patiocubing,16
0,surrey,surrey,legit_extended,0,visual,suriname,17
1,yield,ɏïe℔d,dces,0,visual,ireland,17
2,souls,souls,repeated,0,,souls,17
3,timer,timr,anthro_phonetic,0,phonetic,timer,17
4,wanting,wantingh,zeroe_phonetic,0,phonetic,wanting,17
5,boots,_boo:ts,zeroe_noise,0,typo,boots,17
6,capable,capabale,anthro_typo,0,typo,capable,17
7,instruments,instruments',zeroe_phonetic,0,phonetic,instruments,17
8,perfume,perbene,anthro_typo,0,typo,perbene,17
9,kingston,kiᴺℊₛtӫn,dces,0,visual,knitting,17
10,simon,simon,anthro_phonetic,0,phonetic,simon,17
11,weapon,wpaeon,zeroe_noise,0,typo,wpaeon,17
12,rocks,ɍɐcks,ices,0,visual,racks,17
13,lopez,lowpez,phonee,0,phonetic,souls,17
14,souls,soulls,phonee,0,phonetic,souls,17
15,trustees,trusẛees,legit_extended,0,visual,trustees,17
16,grâce,grâce,repeated,0,,grace,17
17,player,playerp,zeroe_phonetic,0,phonetic,player,17
18,burns,nurns,zeroe_typo,0,typo,nursing,17
19,dealers,dellURSS,anthro_typo,0,typo,dell,17
0,achievement,acheivement,anthro_typo,0,typo,achievement,18
1,bibliography,bibleagraphi,phonee,0,phonetic,bibliography,18
2,evaluated,etuelvaad,zeroe_noise,0,typo,etuveland,18
3,discourage,Discrace,anthro_typo,0,typo,disgrace,18
4,swingers,swhengers,phonee,0,phonetic,swingers,18
5,occupation,occeppation,phonee,0,phonetic,occupation,18
6,const,const,anthro_phonetic,0,phonetic,constant,18
7,steps,sҒeps,ices,0,visual,sheep,18
8,adams,Adonis,anthro_typo,0,typo,adonis,18
9,speaks,sпeaǅs,ices,0,visual,speeches,18
10,continues,continuess,zeroe_phonetic,0,phonetic,continues,18
11,croats,croatz,zeroe_typo,0,typo,croatia,18
12,minority,mino?r@i{ty,zeroe_noise,0,typo,minority,18
13,topics,topIcs,legit_extended,0,visual,atomi,18
14,atomic,a5omif,zeroe_typo,0,typo,atomi,18
15,year,uear,zeroe_typo,0,typo,year,18
16,strongly,stronggley,phonee,0,phonetic,strongly,18
17,repository,rpository,zeroe_noise,0,typo,repository,18
18,tongue,ₜõngʉe,dces,0,visual,tongue,18
19,server,server,dces,0,visual,server,18
0,corporations,corpotations,zeroe_typo,0,typo,corporations,19
1,taxation,taxation,repeated,0,,taxation,19
2,illustrated,⒈⟘⟘Ӌȿtᵝatᶱd,legit_extended,0,visual,standards,19
3,primary,primmery,phonee,0,phonetic,primary,19
4,skype,skpye,zeroe_phonetic,0,phonetic,skype,19
5,indexes,inddekes,phonee,0,phonetic,indexes,19
6,clinic,cnliic,zeroe_noise,0,typo,clinic,19
7,nail,nail,legit_extended,0,visual,nail,19
8,located,laetocd,zeroe_noise,0,typo,latitude,19
9,jill,jill,dces,0,visual,jill,19
10,databases,"databa,se$s",zeroe_noise,0,typo,databases,19
11,neither,ňeiᶂƞӫȓ,legit_extended,0,visual,neighboring,19
12,pricing,ƞricing,ices,0,visual,pricing,19
13,python,Pyton,anthro_typo,0,typo,python,19
14,possessing,posesseng,phonee,0,phonetic,possessing,19
15,focuses,Focuses,anthro_phonetic,0,phonetic,focuses,19
16,others,>o;t(her.s,zeroe_noise,0,typo,others,19
17,ordering,orderƚng,ices,0,visual,ordering,19
18,handle,hɜndїe,ices,0,visual,handy,19
19,standard,standered',zeroe_phonetic,0,phonetic,standard,19
0,scan,svan,zeroe_typo,0,typo,swan,20
1,aims,Ains,anthro_typo,0,typo,anus,20
2,curve,curv,phonee,0,phonetic,curve,20
3,promoted,ƃᒦ൦Ո൦₶ed,legit_extended,0,visual,burned,20
4,corruption,ວ◧rເυḎⰉi◧n,legit_extended,0,visual,worldvision,20
5,knock,knock,repeated,0,,knock,20
6,speak,spȅak,dces,0,visual,speak,20
7,enemies,`enemi;es,zeroe_noise,0,typo,enemies,20
8,iowa,ioӝa,ices,0,visual,iowa,20
9,taxi,axi,zeroe_noise,0,typo,axis,20
10,setup,steup,zeroe_noise,0,typo,step,20
11,certain,certain,repeated,0,,certain,20
12,assets,assełs,legit_extended,0,visual,assets,20
13,input,nput,zeroe_noise,0,typo,input,20
14,work,worₖ,dces,0,visual,work,20
15,ambivalent,ahmbivalenntt,phonee,0,phonetic,truth,20
16,truth,tᛚuth,legit_extended,0,visual,truth,20
17,mirror,mirrar,phonee,0,phonetic,mirror,20
18,inherited,inₕȅɍitéd,dces,0,visual,incited,20
19,postal,poₛtȁl,dces,0,visual,portal,20
0,distinction,Distinction,anthro_phonetic,0,phonetic,distinction,21
1,desert,desset,zeroe_typo,0,typo,dessert,21
2,deserve,desereve,anthro_typo,0,typo,deserve,21
3,lamb,lamb'sî,zeroe_phonetic,0,phonetic,lamb's eye,21
4,scholarship,scolarship,zeroe_typo,0,typo,scholarship,21
5,make,Maxe,anthro_typo,0,typo,Max,21
6,acre,acher,zeroe_phonetic,0,phonetic,archer,21
7,telecom,tɇlecоₘ,dces,0,visual,telephone,21
8,self,slf,zeroe_noise,0,typo,self,21
9,throughout,thrughtout,zeroe_typo,0,typo,throughout,21
10,apparatus,apartThis,anthro_typo,0,typo,apartthis,21
11,addition,ɐƌdḷtḷОn,legit_extended,0,visual,adultion,21
12,commons,comons,phonee,0,phonetic,commons,21
13,financing,fἸnອɿcἸng,legit_extended,0,visual,finanicing,21
14,shake,SHAKE,anthro_phonetic,0,phonetic,shake,21
15,hungarian,hungaria,zeroe_noise,0,typo,hungary,21
16,shannon,Shannan,anthro_typo,0,typo,shannon,21
17,mail,MALL,anthro_phonetic,0,phonetic,mall,21
18,equipment,equipmentd,zeroe_phonetic,0,phonetic,equipped,21
19,hardware,hardwǟre,legit_extended,0,visual,hardware,21
0,missouri,miɢƶoûrɫ,ices,0,visual,malaysia,22
1,kinase,kinôsс,ices,0,visual,kinos,22
2,strict,ſtɾiͨt,dces,0,visual,street,22
3,know,KNIW,anthro_typo,0,typo,kniw,22
4,spanish,spanish,anthro_phonetic,0,phonetic,spanish,22
5,hidden,hdden,zeroe_noise,0,typo,hidden,22
6,protective,protactive,zeroe_phonetic,0,phonetic,protective,22
7,urls,url's,zeroe_phonetic,0,phonetic,urls,22
8,recommend,ᴩecoɷɷend,legit_extended,0,visual,recommend,22
9,treat,trɛat,legit_extended,0,visual,treat,22
10,calgary,calgary,anthro_phonetic,0,phonetic,calgary,22
11,somewhat,sơmewɥaₜ,dces,0,visual,somewhere,22
12,lange,lange,phonee,0,phonetic,lange,22
13,global,globa,zeroe_noise,0,typo,global,22
14,hazard,haward,anthro_typo,0,typo,harvard,22
15,rough,ɾouᵍh,dces,0,visual,rough,22
16,fielded,fielđed,dces,0,visual,fielded,22
17,kept,keppt,phonee,0,phonetic,jamaica,22
18,jamaica,jaₘǟica,dces,0,visual,jamaica,22
19,papua,papuo,zeroe_phonetic,0,phonetic,papua,22
0,findings,fiռdingᶊ,legit_extended,0,visual,finding,23
1,homes,omes,zeroe_noise,0,typo,homes,23
2,voters,votersg,zeroe_phonetic,0,phonetic,voters,23
3,favor,faovr,zeroe_noise,0,typo,favor,23
4,attending,atteding,zeroe_typo,0,typo,attending,23
5,already,alReAdY,anthro_phonetic,0,phonetic,already,23
6,lies,lies,legit_extended,0,visual,lies,23
7,façades,⭱açades,legit_extended,0,visual,facades,23
8,plane,Plame,anthro_typo,0,typo,flame,23
9,delaware,Delawer,zeroe_typo,0,typo,delaware,23
10,imagination,imaԞination,ices,0,visual,imagination,23
11,merely,mereļy,dces,0,visual,merely,23
12,featuring,feǒτörinǧ,ices,0,visual,featuring,23
13,only,ᴑnlü,legit_extended,0,visual,ünlü,23
14,sexuality,sexuali-t|y,zeroe_noise,0,typo,sexuality,23
15,publisher,PUBLISHER,anthro_phonetic,0,phonetic,publisher,23
16,unique,uqunie,zeroe_noise,0,typo,unique,23
17,adams,adams,repeated,0,,adams,23
18,wednesday,wendesday,zeroe_typo,0,typo,doom,23
19,doom,doom,repeated,0,,doom,23
0,galleries,galleřies,dces,0,visual,galleries,24
