,clean,perturbed,source,group,class,predicted,batch
12,tomatoes,ᆣɒᚣѲtɒӕᎦ,legit_extended,0,visual,chocolate,2
13,cleveland,cleveɨanɺ,ices,0,visual,Cleveland,2
14,conf,ooňf,ices,0,visual,spoof,2
15,inner,Iner,zeroe_phonetic,0,phonetic,inner,2
16,murder,MURDERRRRRR,anthro_phonetic,0,phonetic,murder,2
17,maintaining,mantain,zeroe_typo,0,typo,maintain,2
18,berkeley,berkley,anthro_phonetic,0,phonetic,Berkeley,2
19,having,having,zeroe_phonetic,0,phonetic,having,2
0,nostalgic,NOSTALGIC,anthro_phonetic,0,phonetic,nostalgic,3
1,anyway,anyway,repeated,0,,anyway,3
2,joshua,josyua,zeroe_typo,0,typo,Joshua,3
3,privacy,privacẏ,legit_extended,0,visual,privacy,3
4,highlights,rŀgƞligѓts,ices,0,visual,religious,3
5,portal,pбԑtal,ices,0,visual,portal,3
6,threatening,threatining,anthro_typo,0,typo,threatening,3
7,password,passwored',zeroe_phonetic,0,phonetic,password,3
8,freeware,freeWhere,anthro_typo,0,typo,freeway,3
9,border,border',zeroe_phonetic,0,phonetic,border,3
10,taste,taiste,anthro_typo,0,typo,taste,3
11,decide,deicide,anthro_typo,0,typo,decide,3
12,speeches,speechis,zeroe_phonetic,0,phonetic,speeches,3
13,flow,flo,zeroe_noise,0,typo,flow,3
14,streams,strems,zeroe_noise,0,typo,streams,3
15,nobody,nobady,phonee,0,phonetic,nobody,3
16,venezuela,VENEZUELA,anthro_phonetic,0,phonetic,Venezuela,3
17,crest,ftest,zeroe_typo,0,typo,test,3
18,vera,vera,repeated,0,,very,3
19,associations,association'sm,zeroe_phonetic,0,phonetic,association,3
0,river,rivere,zeroe_phonetic,0,phonetic,river,4
1,expressed,Expressed,anthro_phonetic,0,phonetic,expressed,4
2,islands,islandn's',zeroe_phonetic,0,phonetic,island's,4
3,balance,b!a{lance,zeroe_noise,0,typo,balance,4
4,stick,sƭiέk,ices,0,visual,stick,4
5,patricia,patrissia,zeroe_phonetic,0,phonetic,patricia,4
6,reed,red,phonee,0,phonetic,red,4
7,apollo,apollo,anthro_phonetic,0,phonetic,apollo,4
8,minnesota,minnesota,dces,0,visual,minnesota,4
9,interim,inttrim,phonee,0,phonetic,interim,4
10,whiskey,whisky,zeroe_noise,0,typo,whisky,4
11,nail,nail,legit_extended,0,visual,nail,4
12,scenic,svenic,zeroe_typo,0,typo,scenic,4
13,venture,venturè,dces,0,visual,venture,4
14,brain,nrain,zeroe_typo,0,typo,train,4
15,blues,blueIs,anthro_typo,0,typo,blue is,4
16,walter,walter,anthro_phonetic,0,phonetic,walter,4
17,mexico,Messico,anthro_typo,0,typo,mexico,4
18,beam,bèam,dces,0,visual,beam,4
19,surprise,ssurpperise,phonee,0,phonetic,surprise,4
0,sulfide,sldifue,zeroe_noise,0,typo,slideful,5
1,proof,pproof,phonee,0,phonetic,proof,5
2,registrar,registerer,zeroe_phonetic,0,phonetic,registrar,5
3,referrals,reefferrals,phonee,0,phonetic,referrals,5
4,staffing,stabiing,anthro_typo,0,typo,stabbing,5
5,playing,playìng,dces,0,visual,playing,5
6,deer,ȡɐeɽ,legit_extended,0,visual,dear,5
7,laugh,l?augh,zeroe_noise,0,typo,laugh,5
8,modified,moɖïfīӭd,dces,0,visual,modified,5
9,senior,seniorr,phonee,0,phonetic,senior,5
10,rendered,Rendered,anthro_phonetic,0,phonetic,rendered,5
11,swiss,ѕwiss,legit_extended,0,visual,Swiss,5
12,shelter,şɦelťeȓ,dces,0,visual,shelter,5
13,market,markett,phonee,0,phonetic,market,5
14,stops,stopes,zeroe_typo,0,typo,stopes,5
15,ferry,㎌eɼry,dces,0,visual,memory,5
16,industries,indųstrie⫉,legit_extended,0,visual,industries,5
17,nebraska,nebraska,anthro_phonetic,0,phonetic,Nebraska,5
18,modules,moduless,zeroe_phonetic,0,phonetic,modules,5
19,guest,guѐفt,legit_extended,0,visual,gift,5
0,update,upmate,zeroe_phonetic,0,phonetic,update,6
1,platinum,[lxtinhm,zeroe_typo,0,typo,[lightning,6
2,guard,guard,anthro_typo,0,typo,guard,6
3,previews,PREVIEWS,anthro_phonetic,0,phonetic,previews,6
4,antiques,an)t^i+qu$es,zeroe_noise,0,typo,antiques,6
5,televisions,televisios,zeroe_noise,0,typo,televisions,6
6,persecuted,pertucseed,zeroe_noise,0,typo,structured,6
7,wellington,weƚlington,dces,0,visual,wellington,6
8,podcast,podast,zeroe_noise,0,typo,podcast,6
9,blvd,clibbedn,zeroe_phonetic,0,phonetic,climbed,6
10,rapid,rapid,repeated,0,,rapid,6
11,shelf,зhelf,ices,0,visual,shelf,6
12,nepal,ne[al,zeroe_typo,0,typo,panel,6
13,insider,iիsíօɘr,legit_extended,0,visual,inspector,6
14,anthony,ANTHONY,anthro_phonetic,0,phonetic,anthony,6
15,allied,allied,repeated,0,,allied,6
16,française,française,phonee,0,phonetic,française,6
17,driven,drievn,zeroe_noise,0,typo,driven,6
18,harmful,harmẝϋɫ,legit_extended,0,visual,harmony,6
19,observation,obsarvatient,phonee,0,phonetic,observation,6
0,planned,planed,phonee,0,phonetic,planned,7
1,servicemen,scemveiern,zeroe_noise,0,typo,government,7
2,relate,re⅂atē,dces,0,visual,relate,7
3,population,pօɼϋlation,ices,0,visual,population,7
4,webster,webster,repeated,0,,Webster,7
5,blank,blahnk,phonee,0,phonetic,blank,7
6,dōjin,dōjiẖ,legit_extended,0,visual,dogfish,7
7,reproduce,reprouce,zeroe_noise,0,typo,reproduce,7
8,wiltshire,whildtshire,phonee,0,phonetic,Wiltshire,7
9,headquarters,headquartyers,anthro_phonetic,0,phonetic,headquarters,7
10,footwear,Footwear,anthro_phonetic,0,phonetic,footwear,7
11,secure,sпcure,ices,0,visual,secure,7
12,acute,acutʙ,legit_extended,0,visual,acute,7
13,increasingly,increasingly,repeated,0,,increasingly,7
14,lookup,lookup',zeroe_phonetic,0,phonetic,lookup,7
15,katrina,Ǆӭtrïεɘ,ices,0,visual,extraordinary,7
16,appeals,apþɘalé,ices,0,visual,appellate,7
17,cancelled,fancwl.ed,zeroe_typo,0,typo,canceled,7
18,isbn,isԑn,ices,0,visual,isn't,7
19,hearing,Hearung,anthro_typo,0,typo,hearing,7
0,dealing,deuling,anthro_typo,0,typo,dueling,8
1,depending,defendimg,anthro_typo,0,typo,defending,8
2,broke,broket,zeroe_phonetic,0,phonetic,broken,8
3,felt,feldt,anthro_typo,0,typo,felt,8
4,penalties,penalitys,anthro_typo,0,typo,penalties,8
5,published,дubliʚhêd,ices,0,visual,published,8
6,referral,referrel,anthro_typo,0,typo,referral,8
7,cream,craim,zeroe_phonetic,0,phonetic,claim,8
8,suggest,suggest,repeated,0,,suggest,8
9,parts,parts,repeated,0,,parts,8
10,jelsoft,jelsoft,anthro_phonetic,0,phonetic,software,8
11,chick,chickch'sn,zeroe_phonetic,0,phonetic,chicken's,8
12,influence,influence,repeated,0,,influence,8
13,whilst,whilsₜ,dces,0,visual,whilst,8
14,pregnant,pregnant,repeated,0,,pregnant,8
15,draws,dɾᵃŵˢ,dces,0,visual,draws,8
16,addresses,agddreesses,phonee,0,phonetic,addresses,8
17,valentine,valenntyne,phonee,0,phonetic,valentine,8
18,deutsche,deutsce,zeroe_noise,0,typo,deutsche,8
19,threshold,thresold,anthro_typo,0,typo,threshold,8
0,silk,silk,anthro_typo,0,typo,silk,9
1,graham,gŕaham,dces,0,visual,graham,9
2,structures,Structures,anthro_phonetic,0,phonetic,structures,9
3,courts,courts,anthro_phonetic,0,phonetic,courts,9
4,delivered,Delievered,anthro_phonetic,0,phonetic,delivered,9
5,cliché,cɫǻché,ices,0,visual,cliché,9
6,loan,Lowen,anthro_typo,0,typo,lowen,9
7,sacramento,sacarment,zeroe_phonetic,0,phonetic,sacrament,9
8,affiliate,affiliatet,zeroe_phonetic,0,phonetic,affiliate,9
9,guide,guite,anthro_typo,0,typo,guide,9
10,step,Steep,anthro_phonetic,0,phonetic,steep,9
11,retro,retro,legit_extended,0,visual,retro,9
12,superior,superiar,zeroe_phonetic,0,phonetic,superior,9
13,duke,d8ke,zeroe_typo,0,typo,duke,9
14,treated,ttraeed,zeroe_noise,0,typo,treated,9
15,would,worldd,anthro_typo,0,typo,world,9
16,affects,affexeds,zeroe_phonetic,0,phonetic,affected,9
17,growing,Growing,anthro_phonetic,0,phonetic,growing,9
18,genres,Zenger'st,zeroe_phonetic,0,phonetic,zenger's,9
19,trusts,truⱾts,legit_extended,0,visual,trusts,9
0,cave,cAvE,anthro_phonetic,0,phonetic,cave,10
1,continent,contIʀɛŕҼ,ices,0,visual,contractor,10
2,zoloft,งʘΙoft,legit_extended,0,visual,software,10
3,lover,lover,repeated,0,,lover,10
4,abroad,abroud,anthro_typo,0,typo,abroad,10
5,exterior,extsripr,zeroe_typo,0,typo,stripper,10
6,header,heaaer,ices,0,visual,header,10
7,secret,sercet,zeroe_noise,0,typo,secret,10
8,parks,parcs,zeroe_typo,0,typo,scrap,10
9,world,worldd,phonee,0,phonetic,world,10
10,earrings,ëañringʙ,ices,0,visual,brainstorming,10
11,sterling,sȶȅrĺїοg,ices,0,visual,storytelling,10
12,sand,snd,zeroe_noise,0,typo,send,10
13,cdna,ℂdna,dces,0,visual,dna,10
14,matrix,Matrix,anthro_phonetic,0,phonetic,matrix,10
15,cornell,cornwlp,zeroe_typo,0,typo,cornwall,10
16,friendly,Ԩrieňdly,ices,0,visual,friendly,10
17,organisation,rganisation,zeroe_noise,0,typo,organisation,10
18,called,caȴļĕd,dces,0,visual,called,10
19,nearby,nervi,anthro_typo,0,typo,nerve,10
0,cellular,cellelare,phonee,0,phonetic,celebrate,11
1,tobacco,tobaɔoo,ices,0,visual,tobacco,11
2,encryption,ǝnᴄɍyₚtion,dces,0,visual,encryption,11
3,porter,ptreor,zeroe_noise,0,typo,report,11
4,beverage,befrage,anthro_typo,0,typo,before,11
5,defence,defecne,zeroe_noise,0,typo,defense,11
6,frame,fframe,phonee,0,phonetic,frame,11
7,conditioning,conditƚɛɓing,ices,0,visual,conditioning,11
8,printed,pѓiɾted,ices,0,visual,printed,11
9,then,then,zeroe_phonetic,0,phonetic,then,11
10,mixture,mixtire,zeroe_typo,0,typo,mixture,11
11,oracle,"orac,e",zeroe_typo,0,typo,oracle,11
12,reliance,relaince,anthro_typo,0,typo,reliance,11
13,logitech,pogitech,zeroe_typo,0,typo,poetics,11
14,blended,bleundedd,zeroe_phonetic,0,phonetic,blended,11
15,society,ṣǫciȅty,dces,0,visual,society,11
16,bridges,bridgєs,ices,0,visual,bridges,11
17,humanity,ₕumaniţy,dces,0,visual,humanity,11
18,jewellery,jowellery,zeroe_typo,0,typo,jewellery,11
19,confused,confuseds,zeroe_phonetic,0,phonetic,confused,11
0,blackberry,bᶫaℂkbérɾȳ,dces,0,visual,blackberry,12
1,surveys,surves,anthro_phonetic,0,phonetic,surveys,12
2,stayed,stayedn,zeroe_phonetic,0,phonetic,stayed,12
3,meetup,meetup,anthro_typo,0,typo,meetup,12
4,spring,Sping,zeroe_typo,0,typo,spring,12
5,signatures,зΊgnätȢɦeɵ,ices,0,visual,zucchini,12
6,oldest,oldtext,anthro_typo,0,typo,old text,12
7,broadcasting,bṟoaďcaȿtinႽ,legit_extended,0,visual,broadcasting,12
8,greece,greece,legit_extended,0,visual,Greece,12
9,café,cfaé,zeroe_noise,0,typo,café,12
10,climbing,climing,zeroe_typo,0,typo,climbing,12
11,seasons,segons,anthro_typo,0,typo,seconds,12
12,gravity,gravitye,zeroe_phonetic,0,phonetic,gravity,12
13,high,hĩgh,dces,0,visual,high,12
14,church,chuch,zeroe_typo,0,typo,church,12
15,healing,hiling,phonee,0,phonetic,hiking,12
16,sanford,sanrord,zeroe_typo,0,typo,Sanford,12
17,menu,manu,zeroe_typo,0,typo,menu,12
18,thru,threwe,zeroe_phonetic,0,phonetic,threw,12
19,disposition,diṥpošitіòn,dces,0,visual,disposition,12
0,supplemental,supplimental,anthro_typo,0,typo,supplemental,13
1,occurring,oėcqńńiḩƴ,legit_extended,0,visual,eccentricity,13
2,liable,liabll,phonee,0,phonetic,liable,13
3,memo,mmemo,phonee,0,phonetic,memo,13
4,corner,ɔɔñner,ices,0,visual,corner,13
5,generous,genĕɍoūṣ,dces,0,visual,generous,13
6,municipality,ₘuniƈïƥâľity,dces,0,visual,municipality,13
7,cincinnati,x9ncinnati,zeroe_typo,0,typo,cincinnati,13
8,loaded,loaed,zeroe_noise,0,typo,loaded,13
9,examples,examₚlǝs,dces,0,visual,examples,13
10,fitting,⥌ľttiῄg,legit_extended,0,visual,lighting,13
11,effort,eFFort,anthro_phonetic,0,phonetic,effort,13
12,caribbean,cãґiիիεaῃ,legit_extended,0,visual,carriage,13
13,associate,aocsitase,zeroe_noise,0,typo,associate,13
14,meditation,Meditation,anthro_phonetic,0,phonetic,meditation,13
15,sentence,ṩeṉṫЄṉ⊂e,legit_extended,0,visual,sentiment,13
16,interval,їԻtebval,ices,0,visual,interval,13
17,viewpicture,vieœpïctune,ices,0,visual,picturesque,13
18,chamber,chamfer,anthro_typo,0,typo,chamber,13
19,math,magth,phonee,0,phonetic,might,13
0,limited,Іiஶĭted,legit_extended,0,visual,Limited,14
1,aurora,aurora,anthro_typo,0,typo,Aurora,14
2,garcia,gatcia,zeroe_typo,0,typo,Agatica,14
3,lifestyle,lifestyle,anthro_typo,0,typo,Lifestyle,14
4,deeply,deᏼpļy,legit_extended,0,visual,Deeply,14
5,latex,lǎtex,ices,0,visual,Latex,14
6,artwork,arteork,zeroe_typo,0,typo,Artwork,14
7,alarm,ALARM,anthro_phonetic,0,phonetic,Alarm,14
8,programmer,programer,anthro_phonetic,0,phonetic,Programmer,14
9,trial,ₜŕiaĺ,dces,0,visual,Trivial,14
10,opening,openg,zeroe_typo,0,typo,Opening,14
11,parents,parents,legit_extended,0,visual,Parents,14
12,pure,PuRe,anthro_phonetic,0,phonetic,Pure,14
13,spain,spain,legit_extended,0,visual,Spain,14
14,adequate,adaquate,anthro_typo,0,typo,Adequate,14
15,killer,kɬǽleň,ices,0,visual,Kettle,14
16,scheduled,scheaduled,zeroe_typo,0,typo,Scheduled,14
17,invest,investt,phonee,0,phonetic,Invest,14
18,thirty,tĥirty,ices,0,visual,Thirty,14
19,crucial,crutial,zeroe_phonetic,0,phonetic,Crucial,14
0,agreed,AGREEEEED,anthro_phonetic,0,phonetic,agreed,15
1,click,click,repeated,0,,click,15
2,roommate,rommate,zeroe_typo,0,typo,roommate,15
3,murray,Murrey,anthro_typo,0,typo,Murray,15
4,drilling,derilling,phonee,0,phonetic,drilling,15
5,exports,exports,anthro_phonetic,0,phonetic,exports,15
6,controversial,controversial,repeated,0,,controversial,15
7,superb,superbe,phonee,0,phonetic,superb,15
8,galaxy,Galaxi,anthro_phonetic,0,phonetic,Galaxy,15
9,irrigation,ırϧigatɪoɦ,ices,0,visual,irrigation,15
10,scared,scared,repeated,0,,scared,15
11,david,daµid,ices,0,visual,David,15
12,livecam,livecam,ices,0,visual,webcam,15
13,university,univɝrsȉty,dces,0,visual,university,15
14,scotia,skotia,phonee,0,phonetic,Scotia,15
15,psychiatry,psychiaterey,phonee,0,phonetic,psychiatry,15
16,latinas,katibas,zeroe_typo,0,typo,batikas,15
17,german,ģėrmaṅ,legit_extended,0,visual,German,15
18,rage,rage,legit_extended,0,visual,rage,15
19,transmit,transmitcedl,zeroe_phonetic,0,phonetic,transmitted,15
0,plumbing,ₚlumbiñg,dces,0,visual,Plumbing,16
1,machinery,massoniery,zeroe_phonetic,0,phonetic,Masonry,16
2,batch,batch,repeated,0,,Match,16
3,drinking,dreinkeng,phonee,0,phonetic,Drinking,16
4,shake,shake,repeated,0,,Shake,16
5,usps,uspə,ices,0,visual,Upside,16
6,voyeurweb,voyeurweb,phonee,0,phonetic,Voyeurweb,16
7,lincoln,lincöɭn,dces,0,visual,Lincoln,16
8,subscriber,subscrib@e&r,zeroe_noise,0,typo,Subscribe,16
9,surprised,surpriseđ,dces,0,visual,Surprised,16
10,bikes,bkeis,zeroe_noise,0,typo,Bikes,16
11,guestbook,ǥṳeṣẗþооḱ,legit_extended,0,visual,Guestbook,16
12,responses,řespօnses,ices,0,visual,Responses,16
13,delivery,DelEvery,anthro_typo,0,typo,Delivery,16
14,registry,rajistry,phonee,0,phonetic,Registry,16
15,authorized,ƌẉႵh០riჍeɸ,legit_extended,0,visual,Whichever,16
16,somewhere,soɯewȟere,dces,0,visual,Somewhere,16
17,mutually,mltuauly,zeroe_noise,0,typo,Mutually,16
18,hdtv,hdſv,ices,0,visual,Shvd,16
19,publication,patiocubiln,zeroe_noise,0,typo,Publication,16
0,surrey,surrey,legit_extended,0,visual,Surrey,17
1,yield,ɏïe℔d,dces,0,visual,Yield,17
2,souls,souls,repeated,0,,Souls,17
3,timer,timr,anthro_phonetic,0,phonetic,Timer,17
4,wanting,wantingh,zeroe_phonetic,0,phonetic,Wanting,17
5,boots,_boo:ts,zeroe_noise,0,typo,Boots,17
6,capable,capabale,anthro_typo,0,typo,Capable,17
7,instruments,instruments',zeroe_phonetic,0,phonetic,Instruments,17
8,perfume,perbene,anthro_typo,0,typo,Prebene,17
9,kingston,kiᴺℊₛtӫn,dces,0,visual,Kingston,17
10,simon,simon,anthro_phonetic,0,phonetic,Simon,17
11,weapon,wpaeon,zeroe_noise,0,typo,Weapon,17
12,rocks,ɍɐcks,ices,0,visual,Rocks,17
13,lopez,lowpez,phonee,0,phonetic,Lopez,17
14,souls,soulls,phonee,0,phonetic,Souls,17
15,trustees,trusẛees,legit_extended,0,visual,Trustees,17
16,grâce,grâce,repeated,0,,Grace,17
17,player,playerp,zeroe_phonetic,0,phonetic,Player,17
18,burns,nurns,zeroe_typo,0,typo,Burns,17
19,dealers,dellURSS,anthro_typo,0,typo,USSR,17
0,achievement,acheivement,anthro_typo,0,typo,achievement,18
1,bibliography,bibleagraphi,phonee,0,phonetic,bibliography,18
2,evaluated,etuelvaad,zeroe_noise,0,typo,evaluate,18
3,discourage,Discrace,anthro_typo,0,typo,disgrace,18
4,swingers,swhengers,phonee,0,phonetic,swingers,18
5,occupation,occeppation,phonee,0,phonetic,occupation,18
6,const,const,anthro_phonetic,0,phonetic,contest,18
7,steps,sҒeps,ices,0,visual,steps,18
8,adams,Adonis,anthro_typo,0,typo,adonis,18
9,speaks,sпeaǅs,ices,0,visual,speaks,18
10,continues,continuess,zeroe_phonetic,0,phonetic,continues,18
11,croats,croatz,zeroe_typo,0,typo,croats,18
12,minority,mino?r@i{ty,zeroe_noise,0,typo,minority,18
13,topics,topIcs,legit_extended,0,visual,topics,18
14,atomic,a5omif,zeroe_typo,0,typo,atomic,18
15,year,uear,zeroe_typo,0,typo,year,18
16,strongly,stronggley,phonee,0,phonetic,strongly,18
17,repository,rpository,zeroe_noise,0,typo,repository,18
18,tongue,ₜõngʉe,dces,0,visual,tongue,18
19,server,server,dces,0,visual,server,18
0,corporations,corpotations,zeroe_typo,0,typo,corporations,19
1,taxation,taxation,repeated,0,,taxation,19
2,illustrated,⒈⟘⟘Ӌȿtᵝatᶱd,legit_extended,0,visual,1st amendment,19
3,primary,primmery,phonee,0,phonetic,primary,19
4,skype,skpye,zeroe_phonetic,0,phonetic,skype,19
5,indexes,inddekes,phonee,0,phonetic,industries,19
6,clinic,cnliic,zeroe_noise,0,typo,clinic,19
7,nail,nail,legit_extended,0,visual,nail,19
8,located,laetocd,zeroe_noise,0,typo,located,19
9,jill,jill,dces,0,visual,jill,19
10,databases,"databa,se$s",zeroe_noise,0,typo,database,19
11,neither,ňeiᶂƞӫȓ,legit_extended,0,visual,engineering,19
12,pricing,ƞricing,ices,0,visual,pricing,19
13,python,Pyton,anthro_typo,0,typo,python,19
14,possessing,posesseng,phonee,0,phonetic,possessing,19
15,focuses,Focuses,anthro_phonetic,0,phonetic,focuses,19
16,others,>o;t(her.s,zeroe_noise,0,typo,other,19
17,ordering,orderƚng,ices,0,visual,ordering,19
18,handle,hɜndїe,ices,0,visual,hidden,19
19,standard,standered',zeroe_phonetic,0,phonetic,standard,19
0,scan,svan,zeroe_typo,0,typo,vans,20
1,aims,Ains,anthro_typo,0,typo,sain,20
2,curve,curv,phonee,0,phonetic,curb,20
3,promoted,ƃᒦ൦Ո൦₶ed,legit_extended,0,visual,perturbed,20
4,corruption,ວ◧rເυḎⰉi◧n,legit_extended,0,visual,wondering,20
5,knock,knock,repeated,0,,conk,20
6,speak,spȅak,dces,0,visual,speak,20
7,enemies,`enemi;es,zeroe_noise,0,typo,enemies,20
8,iowa,ioӝa,ices,0,visual,idea,20
9,taxi,axi,zeroe_noise,0,typo,xia,20
10,setup,steup,zeroe_noise,0,typo,upset,20
11,certain,certain,repeated,0,,certain,20
12,assets,assełs,legit_extended,0,visual,assess,20
13,input,nput,zeroe_noise,0,typo,input,20
14,work,worₖ,dces,0,visual,work,20
15,ambivalent,ahmbivalenntt,phonee,0,phonetic,ambivalent,20
16,truth,tᛚuth,legit_extended,0,visual,truth,20
17,mirror,mirrar,phonee,0,phonetic,mirror,20
18,inherited,inₕȅɍitéd,dces,0,visual,inherited,20
19,postal,poₛtȁl,dces,0,visual,postal,20
0,distinction,Distinction,anthro_phonetic,0,phonetic,distinction,21
1,desert,desset,zeroe_typo,0,typo,dessert,21
2,deserve,desereve,anthro_typo,0,typo,deserve,21
3,lamb,lamb'sî,zeroe_phonetic,0,phonetic,lamb's,21
4,scholarship,scolarship,zeroe_typo,0,typo,scholarship,21
5,make,Maxe,anthro_typo,0,typo,make,21
6,acre,acher,zeroe_phonetic,0,phonetic,teacher,21
7,telecom,tɇlecоₘ,dces,0,visual,telecom,21
8,self,slf,zeroe_noise,0,typo,self,21
9,throughout,thrughtout,zeroe_typo,0,typo,throughout,21
10,apparatus,apartThis,anthro_typo,0,typo,apart this,21
11,addition,ɐƌdḷtḷОn,legit_extended,0,visual,adulation,21
12,commons,comons,phonee,0,phonetic,commons,21
13,financing,fἸnອɿcἸng,legit_extended,0,visual,financing,21
14,shake,SHAKE,anthro_phonetic,0,phonetic,shake,21
15,hungarian,hungaria,zeroe_noise,0,typo,Hungary,21
16,shannon,Shannan,anthro_typo,0,typo,Shannon,21
17,mail,MALL,anthro_phonetic,0,phonetic,mall,21
18,equipment,equipmentd,zeroe_phonetic,0,phonetic,equipment,21
19,hardware,hardwǟre,legit_extended,0,visual,hardware,21
0,missouri,miɢƶoûrɫ,ices,0,visual,migratory,22
1,kinase,kinôsс,ices,0,visual,kinosc,22
2,strict,ſtɾiͨt,dces,0,visual,strict,22
3,know,KNIW,anthro_typo,0,typo,knew,22
4,spanish,spanish,anthro_phonetic,0,phonetic,Spanish,22
5,hidden,hdden,zeroe_noise,0,typo,hidden,22
6,protective,protactive,zeroe_phonetic,0,phonetic,proactive,22
7,urls,url's,zeroe_phonetic,0,phonetic,URLs,22
8,recommend,ᴩecoɷɷend,legit_extended,0,visual,recommend,22
9,treat,trɛat,legit_extended,0,visual,treat,22
10,calgary,calgary,anthro_phonetic,0,phonetic,Calgary,22
11,somewhat,sơmewɥaₜ,dces,0,visual,somewhat,22
12,lange,lange,phonee,0,phonetic,large,22
13,global,globa,zeroe_noise,0,typo,global,22
14,hazard,haward,anthro_typo,0,typo,Howard,22
15,rough,ɾouᵍh,dces,0,visual,rough,22
16,fielded,fielđed,dces,0,visual,fielded,22
17,kept,keppt,phonee,0,phonetic,kept,22
18,jamaica,jaₘǟica,dces,0,visual,Jamaica,22
19,papua,papuo,zeroe_phonetic,0,phonetic,papua,22
0,findings,fiռdingᶊ,legit_extended,0,visual,finding,23
1,homes,omes,zeroe_noise,0,typo,some,23
2,voters,votersg,zeroe_phonetic,0,phonetic,voters,23
3,favor,faovr,zeroe_noise,0,typo,favor,23
4,attending,atteding,zeroe_typo,0,typo,attending,23
5,already,alReAdY,anthro_phonetic,0,phonetic,already,23
6,lies,lies,legit_extended,0,visual,isle,23
7,façades,⭱açades,legit_extended,0,visual,facades,23
8,plane,Plame,anthro_typo,0,typo,flame,23
9,delaware,Delawer,zeroe_typo,0,typo,Delaware,23
10,imagination,imaԞination,ices,0,visual,imagination,23
11,merely,mereļy,dces,0,visual,merely,23
12,featuring,feǒτörinǧ,ices,0,visual,feathering,23
13,only,ᴑnlü,legit_extended,0,visual,only,23
14,sexuality,sexuali-t|y,zeroe_noise,0,typo,sexuality,23
15,publisher,PUBLISHER,anthro_phonetic,0,phonetic,publisher,23
16,unique,uqunie,zeroe_noise,0,typo,unique,23
17,adams,adams,repeated,0,,dams,23
18,wednesday,wendesday,zeroe_typo,0,typo,Wednesday,23
19,doom,doom,repeated,0,,room,23
