,clean,perturbed,source,group,class,predicted,batch
15,interim,inttrim,phonee,0,phonetic,interim,1
16,walter,walter,anthro_phonetic,0,phonetic,Walter,1
17,surprise,ssurpperise,phonee,0,phonetic,surprise,1
18,proof,pproof,phonee,0,phonetic,proof,1
19,registrar,registerer,zeroe_phonetic,0,phonetic,register,1
0,referrals,reefferrals,phonee,0,phonetic,referrals,2
1,senior,seniorr,phonee,0,phonetic,senior,2
2,rendered,Rendered,anthro_phonetic,0,phonetic,rendered,2
3,market,markett,phonee,0,phonetic,market,2
4,nebraska,nebraska,anthro_phonetic,0,phonetic,Nebraska,2
5,modules,moduless,zeroe_phonetic,0,phonetic,modules,2
6,update,upmate,zeroe_phonetic,0,phonetic,update,2
7,previews,PREVIEWS,anthro_phonetic,0,phonetic,previews,2
8,blvd,clibbedn,zeroe_phonetic,0,phonetic,climbed,2
9,anthony,ANTHONY,anthro_phonetic,0,phonetic,Anthony,2
10,française,française,phonee,0,phonetic,française,2
11,observation,obsarvatient,phonee,0,phonetic,observant,2
12,planned,planed,phonee,0,phonetic,planned,2
13,blank,blahnk,phonee,0,phonetic,blank,2
14,wiltshire,whildtshire,phonee,0,phonetic,Wiltshire,2
15,headquarters,headquartyers,anthro_phonetic,0,phonetic,headquarters,2
16,footwear,Footwear,anthro_phonetic,0,phonetic,footwear,2
17,lookup,lookup',zeroe_phonetic,0,phonetic,lookup,2
18,broke,broket,zeroe_phonetic,0,phonetic,broken,2
19,cream,craim,zeroe_phonetic,0,phonetic,claim,2
0,jelsoft,jelsoft,anthro_phonetic,0,phonetic,software,3
1,chick,chickch'sn,zeroe_phonetic,0,phonetic,chicken's,3
2,addresses,agddreesses,phonee,0,phonetic,addresses,3
3,valentine,valenntyne,phonee,0,phonetic,valentine,3
4,structures,Structures,anthro_phonetic,0,phonetic,structures,3
5,courts,courts,anthro_phonetic,0,phonetic,courts,3
6,delivered,Delievered,anthro_phonetic,0,phonetic,delivered,3
7,sacramento,sacarment,zeroe_phonetic,0,phonetic,sacrament,3
8,affiliate,affiliatet,zeroe_phonetic,0,phonetic,affiliate,3
9,step,Steep,anthro_phonetic,0,phonetic,steep,3
10,superior,superiar,zeroe_phonetic,0,phonetic,superior,3
11,affects,affexeds,zeroe_phonetic,0,phonetic,affected,3
12,growing,Growing,anthro_phonetic,0,phonetic,growing,3
13,genres,Zenger'st,zeroe_phonetic,0,phonetic,Zenger's,3
14,cave,cAvE,anthro_phonetic,0,phonetic,cave,3
15,world,worldd,phonee,0,phonetic,world,3
16,matrix,Matrix,anthro_phonetic,0,phonetic,matrix,3
17,cellular,cellelare,phonee,0,phonetic,cellular,3
18,frame,fframe,phonee,0,phonetic,frame,3
19,then,then,zeroe_phonetic,0,phonetic,then,3
0,blended,bleundedd,zeroe_phonetic,0,phonetic,blended,4
1,confused,confuseds,zeroe_phonetic,0,phonetic,confused,4
2,surveys,surves,anthro_phonetic,0,phonetic,serves,4
3,stayed,stayedn,zeroe_phonetic,0,phonetic,stayed,4
4,gravity,gravitye,zeroe_phonetic,0,phonetic,gravity,4
5,healing,hiling,phonee,0,phonetic,hiking,4
6,thru,threwe,zeroe_phonetic,0,phonetic,throw,4
7,liable,liabll,phonee,0,phonetic,liable,4
8,memo,mmemo,phonee,0,phonetic,memo,4
9,effort,eFFort,anthro_phonetic,0,phonetic,effort,4
10,meditation,Meditation,anthro_phonetic,0,phonetic,meditation,4
11,math,magth,phonee,0,phonetic,might,4
12,alarm,ALARM,anthro_phonetic,0,phonetic,alarm,4
13,programmer,programer,anthro_phonetic,0,phonetic,programmer,4
14,pure,PuRe,anthro_phonetic,0,phonetic,pure,4
15,invest,investt,phonee,0,phonetic,invest,4
16,crucial,crutial,zeroe_phonetic,0,phonetic,crucial,4
17,agreed,AGREEEEED,anthro_phonetic,0,phonetic,agreed,4
18,drilling,derilling,phonee,0,phonetic,drilling,4
19,exports,exports,anthro_phonetic,0,phonetic,exports,4
0,superb,superbe,phonee,0,phonetic,superb,5
1,galaxy,Galaxi,anthro_phonetic,0,phonetic,Galaxy,5
2,scotia,skotia,phonee,0,phonetic,scotia,5
3,psychiatry,psychiaterey,phonee,0,phonetic,psychiatry,5
4,transmit,transmitcedl,zeroe_phonetic,0,phonetic,transmitted,5
5,machinery,massoniery,zeroe_phonetic,0,phonetic,masonry,5
6,drinking,dreinkeng,phonee,0,phonetic,drinken,5
7,voyeurweb,voyeurweb,phonee,0,phonetic,voyeur,5
8,registry,rajistry,phonee,0,phonetic,registry,5
9,timer,timr,anthro_phonetic,0,phonetic,timer,5
10,wanting,wantingh,zeroe_phonetic,0,phonetic,wanting,5
11,instruments,instruments',zeroe_phonetic,0,phonetic,instruments,5
12,simon,simon,anthro_phonetic,0,phonetic,Simon,5
13,lopez,lowpez,phonee,0,phonetic,Lopez,5
14,souls,soulls,phonee,0,phonetic,souls,5
15,player,playerp,zeroe_phonetic,0,phonetic,player,5
16,bibliography,bibleagraphi,phonee,0,phonetic,bibliography,5
17,swingers,swhengers,phonee,0,phonetic,swingers,5
18,occupation,occeppation,phonee,0,phonetic,occupation,5
19,const,const,anthro_phonetic,0,phonetic,constant,5
0,continues,continuess,zeroe_phonetic,0,phonetic,continuous,6
1,strongly,stronggley,phonee,0,phonetic,strongly,6
2,primary,primmery,phonee,0,phonetic,primarily,6
3,skype,skpye,zeroe_phonetic,0,phonetic,skype,6
4,indexes,inddekes,phonee,0,phonetic,indeed,6
5,possessing,posesseng,phonee,0,phonetic,possessing,6
6,focuses,Focuses,anthro_phonetic,0,phonetic,focuses,6
7,standard,standered',zeroe_phonetic,0,phonetic,standard,6
8,curve,curv,phonee,0,phonetic,curve,6
9,ambivalent,ahmbivalenntt,phonee,0,phonetic,ambivalent,6
10,mirror,mirrar,phonee,0,phonetic,mirror,6
11,distinction,Distinction,anthro_phonetic,0,phonetic,distinction,6
12,lamb,lamb'sî,zeroe_phonetic,0,phonetic,lamb's,6
13,acre,acher,zeroe_phonetic,0,phonetic,archer,6
14,commons,comons,phonee,0,phonetic,commons,6
15,shake,SHAKE,anthro_phonetic,0,phonetic,shake,6
16,mail,MALL,anthro_phonetic,0,phonetic,mall,6
17,equipment,equipmentd,zeroe_phonetic,0,phonetic,equipment,6
18,spanish,spanish,anthro_phonetic,0,phonetic,Spanish,6
19,protective,protactive,zeroe_phonetic,0,phonetic,protective,6
0,urls,url's,zeroe_phonetic,0,phonetic,URLs,7
1,calgary,calgary,anthro_phonetic,0,phonetic,Calgary,7
2,lange,lange,phonee,0,phonetic,angel,7
3,kept,keppt,phonee,0,phonetic,kept,7
4,papua,papuo,zeroe_phonetic,0,phonetic,papua,7
5,voters,votersg,zeroe_phonetic,0,phonetic,voters,7
6,already,alReAdY,anthro_phonetic,0,phonetic,already,7
7,publisher,PUBLISHER,anthro_phonetic,0,phonetic,publisher,7
8,lounge,LONGUE,anthro_phonetic,0,phonetic,longue,7
9,spank,Spank,anthro_phonetic,0,phonetic,spank,7
10,settlement,settlment,anthro_phonetic,0,phonetic,settlement,7
11,helping,helping's',zeroe_phonetic,0,phonetic,helpings,7
12,smithsonian,msythesines,zeroe_phonetic,0,phonetic,mythologies,7
13,advised,adveised,phonee,0,phonetic,advised,7
14,recognize,recognise',zeroe_phonetic,0,phonetic,recognize,7
15,forward,fforwhard,phonee,0,phonetic,forward,7
16,continually,ckantinjually,phonee,0,phonetic,continually,7
17,meta,metu,phonee,0,phonetic,mute,7
18,strain,strahen',zeroe_phonetic,0,phonetic,strange,7
19,blank,blankf,zeroe_phonetic,1,phonetic,blank,7
0,française,franciac,zeroe_phonetic,1,phonetic,frantic,8
1,plane,Plane,anthro_phonetic,1,phonetic,panel,8
2,venezuela,vanezwela,phonee,1,phonetic,venezuela,8
3,twisted,twistedl,zeroe_phonetic,1,phonetic,twisted,8
4,senior,seanierp,zeroe_phonetic,1,phonetic,painless,8
5,oldest,oldest,anthro_phonetic,1,phonetic,stole,8
6,indexes,indquesce'sl,zeroe_phonetic,1,phonetic,indecisively,8
7,silk,SILK,anthro_phonetic,1,phonetic,silk,8
8,cellular,Cellier,zeroe_phonetic,1,phonetic,relic,8
9,primary,primary',zeroe_phonetic,1,phonetic,primary,8
10,penalties,PENALTIES,anthro_phonetic,1,phonetic,penalties,8
11,freeware,Freeware,anthro_phonetic,1,phonetic,freezer,8
12,loan,Loan,anthro_phonetic,1,phonetic,loan,8
13,dealers,Dealers,anthro_phonetic,1,phonetic,leaders,8
14,cart,cort,phonee,1,phonetic,torc,8
15,commons,common'sd,zeroe_phonetic,1,phonetic,condoms,8
16,dealing,dealing,anthro_phonetic,1,phonetic,leading,8
17,timer,tichmer,phonee,1,phonetic,thermic,8
18,shake,schake,phonee,1,phonetic,shack,8
19,deserve,deseerve,anthro_phonetic,1,phonetic,deserve,8
0,previews,preveius,phonee,1,phonetic,previous,9
1,publicly,publiclli,phonee,1,phonetic,publicly,9
2,nearby,nearby,anthro_phonetic,1,phonetic,nearby,9
3,expressed,eaxpwressed,phonee,1,phonetic,expressed,9
4,delivery,delivery,anthro_phonetic,1,phonetic,delivery,9
5,possessing,possessingi,zeroe_phonetic,1,phonetic,possessing,9
6,publisher,ppablisher,phonee,1,phonetic,publisher,9
7,healing,healings,zeroe_phonetic,1,phonetic,healings,9
8,capable,capable,anthro_phonetic,1,phonetic,capable,9
9,swingers,swingers',zeroe_phonetic,1,phonetic,swingers,9
10,depending,dependiing,anthro_phonetic,1,phonetic,depending,9
11,market,market's',zeroe_phonetic,1,phonetic,market's,9
12,meetup,meetup,anthro_phonetic,1,phonetic,meetup,9
13,reliance,Relance,anthro_phonetic,1,phonetic,relance,9
14,alarm,alorm,phonee,1,phonetic,alarm,9
15,voyeurweb,vokeerb,zeroe_phonetic,1,phonetic,broker,9
16,solar,solor,phonee,1,phonetic,solar,9
17,beverage,Beverage,anthro_phonetic,1,phonetic,beverage,9
18,simon,simen,phonee,1,phonetic,simen,9
19,invest,invescedf,zeroe_phonetic,1,phonetic,invested,9
0,reed,reed',zeroe_phonetic,1,phonetic,reed,10
1,mirror,Rimmer,zeroe_phonetic,1,phonetic,rimmer,10
2,planned,planded,zeroe_phonetic,1,phonetic,planned,10
3,liable,liablew,zeroe_phonetic,1,phonetic,liable,10
4,structures,stereucturess,phonee,1,phonetic,structure,10
5,psychiatry,psychiatryl,zeroe_phonetic,1,phonetic,psychiatry,10
6,distinction,deasstincschon,phonee,1,phonetic,distinction,10
7,taste,TASTE,anthro_phonetic,1,phonetic,taste,10
8,pure,pur,phonee,1,phonetic,pur,10
9,aims,aiims,anthro_phonetic,1,phonetic,aims,10
10,guard,Guard,anthro_phonetic,1,phonetic,guard,10
11,footwear,fooedwear,phonee,1,phonetic,foodwear,10
12,calgary,caglgare,phonee,1,phonetic,cabbage,10
13,lifestyle,LIFEstyle,anthro_phonetic,1,phonetic,lifestyle,10
14,math,mathe,zeroe_phonetic,1,phonetic,math,10
15,citations,CITATIONS,anthro_phonetic,1,phonetic,citations,10
16,surveys,ssurveys,phonee,1,phonetic,surveys,10
17,threshold,THRESHOLD,anthro_phonetic,1,phonetic,threshold,10
18,nebraska,nubbraska,phonee,1,phonetic,nebraska,10
19,bibliography,bibliographyp,zeroe_phonetic,1,phonetic,bibliography,10
0,lounge,lownge,phonee,1,phonetic,lounge,11
1,supplemental,supplemental,anthro_phonetic,1,phonetic,supplement,11
2,meta,gemat,zeroe_phonetic,1,phonetic,game,11
3,anthony,anethony,phonee,1,phonetic,anthony,11
4,lange,langfe,zeroe_phonetic,1,phonetic,lange,11
5,referral,Referral,anthro_phonetic,1,phonetic,referral,11
6,souls,sowls,zeroe_phonetic,1,phonetic,souls,11
7,python,Python,anthro_phonetic,1,phonetic,python,11
8,programmer,pproggrammer,phonee,1,phonetic,programmer,11
9,selecting,selecdeng,phonee,1,phonetic,selecting,11
10,mexico,MEXICO,anthro_phonetic,1,phonetic,mexico,11
11,registry,registéry,zeroe_phonetic,1,phonetic,registry,11
12,understood,understodd,anthro_phonetic,1,phonetic,understood,11
13,meditation,medatatien,phonee,1,phonetic,meditation,11
14,wiltshire,Wilcheri's,zeroe_phonetic,1,phonetic,wilcher's,11
15,kept,keppedd,zeroe_phonetic,1,phonetic,kept,11
16,superb,superbb,zeroe_phonetic,1,phonetic,superb,11
17,drinking,drinking',zeroe_phonetic,1,phonetic,drinking,11
18,sink,snick',zeroe_phonetic,1,phonetic,snick,11
19,mail,maill,phonee,1,phonetic,mail,11
0,courts,courtce,phonee,1,phonetic,counter,12
1,know,kNow,anthro_phonetic,1,phonetic,know,12
2,advised,adiveced,zeroe_phonetic,1,phonetic,advised,12
3,would,WoULd,anthro_phonetic,1,phonetic,would,12
4,effort,efforght,phonee,1,phonetic,effort,12
5,berkeley,berrkeley,phonee,1,phonetic,berkeley,12
6,blues,BLes,anthro_phonetic,1,phonetic,blues,12
7,ambivalent,abmivalemenc,zeroe_phonetic,1,phonetic,ambivalence,12
8,headquarters,headquawrturs,phonee,1,phonetic,headquarters,12
9,walter,wolter,phonee,1,phonetic,water,12
10,apollo,apahllo,phonee,1,phonetic,apollo,12
11,exports,ecpports,phonee,1,phonetic,exports,12
12,occupation,accupation,zeroe_phonetic,1,phonetic,occupation,12
13,already,alreaddhy,phonee,1,phonetic,already,12
14,valentine,valantined,zeroe_phonetic,1,phonetic,valentine,12
15,lopez,lope'sh,zeroe_phonetic,1,phonetic,slope's,12
16,males,MalEs,anthro_phonetic,1,phonetic,males,12
17,spanish,sppanish,phonee,1,phonetic,spanish,12
18,galaxy,gahlaxzy,phonee,1,phonetic,galaxy,12
19,hearing,hearIng,anthro_phonetic,1,phonetic,hearing,12
0,matrix,matreix,phonee,1,phonetic,matrix,13
1,strongly,strungly,zeroe_phonetic,1,phonetic,strongly,13
2,spank,spanc,phonee,1,phonetic,span,13
3,murray,murray,anthro_phonetic,1,phonetic,merry,13
4,make,mAkE,anthro_phonetic,1,phonetic,make,13
5,murder,murderr,phonee,1,phonetic,murder,13
6,discourage,discourage,anthro_phonetic,1,phonetic,encourage,13
7,proof,proofe,zeroe_phonetic,1,phonetic,proof,13
8,agreed,agrreed,phonee,1,phonetic,agreed,13
9,continually,continuallype,zeroe_phonetic,1,phonetic,continually,13
10,treating,treeating,phonee,1,phonetic,treating,13
11,nobody,nobodyw,zeroe_phonetic,1,phonetic,nobody,13
12,fiancé,fiancé,phonee,1,phonetic,fiancé,13
13,achievement,achievement,anthro_phonetic,1,phonetic,achievement,13
14,hazard,Hazzard,anthro_phonetic,1,phonetic,hazard,13
15,addresses,addresse's,zeroe_phonetic,1,phonetic,address,13
16,apparatus,appartus,anthro_phonetic,1,phonetic,apparatus,13
17,humor,hummor,phonee,1,phonetic,humor,13
18,cave,cav,phonee,1,phonetic,car,13
19,threatening,Threatning,anthro_phonetic,1,phonetic,threatening,13
0,focuses,fokusis,phonee,1,phonetic,focus,14
1,nostalgic,nostilegik,phonee,1,phonetic,nostalgic,14
2,step,stepp,phonee,1,phonetic,step,14
3,rendered,renedored,phonee,1,phonetic,rendered,14
4,felt,feLt,anthro_phonetic,1,phonetic,felt,14
5,forward,forwarked,zeroe_phonetic,1,phonetic,forwarded,14
6,decide,DECIDE,anthro_phonetic,1,phonetic,decide,14
7,observation,observation',zeroe_phonetic,1,phonetic,observation,14
8,adams,Adams,anthro_phonetic,1,phonetic,Adams,14
9,surprise,surprisee,zeroe_phonetic,1,phonetic,surprise,14
10,experiments,ecpeariments,phonee,1,phonetic,experiments,14
11,settle,settle'sp,zeroe_phonetic,1,phonetic,settle's,14
12,chamber,ChAmBeR,anthro_phonetic,1,phonetic,chamber,14
13,scotia,scoshy,zeroe_phonetic,1,phonetic,scoff,14
14,atom,atomm,phonee,1,phonetic,atom,14
15,thoroughly,THOROUGHLY,anthro_phonetic,1,phonetic,thoroughly,14
16,delivered,diliverred,phonee,1,phonetic,delivered,14
17,settlement,sattolement,phonee,1,phonetic,settlement,14
18,world,wirled',zeroe_phonetic,1,phonetic,wirled,14
19,perfume,perfume,anthro_phonetic,1,phonetic,perfume,14
0,abroad,Abord,anthro_phonetic,1,phonetic,Board,15
1,memo,memow,zeroe_phonetic,1,phonetic,Memo,15
2,jelsoft,jelsoft,phonee,1,phonetic,Software,15
3,queens,queenes,zeroe_phonetic,1,phonetic,Queens,15
4,staffing,STAFFING,anthro_phonetic,1,phonetic,Staffing,15
5,adequate,adequate,anthro_phonetic,1,phonetic,Equated,15
6,curve,cerve,zeroe_phonetic,1,phonetic,Serve,15
7,frame,frameve's,zeroe_phonetic,1,phonetic,Frames,15
8,const,const,phonee,1,phonetic,Cost,15
9,guide,GUIDE,anthro_phonetic,1,phonetic,Guide,15
10,referrals,referless,zeroe_phonetic,1,phonetic,Refers,15
11,drilling,drillingn,zeroe_phonetic,1,phonetic,Grilling,15
12,aurora,AURORA,anthro_phonetic,1,phonetic,Aurora,15
13,seasons,sesons,anthro_phonetic,1,phonetic,Seasons,15
14,interim,enterme,zeroe_phonetic,1,phonetic,Enter,15
15,growing,grrowing,phonee,1,phonetic,Growing,15
16,prediction,prediction,anthro_phonetic,1,phonetic,Prediction,15
17,shannon,shannon,anthro_phonetic,1,phonetic,Shannon,15
18,platinum,Platinum,anthro_phonetic,2,phonetic,Platinum,15
19,adams,adamz,phonee,2,phonetic,Adams,15
0,previews,previewse,zeroe_phonetic,2,phonetic,previse,16
1,would,whould,phonee,2,phonetic,would,16
2,shannon,shanon,phonee,2,phonetic,Shannon,16
3,venezuela,veneouedly,zeroe_phonetic,2,phonetic,venously,16
4,focuses,phocuses,zeroe_phonetic,2,phonetic,focuses,16
5,arctic,Arctic,anthro_phonetic,2,phonetic,arctic,16
6,purpose,purpse,anthro_phonetic,2,phonetic,purpose,16
7,cornell,cornel,anthro_phonetic,2,phonetic,Cornell,16
8,expressed,expresced,zeroe_phonetic,2,phonetic,expressed,16
9,growing,growing'sw,zeroe_phonetic,2,phonetic,growing's,16
10,fiancé,fiancy,zeroe_phonetic,2,phonetic,fancy,16
11,loans,lonas,anthro_phonetic,2,phonetic,loans,16
12,garcia,garca,anthro_phonetic,2,phonetic,Garcia,16
13,murder,murkeredf,zeroe_phonetic,2,phonetic,murdered,16
14,throughout,Throught,anthro_phonetic,2,phonetic,Through,16
15,understood,uenederstood,phonee,2,phonetic,understood,16
16,threatening,thereateneng,phonee,2,phonetic,threatening,16
17,wednesday,wednesday,anthro_phonetic,2,phonetic,Wednesday,16
18,penalties,panalteies,phonee,2,phonetic,penalties,16
19,distinction,distinctiona,zeroe_phonetic,2,phonetic,distinctions,16
0,church,Church,anthro_phonetic,2,phonetic,Church,17
1,apollo,Appol,zeroe_phonetic,2,phonetic,Apollo,17
2,jewellery,jewellery,anthro_phonetic,2,phonetic,jewelry,17
3,anthony,anthonye,zeroe_phonetic,2,phonetic,Anthony,17
4,attending,Attending,anthro_phonetic,2,phonetic,Attending,17
5,threshold,thrasholld,phonee,2,phonetic,threshold,17
6,step,step',zeroe_phonetic,2,phonetic,step,17
7,nebraska,nebroquese,zeroe_phonetic,2,phonetic,nebraska,17
8,know,kno,phonee,2,phonetic,know,17
9,apparatus,aippareatus,phonee,2,phonetic,apparatus,17
10,make,mmake,phonee,2,phonetic,make,17
11,scheduled,schedueled,anthro_phonetic,2,phonetic,scheduled,17
12,beverage,bevras,phonee,2,phonetic,bevras,17
13,climbing,Climbing,anthro_phonetic,2,phonetic,Climbing,17
14,taste,tast,phonee,2,phonetic,taste,17
15,delivery,deeliverry,phonee,2,phonetic,delivery,17
16,stops,stops,anthro_phonetic,2,phonetic,stops,17
17,adequate,adecwate,phonee,2,phonetic,adequate,17
18,programmer,programmere',zeroe_phonetic,2,phonetic,programmer,17
19,aims,aichms,phonee,2,phonetic,achims,17
0,atom,atom's',zeroe_phonetic,2,phonetic,atom's,18
1,dealers,dilers,phonee,2,phonetic,riders,18
2,publicly,publicallyp,zeroe_phonetic,2,phonetic,publicly,18
3,silk,silc,phonee,2,phonetic,silk,18
4,selecting,selecting',zeroe_phonetic,2,phonetic,selecting,18
5,python,ppython,phonee,2,phonetic,python,18
6,plane,plan,phonee,2,phonetic,plan,18
7,duke,Duke,anthro_phonetic,2,phonetic,Duke,18
8,mail,mailvedl,zeroe_phonetic,2,phonetic,medieval,18
9,scholarship,scholarship,anthro_phonetic,2,phonetic,scholarship,18
10,parks,parks,anthro_phonetic,2,phonetic,parks,18
11,simon,Simona,zeroe_phonetic,2,phonetic,Simona,18
12,oracle,Oracle,anthro_phonetic,2,phonetic,Oracle,18
13,publisher,publisherf,zeroe_phonetic,2,phonetic,publisher,18
14,surveys,Serveigh'st,zeroe_phonetic,2,phonetic,sleight's,18
15,opening,openning,anthro_phonetic,2,phonetic,opening,18
16,males,mals,phonee,2,phonetic,malls,18
17,cart,cartt,zeroe_phonetic,2,phonetic,carrot,18
18,perfume,perfium,phonee,2,phonetic,perfume,18
19,scan,Scan,anthro_phonetic,2,phonetic,scan,18
0,dealing,dealin,phonee,2,phonetic,denial,19
1,seasons,seazons,phonee,2,phonetic,seasons,19
2,settlement,settlementl,zeroe_phonetic,2,phonetic,settlement,19
3,freeware,freewere,phonee,2,phonetic,freeware,19
4,quotations,Quotations,anthro_phonetic,2,phonetic,quotations,19
5,brain,brin,anthro_phonetic,2,phonetic,bring,19
6,deserve,desereve,phonee,2,phonetic,deserve,19
7,alarm,alarma,zeroe_phonetic,2,phonetic,alarm,19
8,latinas,Latins,anthro_phonetic,2,phonetic,Latin,19
9,capable,ckappable,phonee,2,phonetic,capable,19
10,calgary,calglarye,zeroe_phonetic,2,phonetic,calgary,19
11,courts,cowrts,zeroe_phonetic,2,phonetic,courts,19
12,experiments,experimentsh,zeroe_phonetic,2,phonetic,experiment,19
13,depending,depandin,phonee,2,phonetic,depending,19
14,spanish,spannich,zeroe_phonetic,2,phonetic,spanish,19
15,hearing,heareing,phonee,2,phonetic,hearing,19
16,discourage,descourige,phonee,2,phonetic,discourage,19
17,corporations,Corporations,anthro_phonetic,2,phonetic,corporations,19
18,footwear,footweer,zeroe_phonetic,2,phonetic,footwear,19
19,spring,SPRING,anthro_phonetic,2,phonetic,spring,19
0,walter,oalter,zeroe_phonetic,2,phonetic,alter,20
1,blues,bblues,phonee,2,phonetic,blues,20
2,scenic,Scienc,anthro_phonetic,2,phonetic,science,20
3,economy,economi,anthro_phonetic,2,phonetic,economy,20
4,mexico,mmekico,phonee,2,phonetic,mexico,20
5,meetup,meetup,phonee,2,phonetic,meetup,20
6,burns,BURNS,anthro_phonetic,2,phonetic,burns,20
7,galaxy,gallquesec,zeroe_phonetic,2,phonetic,galleries,20
8,jelsoft,Zelaget'd,zeroe_phonetic,2,phonetic,zelagets,20
9,agreed,aggreede,zeroe_phonetic,2,phonetic,agreed,20
10,processing,proccessing,anthro_phonetic,2,phonetic,processing,20
11,decide,deecide,phonee,2,phonetic,decide,20
12,thoroughly,thorroughly,phonee,2,phonetic,thoroughly,20
13,delaware,DELAWARRRE,anthro_phonetic,2,phonetic,delaware,20
14,headquarters,headquarter's,zeroe_phonetic,2,phonetic,headquarters,20
15,year,yEAr,anthro_phonetic,2,phonetic,year,20
16,lounge,lounquey,zeroe_phonetic,2,phonetic,lounge,20
17,delivered,deliveredf,zeroe_phonetic,2,phonetic,delivered,20
18,already,aleraid,zeroe_phonetic,2,phonetic,alarmed,20
19,felt,fealt,phonee,2,phonetic,felt,20
0,sanford,SANFORD,anthro_phonetic,2,phonetic,Sandford,21
1,slightly,sLiGhTlY,anthro_phonetic,2,phonetic,Slightly,21
2,exterior,Exterior,anthro_phonetic,2,phonetic,Exterior,21
3,reliance,rilians,phonee,2,phonetic,Millions,21
4,staffing,staffin,phonee,2,phonetic,Staffing,21
5,hazard,hazard,phonee,2,phonetic,Hazard,21
6,chamber,samberr,phonee,2,phonetic,Slumber,21
7,berkeley,birkelyy,zeroe_phonetic,2,phonetic,Brickley,21
8,roommate,roomate,anthro_phonetic,2,phonetic,Roommate,21
9,achievement,autchievement,phonee,2,phonetic,Achievement,21
10,bill,Biill,anthro_phonetic,2,phonetic,Bill,21
11,rendered,Hrendriad,zeroe_phonetic,2,phonetic,Hundred,21
12,oldest,oledest,phonee,2,phonetic,Oldest,21
13,cancelled,Cancelled,anthro_phonetic,2,phonetic,Cancelled,21
14,referral,referrele,phonee,2,phonetic,Referral,21
15,const,conste,zeroe_phonetic,2,phonetic,Conste,21
16,croats,crts,anthro_phonetic,2,phonetic,Carts,21
17,pure,Rupe,zeroe_phonetic,2,phonetic,Rupe,21
18,humor,humber,zeroe_phonetic,2,phonetic,Number,21
19,mixture,mixture,anthro_phonetic,2,phonetic,Mixture,21
0,crest,crst,anthro_phonetic,2,phonetic,crest,22
1,desert,DESERT,anthro_phonetic,2,phonetic,desert,22
2,citations,citaitionns,phonee,2,phonetic,citations,22
3,cincinnati,cinncinnati,anthro_phonetic,2,phonetic,cincinnati,22
4,timer,Pitherme,zeroe_phonetic,2,phonetic,thermipe,22
5,structures,structuresh,zeroe_phonetic,2,phonetic,structure,22
6,nostalgic,nostalgich,zeroe_phonetic,2,phonetic,nostalgic,22
7,nepal,neppl,anthro_phonetic,2,phonetic,apple,22
8,exports,exportsh,zeroe_phonetic,2,phonetic,exports,22
9,loan,loane,phonee,2,phonetic,alone,22
10,effort,effêrt,zeroe_phonetic,2,phonetic,effort,22
11,joshua,JOSHUA,anthro_phonetic,2,phonetic,joshua,22
12,gnome,Gnome,anthro_phonetic,2,phonetic,gnome,22
13,murray,merray,phonee,2,phonetic,merry,22
