,clean,perturbed,legibility_score,legible,predicted,batch
0,mariah,שaṅiɵḃ,-2.4440553,False,shanghai,10
1,instruction,ʖիsίruötľôԻ,-1.0711285,,missile,10
2,starsmerchant,stэrsШʚrcгaґt,0.59490776,,starship,10
3,corner,ℂórner,1.8860656,,corner,10
4,gravity,grϧƀiʥց,-2.726308,,giraffe,10
0,assets,a⊴sets,0.7888731,True,sets,11
1,data,dãta,3.5479944,,data,11
2,precipitation,preciₚitaₜĩoƞ,0.9006446,,pictorial,11
3,warrior,wǎrrīor,2.0342464,,warrior,11
4,graphical,ġrapḥicaḷ,4.5080647,True,graphical,11
0,highlights,MIҁhïIҁh߁ɘ,-2.7768366,False,Mind,12
1,evaluated,eͮalᵤatĕđ,-0.96180266,,Lead,12
2,mating,ωǎtihg,-1.2296817,,Writing,12
3,stuffed,ᴈtuff⋷ᴐ,-1.247258,False,Stuff,12
4,blended,bĺǝnded,1.4320154,,Limited,12
0,quick,quicѥ,2.049774,,quick,13
1,guinea,guinea,4.6887665,,guinea,13
2,kennedy,қȢhnedy,0.91909385,,kitchen,13
3,london,londǭn,3.1959112,,London,13
4,metallic,metallℑℂ,0.63478994,,metal,13
0,thru,thrų,3.7248716,,tree,14
1,listen,℔isten,0.5065214,,listen,14
2,structures,sƭructureß,2.204834,,structure,14
3,meetings,meet≀ng౩,0.2464537,False,meeting,14
4,viewpicture,ṿḹewpicߟurნ,0.23528196,False,picture,14
0,livecam,ɬivɛcam,2.4413865,,cattle,15
1,algorithms,algoritₕms,1.9824009,,algorithms,15
2,primary,ₚrℑmarý,-1.1854274,,shrimp,15
3,mild,mĩld,2.7691538,,mild,15
4,venture,venturè,3.854324,,venture,15
0,tanzania,tařzarǐä,-0.5364239,,target,16
1,integrate,integrate,4.953435,,integrate,16
2,monica,monica,4.686416,,Monica,16
3,rising,risin⒊,-0.40556905,False,rise,16
4,medicine,meϋīεine,-1.4044979,,meanwhile,16
0,price,pŗice,4.8622055,,price,17
1,sweden,ſᴡȅden,-1.1846162,,shadow,17
2,deleted,deᶫeted,1.9457184,,deleted,17
3,complaints,conplaints,4.955394,True,complaints,17
4,efforts,efᵎoᴻts,-1.5578337,False,effects,17
0,function,fuлotion,2.0598884,,fusion,18
1,echo,ëcոɛ,1.4026899,,cool,18
2,wallet,wāllet,4.3355403,,ballot,18
3,library,ℹibrary,2.6846092,True,library,18
4,challenges,cha1ˎeĥges,1.3281373,,chances,18
0,highlighted,ņ1gņl1ghιͼo,-1.3490106,False,luggage,19
1,simultaneously,siᶆultanȅously,2.7162364,,suddenly,19
2,parents,p⊟⳾ḙիłs,-2.8703523,False,skills,19
3,replaces,ʙeŲìaces,-2.628075,,bases,19
4,shōnen,shԀren,4.468978,,shelter,19
0,pack,paƈk,2.0257819,,pack,20
1,reason,rөasɞŉ,0.2547679,,roses,20
2,mobile,mobïịϾ,-1.8637944,True,mobius,20
3,speak,speaᴋ,3.7410226,,speak,20
4,wiltshire,wiífshirϲ,1.6404384,,whiskers,20
0,forward,forШэñԀ,-1.6259475,,shield,21
1,moderators,moderatcñs,2.211452,,moderates,21
2,assurance,aśԍūrancʚ,0.5108988,,surance,21
3,publicly,pϋblicly,2.7862694,,publicly,21
4,from,ߟroᲅ,1.5231017,False,robot,21
0,extent,⋼xtenţ,1.4527476,False,extent,22
1,tablet,tablet,4.813442,,tablet,22
2,circumstances,ćircϋmҙʈặḣces,1.8071055,False,circumcision,22
3,organisation,oɾgåƞĩsãtiòn,0.41903442,,organization,22
4,indefatigable,iղdefᾼᶂΙǥablẹ,0.93293935,,education,22
0,legislation,legislation,4.745655,True,law,23
1,vector,ธectọr,0.6460338,True,doctor,23
2,score,scอre,0.89960897,,shore,23
3,nail,nail,4.730531,,nail,23
4,contrast,contrast,4.913942,True,contrast,23
0,arising,aԻisinǧ,4.204556,True,Asian,24
1,worth,⋓மrth,0.043997172,False,Mirth,24
2,starsmerchant,ⳄtaᥒⳄm⍷ᥒchaṛt,-0.43181294,False,Compartment,24
3,television,televīsioó,2.0301569,,Television,24
4,install,ĺnsίall,1.9403484,,Insulate,24
0,associate,ảşşọçìaȶe,2.3865585,False,shoes,25
1,work,worₖ,3.0695236,,work,25
2,scared,ӛόɞґed,-2.9305422,,logged,25
3,parliament,ρȧrɭiȧʍẹnt,3.994271,True,plant,25
4,debate,dөԑate,1.4950407,,date,25
0,basically,baₛǐcᶏlly,2.007468,,ballet,26
1,offline,ɛffɬiȓe,-0.45918345,,believe,26
2,gothic,ĝoŧḥĩc,0.69588697,,ghostly,26
3,gnome,ჽᶇɵԽe,-2.4996908,False,church,26
4,usps,usps,4.606383,,ups,26
0,networks,netwõrkṥ,2.3280623,,network,27
1,coating,coäting,4.3253407,,coding,27
2,projectors,proἰect▢ȓs,1.9606987,True,project,27
3,unless,unleɵs,1.0857382,,lose,27
4,branches,bràñcₕӭs,-1.547545,,branch,27
0,invest,iṉvešt,3.457341,,invest,28
1,tomatoes,ťoɱͣtöes,0.6924969,,toes,28
2,syndication,syndicatⅰon,4.2411547,True,syndicate,28
3,efficiency,ef╇i⒍ieɷcᭈ,-2.0921009,False,efficient,28
4,demonstrates,ΌemonᎦtrѲtes,0.9528795,False,monument,28
0,papua,päþua,0.333054,,poetry,29
1,sexuality,sexuàlity,4.184757,,sexuality,29
2,steering,sճeehïng,-0.84485024,,shining,29
3,disciplines,disεipiiћes,2.9326897,,decisions,29
4,vacancies,vacancies,4.9102035,,"vacancies"" (no change)",29
0,killer,kɬǽleň,0.39610896,,lamp,30
1,indicator,ïndïcaƪoԦ,-0.41375244,,India,30
2,mobile,mobile,4.593976,,mobile,30
3,dawn,daʍn,3.0595624,,dance,30
4,pocket,ᵽöcₖet,-1.1926252,,coat,30
0,banned,baᶇnʚd,0.91234183,,bird,31
1,clark,cℹ⒍ɿᜥ,-3.2365394,False,church,31
2,iowa,ıoѱa,-1.1366948,,ocean,31
3,homes,hømes,0.966651,,homes,31
4,allocated,aǁlocatƽd,1.0157664,,located,31
0,chargé,óŉarɡз,-2.7858894,,original,32
1,aurora,auŕora,3.331618,,aurora,32
2,chamber,cӊamber,1.8547854,True,cambridge,32
3,thriller,fhгḯ⥙⥙éг,-0.49771366,True,firehouse,32
4,subscriptions,subscriᎠߟḹons,1.1092036,True,subscriptions,32
0,sake,sakє,4.90429,True,sake,33
1,barbara,barḇara,3.5007203,False,barbara,33
2,vector,vĕötor,1.2000288,,vector,33
3,needle,ʀeea;c,-2.2707918,,reader,33
4,costumes,coႽtumes,4.403319,True,costumes,33
0,burns,zuԻгs,-0.67059946,,thoughts,34
1,neil,ñɵīl,0.1696724,,smile,34
2,swiss,sʍչɘο,-2.9190037,,shoes,34
3,bibliography,oibllogʀǎșhǥ,0.4346837,,job,34
4,dedicated,dӫdloated,-0.005455841,,float,34
0,idea,ŀdea,-1.274819,,idea,35
1,draws,ɗraws,4.522664,,draws,35
2,advert,ǡdvĕrt,2.4912722,,vert,35
3,update,ưpdåtĕ,0.35339305,,pendant,35
4,hosting,րosߙing,2.721564,False,soaring,35
0,appearance,ะₚpĕࠡraᶇcé,-0.74712497,,apple,36
1,sandy,sañdN,0.91617924,,sand,36
2,husband,ʱūsbaƞɗ,-0.49386674,,busy,36
3,salaries,šalarīés,2.0298295,,shares,36
4,dispatched,dispatɞhëa,2.481234,,disappear,36
0,addition,addition,4.8582196,,Addition,37
1,porter,pͻὴtếὴ,-1.8078672,False,Petite,37
2,phrases,ƥhrases,4.791952,,Phases,37
3,robbie,robbľe,1.4337521,True,Robble,37
4,environmental,ɞnvịronʍental,3.94706,True,Vigilant,37
0,offensive,⩂ffenຣᶖve,2.3742242,True,book,38
1,exam,exam,4.729838,,exam,38
2,unto,uɳţo,4.1074185,,tune,38
3,repository,rėpository,4.288991,False,repository,38
4,sailing,saǐɫiпM,-1.368543,,psalm,38
0,papua,paṕua,3.2329612,False,pulp,39
1,teaching,tèachiɳg,3.1094983,,teaching,39
2,marvel,ϖarveí,-1.687821,,paradise,39
3,forums,ḟoŕūms,3.2277646,,forums,39
4,enrolled,Ͼกrolled,2.7839043,False,crocked,39
0,registry,reɢistry,0.8577886,,history,40
1,sure,suոe,4.787268,False,soon,40
2,remedy,rémₑďy,2.2889016,,directory,40
3,benchmark,behchmdrk,4.718496,,church,40
4,referrals,referɍáĺs,4.227627,,library,40
0,double,doubᶅe,3.6467543,True,doubt,41
1,arising,ǎriᶊȉňg,2.689698,,airy,41
2,hunt,ʜuňt,-0.6273462,,hunt,41
3,appraisal,⫇ppr⫇ḹṣal,-0.7995291,False,precipice,41
4,entrepreneur,entrėǫrereuɾ,2.8126514,,terrain,41
0,rehabilitation,пehabiIѕtaƫioƃ,0.5701335,,perhaps,42
1,ecology,ԐcⴘloԶy,-0.39519796,False,computer,42
2,german,german,4.9180303,,German,42
3,governmental,goveᥒnտ⍷ṛ߅ai,1.2462813,False,government,42
4,listing,ǻisǆing,-1.8788061,,teaching,42
0,chicken,chicken,4.741935,,chicken,43
1,data,dǟtȁ,1.9536377,,doubt,43
2,queue,qūede,1.7294722,,queue,43
3,women,wòmϵn,1.8521874,,woman,43
4,islands,islandⵒ,3.2333872,True,island,43
0,chargers,charɕers,3.408171,False,changers,44
1,replication,hɘplication,1.5675659,,application,44
2,sentence,sӫοtɵювн,-2.703913,,utensils,44
3,batch,оätɛh,-1.9699084,,teeth,44
4,staying,śtäýing,3.889288,,staining,44
0,contractor,çontraℂtǒŕ,2.831136,,counter,45
1,scanning,ϛეãᒋᒋⅰᒋg,-1.651794,False,slice,45
2,sacramento,εѳọᴘѳ⊞ento,-2.8391135,False,entity,45
3,claire,claiπɵ,0.12121621,,cable,45
4,rich,riℂh,2.1374755,,rich,45
0,prerequisite,Цrereȡuisiǆe,-0.21830823,,Create,46
1,manufacturers,Ӝanufacturɛrӛ,1.6722087,,Manufacturer,46
2,consist,consìst,3.023566,,Consist,46
3,crest,qŕesⰀ,-1.7847211,False,Quest,46
4,subscriber,ṩuϸṩcriϸëԻ,2.3615904,True,Submerge,46
0,understood,underₛtood,2.800408,,understood,47
1,beverage,bêveɾaℊe,0.43111476,,beaver,47
2,arrested,arrest⋾d,3.2322452,False,arrested,47
3,proven,ῤrὀⰼen,0.76605934,False,roar,47
4,cancelled,cancelleđ,4.649516,,canceled,47
0,photographer,րcotograҫhɵr,2.2915869,,robot,48
1,women,wɛmen,3.887362,,women,48
2,authorized,aϋͲhoriƶed,0.7885119,,authorized,48
3,watched,watcheɹ,1.0089505,,watcher,48
4,incompatible,incoտpăʕibǽɜ,-0.8177472,,incompetent,48
0,upset,υȿset,3.1948404,,set,49
1,uganda,ȗℊandå,-1.8678136,,hand,49
2,estimate,eəƭĺɱƨtԑ,-1.0928687,,table,49
3,davis,davìs,3.3431604,,David,49
4,clark,claʙk,1.0446709,,black,49
0,bike,ņi৸e,-2.6258864,False,nerve,50
1,rubber,ruէbᏼr,0.592009,False,rubber,50
2,modified,modľˑièd,-0.06112748,,modified,50
3,fits,fitԍ,0.87437254,False,fit,50
4,doll,dol℔,0.061389513,,dolphin,50
0,turns,ŧùrns,2.8702981,,turns,51
1,circuits,circuitₛ,4.163679,,circle,51
2,publication,publicàₜiòn,1.6052123,,publication,51
3,slave,sʟaͮe,0.34006828,,sale,51
4,organisation,orஐSറiⵒatÏ□n,-2.553941,False,oranges,51
0,rose,roفe,-1.0403858,True,rope,52
1,garmin,Mȧrmɬɾ,-2.2693696,,armor,52
2,dedicated,dedicațed,4.7792687,,dedicated,52
3,sake,sake,4.9944587,,sake,52
4,trustees,trᥧ౩tθes,-1.732127,False,throne,52
0,located,ŀocâted,1.5616816,,Locket,53
1,yoga,ÿoga,1.9318148,,Yoga,53
2,quick,quĭɪѨ,-1.715365,,Kite,53
3,shake,shakԑ,4.5946116,,Shack,53
4,hope,hoₚe,-0.19950804,,Hole,53
0,gravity,ġrǡvity,4.291467,,Gravity,54
1,apollo,apollo,4.125261,,Apollo,54
2,establishes,eۆtabliઠẖеṣ,-2.0447795,,Table,54
3,hull,hull,4.6576204,True,Hull,54
4,applies,apₚlies,1.7829074,,Apples,54
0,fruits,├ᵣᵤɭts,-1.0333223,False,lists,55
1,cellular,ḉȇllǖ།ăr,0.0069330647,True,carry,55
2,ongoing,onգò⥙ῃg,-2.7038515,False,clog,55
3,notebook,noₜebook,1.9403151,,novel,55
4,influences,influĕnces,2.1483445,,influences,55
0,fairfield,fзiƶ˕ield,0.063061714,,field,56
1,sure,ᶊuᣗe,1.975457,True,use,56
2,animals,āniₘaɭš,1.5674907,,shan,56
3,cancelled,cańcₑlɭed,2.5816638,,cedar,56
4,relocation,relocatïon,3.2028134,,motion,56
0,boring,℔oring,0.09444355,,Boring,57
1,moscow,moscow,4.5872397,True,Moscow,57
2,interval,inₜerval,3.269209,,Invaluable,57
3,which,ᴡhiℂh,-0.355008,,Which,57
4,package,pacʞåge,1.8693161,,Package,57
0,hacker,hac❲Ǥr,-0.5416845,False,hat,58
1,analyze,analᶌze,3.0594976,False,anise,58
2,opening,ôpₑñiñg,0.6483067,,opining,58
3,lookup,lⳳⳳk⋃ȵ,-2.7875893,False,label,58
4,replacing,reơlàcîn⅁,-1.9389802,False,relaxin,58
0,portsmouth,Цoŉtɨmбuǂh,-1.7105051,,Chapter,59
1,quick,q∪iᴄḵ,3.0842943,True,Church,59
2,emissions,ȩmiȿȿᶖonȿ,4.1871214,True,Limited,59
3,marijuana,⊞ѳᴘijuana,-0.64001626,False,Cigar,59
4,substitute,substituſe,2.3333972,True,Replace,59
0,success,success,4.8620744,,success,60
1,boss,boᴐs,-0.49864033,True,bos,60
2,hope,hopӫ,0.009292407,,hop,60
3,drama,draҧa,1.2973883,True,dragon,60
4,surprised,suɼpɼiseḏ,4.259282,True,supervised,60
0,bits,biճs,-0.9854522,False,bis,61
1,senior,sӫnion,2.3677416,,station,61
2,anne,ᴀnnࠜ,-2.876275,,cannon,61
3,dawn,daϥn,1.3478547,,dan,61
4,stick,štìck,3.0053358,,stick,61
0,potter,potter,4.785601,True,potter,62
1,venture,venʈuɼe,4.2763577,True,venture,62
2,high,hIǵh,1.8689907,,high,62
3,loan,lᴗǎƞ,-0.60102725,,laugh,62
4,directed,ďirecteɗ,4.328604,,directed,62
0,scan,soȧɾ,-1.7924926,,savor,63
1,vera,verӭ,0.64116037,,verve,63
2,reliance,ԦeìIaĥce,-1.67204,,delicious,63
3,sound,ԍcǚnd,-2.1572526,,kind,63
4,chassis,õhaɢsáɜ,-1.2893353,,happiness,63
0,type,tӴpe,-0.3375309,,type,64
1,form,㎌orɱ,-1.5746468,,lumber,64
2,recommend,ηeӧөmmᏼnd,-0.679199,False,hammond,64
3,africa,a㎌riℂa,-1.5904709,,carissa,64
4,wool,wooī,0.8011786,,window,64
0,occupation,ocϲụṗȧti໐n,3.8391883,True,occasion,65
1,year,yeaȓ,2.4855328,,year,65
2,password,passẉoɾđ,3.6924264,,pastor,65
3,snap,snap,4.9051805,,slip,65
4,proxy,pɼoxy,4.6364975,,box,65
0,interested,interested,4.8179746,,interested,66
1,evans,êvã¤ɜ,-2.6762362,,evening,66
2,moderators,moderatorſ,2.569823,,moderators,66
3,missouri,Խissouri,1.5405228,,Kansas,66
4,tablet,ƚāblēƚ,1.2162569,True,laboratory,66
0,then,ₜₕen,-0.42165,,mean,67
1,sellers,sɛìlɛϧs,-1.3681611,,silence,67
2,portsmouth,portͼmouth,3.7927704,,portmouth,67
3,price,pʳỊce,0.9623143,True,place,67
4,sides,sides,4.8941526,False,sides,67
0,occupation,occǚpaτion,2.5709636,,occasion,68
1,lounge,loūnge,2.5398672,,long,68
2,buttons,ᥲuťt⍴ᒉៜ,-1.7459816,False,utmost,68
3,rose,rosɛ,4.6468205,,rose,68
4,efforts,ȅffocts,2.0736384,,offcuts,68
0,nail,naḯl,2.1411963,False,lamp,69
1,ethics,ēthics,3.871378,,ethics,69
2,unconventional,unconvɛbtional,4.7788715,,unconventional,69
3,lamb,ļamb,4.639623,,lamb,69
4,plan,ρшān,-0.78818715,,shan,69
0,only,onlӌ,4.527255,True,online,70
1,similarly,sīmilarly,4.8780355,,similarly,70
2,isle,isle,5.0082426,True,"isle"" (no change)",70
3,painting,páiⱨₜIⱨḆ,-2.497525,True,page,70
4,shōnen,ͼhūnen,-0.8336676,,house,70
0,destiny,desti⊓ฉ,0.6289904,False,describe,71
1,pulse,ₚulſe,-1.4681631,,surprise,71
2,tongue,tongue,4.994999,True,tongue,71
3,fujitsu,fûjítɐu,1.2200613,,figure,71
4,wellington,wellington,4.631194,True,Wellington,71
0,disposition,ǎiʛЦosition,-1.3073952,,position,72
1,bubbles,ʙubbleᷤ,-1.3610039,,bubble,72
2,fatal,Ŧatal,2.3038955,False,talent,72
3,temperatures,ƚ⊆ՊDe⌠äƚu⌠⊆ຣ,-2.8111286,False,database,72
4,having,пaҩͽǹg,-1.8761381,,page,72
0,determine,ơetərminə,1.1942284,True,terminator,73
1,subscriber,subӟcrḭber,2.2123482,False,subscriber,73
2,cellular,cмΊlulaг,-0.23982175,,calculator,73
3,cinéma,cⲓnеռa,1.427399,,china,73
4,wordpress,mċɾdpress,1.9193933,,microsoft,73
0,suited,ₛuited,1.4308926,,suit,74
1,completed,єɓψpletєǒ,-1.5200024,,pleasure,74
2,needle,need1e,3.0619762,False,needle,74
3,dawn,daώn,1.1422237,,dawn,74
4,leads,lɘaԛs,-2.4457772,False,lakes,74
0,input,inₚut,0.16563784,,invent,75
1,hope,hopē,2.1084075,,hope,75
2,conditioning,coḥditỊoninϐ,1.5145707,False,communication,75
3,speaks,speaks,4.8319125,,speak,75
4,islamic,iᵴ⥕amic,4.445749,True,clinical,75
0,carlo,car↥ọ,0.43653387,True,carrot,76
1,lange,laⁿge,2.3953178,,age,76
2,longitude,lơᶇĝitߎde,1.1444579,,glitter,76
3,estimate,ĕstiɰāͭe,-0.74892443,,estate,76
4,listen,lišŧᶒn,3.4518313,False,lithium,76
0,allied,ɐ℔ĺied,-1.0178623,,lied,77
1,investigated,ỉnⰼeᴈḟiჷaḟḙɑ,-2.2616205,False,flared,77
2,jeremy,jeremy,4.781648,,Jeremy,77
3,trial,ŧᛚiѳl,-1.0111884,False,thrilled,77
4,pitch,pitcɦ,1.8958555,False,pitch,77
0,silk,si⎫k,1.7722361,False,skate,78
1,upset,uᵽsĕt,0.42679444,,set,78
2,austin,ȁūsƫin,3.565344,,sun,78
3,work,ԝork,4.7220736,True,work,78
4,guitar,guiₜar,4.4807324,,guitar,78
0,tours,touɐs,2.8449962,,tours,79
1,playing,pḷәyїng,3.1742585,True,playing,79
2,vitamin,vitaϖin,0.41229925,,vitamin,79
3,locale,ȴocalȅ,1.83849,,jacket,79
4,cisco,cisco,4.898865,True,"cisco"" (no change)",79
0,liable,liaоÌė,-1.2505965,,liability,80
1,invest,iᴺveßt,-0.52458763,,inspect,80
2,treated,treaǂėd,2.9352973,,trained,80
3,modifications,ϖƨdifĭcӫtΙons,-0.6408028,,complications,80
4,bubbles,buᴃbles,0.35452154,,troubles,80
0,focuses,㎌ocūſèś,-2.1777585,,school,81
1,euros,eԀroӛ,-2.3392806,,dog,81
2,registry,reġistrẏ,4.7750683,True,list,81
3,arrested,arϧested,1.346399,,chest,81
4,costs,ᴄơsts,0.8041921,,costs,81
0,moderators,móūěrâtōrƽ,-0.6482285,,motor,82
1,felt,fel֏,0.74484354,True,field,82
2,stuffed,stůᥣfed,0.6409436,False,studied,82
3,guinea,ჷuiṉea,-1.8687904,False,union,82
4,reliance,reliãԦϭe,-0.12684846,,reliance,82
0,desert,deɔʙrɩ,-1.4021837,,database,83
1,forums,]ȯrums,1.8237932,,rumors,83
2,wool,wǿol,0.356728,,water,83
3,diagnostic,dĭƨgnɐstic,1.2945557,,disgusting,83
4,distant,Ɔis℄ɜกt,-1.5895871,True,ocean,83
0,podcast,ҏodċasƫ,1.1719806,,castle,84
1,preparation,qreҏara˅iȱя,-0.31748196,,carriage,84
2,helping,helpiǹg,3.7399943,True,helping,84
3,desert,dєsɵrt,3.8915231,,desert,84
4,disputes,dិspuᵗes,1.9484076,,dispenses,84
0,queens,⒬ueeňs,0.56153315,,studies,85
1,administered,adПiກisḟerᏼd,1.7619511,True,deserved,85
2,abandoned,âbandøⁿed,1.3412373,,handled,85
3,step,ↄẜềp,-2.725281,False,shopped,85
4,thru,łhrԝ,0.26503196,False,laughed,85
0,protective,protecƭi㏞e,0.49674207,,protect,86
1,jelsoft,ĵelsoft,4.1368785,,jell,86
2,legislation,ïėgiəlɑίiən,0.1550614,,legislation,86
3,situation,siŧύaΐion,2.3899589,,situation,86
4,quantity,ӆǙaмtɢtɏ,-2.3851397,,computer,86
0,recreational,rɵcreatiɒnaӀ,1.1258492,,creativity,87
1,assistance,assҋstǎnce,2.0861652,,assistance,87
2,hotmail,ɦoʥɰdϫ˰,-2.491376,,hood,87
3,sink,sinѥ,0.65441847,,sine,87
4,lifestyle,lifestyle,4.6683807,True,"lifestyle"" (no change)",87
0,nepal,nepal,4.641581,,Nepal,88
1,stayed,stayeḓ,3.9779575,True,Stay,88
2,spank,spanԟ,3.384341,,Spain,88
3,tankōbon,tanⴽōḃǫn,-0.019999973,,Tango,88
4,advised,áḓɣїsẻḓ,3.0436587,True,Argentina,88
0,revenue,nвveըue,-0.9380203,False,novel,89
1,anybody,anᦴᎠody,-1.3564065,False,anatomy,89
2,marvel,marve℔,0.6465088,,marvel,89
3,gravity,gravity,4.8061166,,gravity,89
4,instruction,instrucⴕi□n,3.4803526,False,instruction,89
0,sanford,sәΝ╔ord,-0.6667867,,sword,90
1,oracle,oracĬe,0.5090732,,oracle,90
2,allocated,ẚlloоẚtөḏ,0.8631808,False,allotment,90
3,easy,eȁsý,1.9122651,,syrup,90
4,bride,brĮde,1.5840708,True,bridge,90
0,desert,dȅſǝʀt,-1.664519,,desert,91
1,forward,ʄoԻwȧԻԀ,2.7341297,True,showdown,91
2,provision,pŕovℑsìon,0.14774148,,provision,91
3,instruments,insẗჁuᲅɘnẗs,2.6050253,True,surprises,91
4,memory,memory,4.728284,True,remember,91
0,experiencing,expeɛϫeԦcľŉϧ,-1.2065727,,experiment,92
1,sharing,ŝhářїnᵹ,0.9239993,True,sharpen,92
2,mortgage,⫪ԛr⤈ⱐage,-1.5927693,False,quarter,92
3,confused,cønfưsed,0.8608005,,confused,92
4,superior,suĻeɛior,0.44745037,,superior,92
0,yeah,yeah,4.533819,True,yes,93
1,unleashed,unleөsheὰ,-0.048971213,,uncles,93
2,neon,ƞeon,1.8460944,,sea,93
3,buttons,bũttṏnᷤ,0.24082276,,button,93
4,gzip,gzip,4.5085783,True,zip,93
0,modifications,mǫdificatiøns,1.6017388,,modifications,94
1,giant,ℊianₜ,-0.06055326,,Hian,94
2,effort,effort,4.8969483,True,effort,94
3,garmin,garmin,4.928027,True,Garmin,94
4,wrestling,wreⳄ߅liṛɃ,-0.7946515,False,wrench,94
0,analysis,ānalyвis,1.0518826,,Analyze,95
1,creations,օⵤȩƋȶⅠОnՏ,0.24411249,False,Standard,95
2,critics,crƚtićs,2.246,,Critics,95
3,chassis,०ħḂ౩౩≀౩,-3.2902102,False,Shadow,95
4,function,fuߒction,1.0784079,,Function,95
0,proof,prõof,3.2893493,False,proof,96
1,throat,throat,4.9782424,True,throat,96
2,roger,ɾoger,4.376615,,roger,96
3,packed,ₚåckĕȡ,-0.019594343,,stack,96
4,principle,princḻple,3.7065797,True,principle,96
0,partial,parῑiắl,1.5281533,False,parallel,97
1,inherited,iὴhērḭtēd,2.4044917,True,hereditary,97
2,expression,expressioŉ,2.9752374,,expression,97
3,cellular,ceƚᶫuƚࠣr,-0.115139276,,church,97
4,certainty,cerṭaintҹ,2.7913337,,certainty,97
0,chosen,chosɜn,2.2979097,,chosen,98
1,overseas,o㏞ĕrsȇas,-1.6100526,,oranges,98
2,salaries,caleriếc,-0.23481156,True,carriage,98
3,cleveland,cӀḛᶢḛlẳnd,-0.99538594,True,climbed,98
4,hotmail,ĥoţₘail,2.020604,,hockey,98
0,oldest,olᵭesţ,1.187369,,opportune,99
1,expressions,expɾessionₛ,3.0728424,,expression,99
2,apollo,Sҫ□ՂՂ□,-2.8439312,False,shocked,99
3,operate,oⱭeratʚ,-2.2055333,False,overrated,99
4,playing,plаying,4.7919884,True,playing,99
0,weapon,ע⫕aↄϽמ,-3.2588995,False,Abraham,100
1,mambo,໙ӕmbƟ,-1.6147627,False,Bible,100
2,washing,ɸåʛhiґg,-2.066529,,God,100
3,london,lonᶁo∩,4.073814,True,Lord,100
4,artificial,aԻtįficįȧɭ,4.5071006,True,Jesus,100
0,heating,héǎǂing,1.1949929,,hanging,101
1,moscow,mòscoШ,1.0852957,,moscow,101
2,friendly,fṝïendly,2.6035788,False,friendly,101
3,valentine,ᶷàіәᴖtîᴖә,-2.4847896,False,bathroom,101
4,analysis,ęnęʅᦴ♋⥠s,-2.4266026,False,shoes,101
0,firm,fiηm,1.9054617,False,find,102
